,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,5693,6008,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0213,0.0308,0.0526,0.0212,0.0,0.0661,0.0207,0.0447,0.0217,0.0008,0.0336,0.0415,0.0,0.0,0.0,0.0203,0.0468,0.0,0.102,0.0404,0.01,0.0611,0.0484,0.0
1602,0.0213,1.0,0.0083,0.0047,0.0083,0.0,0.0364,0.006999999999999999,0.0,0.0029,0.0195,0.0186,0.0,0.0894,0.0,0.0601,0.0265,0.0479,0.0,0.0866,0.005,0.0,0.0,0.0218,0.0642
1690,0.0308,0.0083,1.0,0.0197,0.0059,0.0,0.0,0.0,0.0,0.0301,0.0332,0.0,0.067,0.0,0.0035,0.0,0.0,0.0023,0.0,0.0097,0.0,0.0,0.10300000000000001,0.0523,0.0006
2136,0.0526,0.0047,0.0197,1.0,0.0,0.0,0.054000000000000006,0.0186,0.0023,0.0,0.0,0.0113,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0523,0.0,0.0,0.0045,0.0576,0.0899
2285,0.0212,0.0083,0.0059,0.0,1.0,0.0092,0.0192,0.0,0.0,0.0,0.1097,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0003,0.0263,0.0
2817,0.0,0.0,0.0,0.0,0.0092,1.0,0.0,0.0,0.0,0.0,0.0063,0.0041,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,0.0661,0.0364,0.0,0.054000000000000006,0.0192,0.0,1.0,0.0436,0.0262,0.0212,0.0,0.015,0.0549,0.0,0.0,0.0,0.01,0.0305,0.0129,0.0,0.0371,0.0,0.0,0.0162,0.0725
3144,0.0207,0.006999999999999999,0.0,0.0186,0.0,0.0,0.0436,1.0,0.0155,0.0122,0.0032,0.0028,0.0287,0.0,0.0286,0.0,0.0,0.066,0.0011,0.0,0.0318,0.0227,0.0,0.0,0.054000000000000006
3243,0.0,0.0642,0.0006,0.0899,0.0,0.0,0.0725,0.054000000000000006,1.0,0.0457,0.0102,0.0071,0.0002,0.0005,0.0,0.0,0.0,0.0601,0.0,0.1412,0.0371,0.0,0.0089,0.0044,0.0
3980,0.0447,0.0,0.0,0.0023,0.0,0.0,0.0262,0.0155,0.0,1.0,0.0,0.0086,0.0,0.0,0.0314,0.0,0.0,0.0508,0.0,0.0,0.0598,0.0,0.0757,0.028999999999999998,0.0342
5680,0.0217,0.0029,0.0301,0.0,0.0,0.0,0.0212,0.0122,0.0756,0.0,1.0,0.0,0.0,0.0,0.0155,0.0,0.0,0.0105,0.0,0.0091,0.0396,0.0006,0.0,0.0068,0.0457
5693,0.0008,0.0195,0.0332,0.0,0.1097,0.0063,0.0,0.0032,0.0,0.0,0.0,1.0,0.0589,0.0074,0.0,0.0,0.0797,0.0,0.0,0.0,0.0,0.0011,0.0006,0.0196,0.0102
6008,0.0336,0.0186,0.0,0.0113,0.0,0.0041,0.015,0.0028,0.0086,0.0,0.0279,0.0,1.0,0.0,0.0112,0.0,0.0131,0.0588,0.0,0.0076,0.0178,0.0249,0.1325,0.1389,0.0071
6066,0.0415,0.0,0.067,0.0124,0.0,0.0,0.0549,0.0287,0.0,0.0,0.0589,0.0702,0.0,1.0,0.0084,0.0,0.0046,0.0073,0.0755,0.0262,0.0,0.0015,0.0305,0.0646,0.0002
6266,0.0,0.0894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,1.0,0.1138,0.0512,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0005
7154,0.0,0.0,0.0035,0.0,0.0028,0.0109,0.0,0.0286,0.0314,0.0155,0.0,0.0112,0.0084,0.0,0.0,1.0,0.0,0.0343,0.0313,0.0,0.0473,0.0336,0.0047,0.0,0.0
7257,0.0,0.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138,0.0,0.0,1.0,0.0029,0.0029,0.0,0.0,0.009000000000000001,0.0,0.0,0.0
7435,0.0203,0.0265,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0797,0.0131,0.0046,0.0512,0.0,0.0112,0.0,1.0,0.0115,0.0,0.0,0.031,0.0012,0.0,0.0
7906,0.0468,0.0479,0.0023,0.0,0.0,0.0,0.0305,0.066,0.0508,0.0105,0.0,0.0588,0.0073,0.0291,0.0343,0.0029,0.0371,0.0,1.0,0.0191,0.0331,0.0,0.0,0.0074,0.0601
