,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0886,0.0342,0.0885,0.0,0.0137,0.0293,0.0477,0.0464,0.0155,0.0529,0.0,0.0146,0.0307,0.0,0.0483,0.0,0.109,0.0309,0.0,0.0407,0.0521,0.0
1602,0.0886,1.0,0.0,0.0095,0.0032,0.0,0.0005,0.0222,0.0072,0.0,0.0145,0.1045,0.0,0.1693,0.0023,0.0287,0.0142,0.1122,0.0136,0.0041,0.0011,0.0087,0.0403
1690,0.0342,0.0,1.0,0.0986,0.0,0.0182,0.0041,0.0092,0.0568,0.0226,0.0358,0.0014,0.0006,0.0,0.013000000000000001,0.0434,0.0,0.0,0.0326,0.0,0.1181,0.0818,0.0
2136,0.0885,0.0095,0.0986,1.0,0.0,0.0151,0.0,0.0105,0.0581,0.0046,0.0646,0.0,0.0077,0.0,0.0276,0.0133,0.0,0.0225,0.0474,0.0273,0.133,0.1663,0.0
2285,0.0,0.0032,0.0,0.0,1.0,0.0171,0.0203,0.0,0.0,0.0,0.0199,0.0002,0.0,0.0,0.0555,0.0,0.0,0.0,0.0,0.0148,0.0035,0.0,0.0093
2817,0.0137,0.0,0.0182,0.0151,0.0171,1.0,0.0356,0.009000000000000001,0.0,0.0283,0.0248,0.0,0.0,0.0155,0.0032,0.0347,0.0236,0.002,0.0063,0.0,0.0075,0.0253,0.0808
2991,0.0293,0.0005,0.0041,0.0,0.0203,0.0356,1.0,0.0444,0.0265,0.0,0.0052,0.0,0.0,0.0139,0.0,0.0437,0.0038,0.0,0.0,0.0,0.0,0.0,0.0264
3144,0.0477,0.0222,0.0092,0.0105,0.0,0.009000000000000001,0.0444,1.0,0.011000000000000001,0.0192,0.0011,0.0138,0.0427,0.0221,0.0,0.0819,0.0,0.0,0.0265,0.0,0.0034,0.0108,0.0117
3243,0.0,0.0403,0.0,0.0,0.0093,0.0808,0.0264,0.0117,1.0,0.0,0.0342,0.0,0.0,0.0185,0.0,0.0317,0.0456,0.0277,0.0093,0.0,0.0204,0.0026,0.0
3980,0.0464,0.0072,0.0568,0.0581,0.0,0.0,0.0265,0.011000000000000001,0.0,1.0,0.0138,0.0,0.0276,0.0024,0.0082,0.0407,0.0026,0.0,0.0368,0.0,0.0531,0.0223,0.0025
5680,0.0155,0.0,0.0226,0.0046,0.0,0.0283,0.0,0.0192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.095,0.0252,0.0,0.0081,0.0
6066,0.0529,0.0145,0.0358,0.0646,0.0199,0.0248,0.0052,0.0011,0.0138,0.0008,0.0,1.0,0.0,0.0313,0.0194,0.077,0.0232,0.0,0.0016,0.0039,0.1703,0.1137,0.0342
6266,0.0,0.1045,0.0014,0.0,0.0002,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,1.0,0.1203,0.0121,0.0319,0.0183,0.0353,0.0353,0.0529,0.0,0.0,0.0
7154,0.0146,0.0,0.0006,0.0077,0.0,0.0,0.0,0.0427,0.0276,0.0,0.0,0.0219,0.0,1.0,0.0,0.0,0.0062,0.0,0.0308,0.0,0.0052,0.0,0.0
7257,0.0307,0.1693,0.0,0.0,0.0,0.0155,0.0139,0.0221,0.0024,0.0,0.0313,0.1203,0.0,0.0,1.0,0.0234,0.0086,0.049,0.0,0.0022,0.0,0.0158,0.0185
7435,0.0,0.0023,0.013000000000000001,0.0276,0.0555,0.0032,0.0,0.0,0.0082,0.0,0.0194,0.0121,0.0,0.0161,0.0,1.0,0.0134,0.0,0.0156,0.0021,0.0134,0.0152,0.0
7906,0.0483,0.0287,0.0434,0.0133,0.0,0.0347,0.0437,0.0819,0.0407,0.0121,0.077,0.0319,0.0,0.0234,0.0,0.0,1.0,0.0,0.0423,0.0,0.0259,0.0262,0.0317
8762,0.0,0.0142,0.0,0.0,0.0,0.0236,0.0038,0.0,0.0026,0.0,0.0232,0.0183,0.0062,0.0086,0.0134,0.0075,0.0,1.0,0.1108,0.111,0.0273,0.0402,0.0456
10903,0.109,0.1122,0.0,0.0225,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.049,0.0,0.0,0.0,0.0,1.0,0.0488,0.0211,0.009000000000000001,0.0277
11259,0.0309,0.0136,0.0326,0.0474,0.0,0.0063,0.0,0.0265,0.0368,0.095,0.0016,0.0353,0.0308,0.0,0.0156,0.0423,0.1108,0.0036,0.0,1.0,0.0244,0.0128,0.0093
11264,0.0,0.0041,0.0,0.0273,0.0148,0.0,0.0,0.0,0.0,0.0252,0.0039,0.0529,0.0,0.0022,0.0021,0.0,0.111,0.0488,0.0947,0.0,1.0,0.0,0.0
12141,0.0407,0.0011,0.1181,0.133,0.0035,0.0075,0.0,0.0034,0.0531,0.0,0.1703,0.0,0.0052,0.0,0.0134,0.0259,0.0273,0.0211,0.0244,0.0,0.0,1.0,0.0204
20779,0.0521,0.0087,0.0818,0.1663,0.0,0.0253,0.0,0.0108,0.0223,0.0081,0.1137,0.0,0.0,0.0158,0.0152,0.0262,0.0402,0.009000000000000001,0.0128,0.0,0.1611,0.0,1.0
