"","AAPL","AMGN","AXP","BA","CAT","CRM","CSCO","CVX","DIS","DOW","GS","HD","IBM","INTC","JNJ","JPM","KO","MCD","MMM","MRK","MSFT","NKE","PG","TRV","UNH","V","VZ","WBA","WMT"
"2008-10-31",3.8425,59.889999,27.5,52.419998,38.200001,7.74,17.77,74.599998,25.91,NA,92.5,23.59,92.970001,16.030001,61.34,41.25,22.030001,57.93,64.300003,30.950001,22.33,14.4075,64.540001,42.549999,23.73,13.8375,27.827168,25.459999,55.810001
"2008-11-03",3.82,61.549999,28.32,52.849998,39.009998,7.6475,17.200001,73.690002,25.040001,NA,89.089996,22.219999,92.68,15.64,61.16,40.73,22.725,57.029999,64.110001,29.969999,22.620001,13.96,64.400002,40.549999,23.49,13.1225,28.840086,24.610001,55.970001
"2008-11-04",3.963928,60.57,29.82,53.619999,42.25,7.8825,18.33,78.190002,26.02,NA,95,23.389999,93.400002,16.26,61.889999,42.169998,23.014999,57.779999,65.610001,31.129999,23.530001,14.055,66.07,42.599998,22.82,14.9525,30.58456,25.620001,56.130001
"2008-11-05",3.689286,59.419998,27.83,49.549999,40.400002,7.45,17.389999,74.879997,24.23,NA,87.43,22.15,89.940002,15.06,59.849998,39.220001,22.365,56,64.519997,28.719999,22.08,13.195,63.810001,40.43,22.77,14.1175,28.924498,24.459999,54.130001
"2008-11-06",3.539286,56.560001,24.92,45.720001,37.599998,7.0875,16.940001,70.110001,22.809999,NA,80.720001,20.93,85.150002,13.87,57.919998,38.259998,22.245001,54.169998,62.360001,27.860001,20.879999,12.66,63.349998,37.700001,22.16,12.8825,27.433252,23.48,53.490002
"2008-11-07",3.508571,58.869999,25.309999,46.580002,38.450001,7.14,17.58,73.459999,23.360001,NA,77.779999,21.059999,86.269997,14.63,60.220001,37.75,23.125,55.470001,64.830002,28.92,21.5,12.3525,64.489998,39.610001,22.43,13.375,28.183565,23.879999,54.389999
"2008-11-10",3.424286,58.779999,23.98,46.139999,37.41,7.08,17.57,74.339996,22.08,NA,71.209999,20.74,83.870003,14.35,60.009998,36.41,22.950001,56.48,64.949997,27.91,21.299999,11.9925,64.949997,38.810001,21.440001,12.9975,28.596235,23.59,55.18
"2008-11-11",3.384643,58.43,22.4,43.970001,36.869999,6.6925,17.18,73.540001,21.780001,NA,74.68,20.51,82.739998,13.93,59.549999,36.349998,22.219999,56.290001,62.380001,27.549999,21.200001,11.4175,63.82,40.169998,20.16,13.4475,27.874062,23.639999,54.75
"2008-11-12",3.218571,55.470001,20.049999,42.52,35.080002,6.0825,16.549999,67.279999,20.16,NA,66.790001,19.799999,79.739998,13.52,57.919998,34.57,21.915001,54.02,59.439999,26.719999,20.299999,11.0925,61.849998,39.029999,18.870001,12.9375,27.161266,23,52.619999
"2008-11-13",3.444286,59.599998,20.780001,43.16,39.41,6.845,17.26,75.709999,21.65,NA,69.989998,22.23,84.209999,14.43,62.900002,37.189999,23.139999,56.25,64.43,28.530001,21.25,12.215,65.050003,43.419998,20.84,13.61,29.205864,24.549999,54.93
"2008-11-14",3.222857,58.23,19.99,41.040001,36.959999,6.6,16.620001,72.68,21.08,NA,66.730003,20.540001,80.330002,13.32,60.049999,34.470001,22.51,56.130001,63.060001,27.33,20.059999,11.6325,63.110001,41.880001,20.02,13.56,28.136669,23.43,52.709999
"2008-11-17",3.147857,56.09,19.370001,41.18,35.700001,6.3975,16.209999,70.779999,19.74,NA,62.490002,20,77.480003,13,59.27,32.77,21.985001,55.610001,60.799999,25.99,19.32,11.5775,62.509998,41.07,18.889999,13.19,27.423874,22.65,51.810001
"2008-11-18",3.211071,56.34,19.379999,39.560001,36.189999,5.95,16.450001,73.400002,20.67,NA,62.029999,20.709999,80.080002,13.11,60.889999,32.139999,21.745001,56.509998,62.169998,26.129999,19.620001,11.66,64.25,41.389999,19.030001,13.66,26.729837,23.75,52.720001
"2008-11-19",3.081786,53.639999,18.74,37.48,33.869999,5.49,15.08,70.610001,19.940001,NA,55.18,19.76,75.970001,12.49,58.119999,28.469999,21.135,55.439999,58.77,25.309999,18.290001,10.96,62.27,37.290001,17.73,12.895,25.266729,23.01,51
"2008-11-20",2.874643,50.130001,17.23,37.110001,32.84,5.7075,14.47,64.400002,18.73,NA,52,18.52,71.739998,12.23,55.810001,23.379999,20.535,52.91,56.790001,23.559999,17.530001,10.9025,59.330002,34.84,16.299999,12.035,24.854059,22.85,50.66
"2008-11-21",2.949286,54.900002,18.690001,39.580002,34.669998,5.58,15.17,70.489998,21.120001,NA,53.310001,19.290001,74.879997,13.11,58.349998,22.719999,22,55.150002,61.299999,24.4,19.68,11.97,63.09,38.77,17.15,11.595,26.7017,23.16,52.919998
"2008-11-24",3.319643,55.990002,21.18,40.75,36.34,6.6475,16.4,74.300003,22.200001,NA,67.419998,21.42,79.889999,13.56,59.110001,27.58,22.615,55.509998,63.259998,25.440001,20.690001,12.58,64.68,40.619999,19.07,12.43,27.88344,24.129999,52.77
"2008-11-25",3.242857,54.93,21.370001,40.18,37.27,6.4925,15.42,76.529999,22.030001,NA,71.779999,22.25,80.650002,13.13,58.700001,29.77,22.535,56.810001,63.639999,25.809999,19.99,12.3225,63.18,40.450001,20.73,12.3825,28.680645,23.809999,54.68
"2008-11-26",3.392857,55.900002,22.299999,41.279999,39.330002,7.2225,16.389999,79.93,22.5,NA,76.5,23.549999,81.669998,13.97,58.27,30.620001,22.690001,57.900002,65.910004,26.309999,20.49,13.3125,63.16,42.779999,20.98,13,30.518908,24.57,56.689999
"2008-11-28",3.309643,55.540001,23.309999,42.630001,40.990002,7.155,16.540001,79.010002,22.52,NA,78.989998,23.110001,81.599998,13.8,58.580002,31.66,23.434999,58.75,66.93,26.719999,20.219999,13.3125,64.349998,43.650002,21.01,13.14,30.622076,24.74,55.880001
"2008-12-01",3.176071,54.77,19.639999,39.880001,36.580002,6.7375,14.96,72.019997,20.33,NA,65.760002,21.209999,76.900002,12.56,55.330002,26.120001,22.165001,56.169998,62.349998,24.85,18.610001,12.005,60.490002,37.009998,20.120001,12.0125,28.765055,23.059999,53.009998
"2008-12-02",3.3025,54.639999,20.76,40.700001,38,7.2675,15.32,75.540001,21.459999,NA,65,21.85,79.839996,13.28,56.830002,28.530001,21.965,57.049999,60.860001,26.68,19.15,12.5025,61.439999,40.16,20.32,12.42,30.134373,23.65,53.450001
"2008-12-03",3.425,57.470001,21.870001,40.470001,39.650002,7.9325,16.01,74.739998,21.940001,NA,68.949997,22.76,80.669998,13.66,57.32,30.25,23.07,59.549999,60.709999,26.459999,19.870001,13.0025,62.880001,40.220001,20.379999,13.11,31.128536,24.02,54.380001
"2008-12-04",3.264643,56.34,20.84,39.189999,37.52,7.1675,15.33,71.760002,21.790001,NA,67.529999,23.219999,77.440002,12.77,56.18,31.08,22.375,60.84,59.139999,25,19.110001,12.99,61.25,38.82,19.9,12.7025,30.153131,24.469999,55.110001
"2008-12-05",3.357143,57.400002,21.780001,39.529999,38.259998,7.79,15.94,74.419998,22.77,NA,70.720001,24.4,80.589996,13.29,58.23,33.349998,22.99,62.720001,59.849998,26.49,19.870001,13.335,62.630001,43.41,21.41,13.295,31.128536,25.940001,58.209999
"2008-12-08",3.561429,58.169998,24.440001,42.849998,42.419998,8.71,17.25,78.089996,24.92,NA,77.150002,24.25,84.860001,13.94,58.77,36.490002,22.99,60.919998,57.380001,27,21.01,14.0425,62.490002,43.77,21.450001,14.04,32.103939,26.32,57.560001
"2008-12-09",3.573571,57.959999,23.290001,40.82,42.380001,8.335,17.16,75.559998,23.530001,NA,72.769997,23.200001,82.690002,14.3,57.810001,33.959999,22.415001,59.68,56.150002,26.309999,20.6,13.235,59.790001,42.169998,20.780001,13.3825,31.278599,25.92,55.810001
"2008-12-10",3.5075,58.049999,21.559999,41.68,43.669998,8.645,17.33,78.440002,23.700001,NA,71.529999,24.290001,82.860001,14.27,57.799999,33.52,22.655001,61.66,57.52,26.98,20.610001,12.625,59.119999,40.59,21.57,13.29,30.706486,26.35,55.25
"2008-12-11",3.392857,57.25,20.129999,40.27,42.200001,7.8775,16.91,79.459999,22.82,NA,69.709999,22.99,80.580002,14.01,58.25,29.940001,22.110001,60.869999,55.139999,26.440001,19.450001,12.1825,58.580002,39.060001,23.49,13.0225,30.453257,26.200001,54.790001
"2008-12-12",3.509643,58.130001,20.34,39.200001,42.080002,7.9875,16.99,79,22.610001,NA,67.739998,23.469999,82.199997,14.75,57.25,30.940001,22.285,60.59,56.040001,27.040001,19.360001,12.3425,58.939999,40.580002,23.540001,13.2375,30.762758,26.15,54.630001
"2008-12-15",3.383929,57.709999,19.34,38.740002,42.209999,7.6275,16.84,78.209999,22.77,NA,66.459999,23.41,82.769997,14.59,57.810001,28.629999,22.485001,60.689999,55.630001,26.6,19.040001,12.0475,59.360001,40.049999,23.780001,13.1875,30.293816,25.780001,54.709999
"2008-12-16",3.408214,59.380001,20.059999,41.900002,43.799999,8.18,17.42,79.010002,23.780001,NA,76,24.32,86.400002,15.64,59.599998,32.349998,23.23,62.919998,58.32,27.91,20.110001,12.41,61.619999,44.450001,24.35,13.6925,31.419281,26.48,55.240002
"2008-12-17",3.184286,58.419998,19.809999,41.02,44.650002,8.295,16.84,76.82,23.58,NA,78.779999,24.700001,85.839996,15.26,58.779999,31.860001,22.74,62.630001,58.580002,27.120001,19.66,12.66,60.700001,42.73,23.9,13.84,31.93512,25.73,55.189999
"2008-12-18",3.193928,58.02,18.9,41.07,42.16,8.0375,16.66,73.029999,22.83,NA,80.050003,24.450001,84,14.26,58.990002,30.209999,22.59,61.290001,56.709999,27.74,19.299999,13.1725,60.310001,42.77,24.91,13.675,31.231703,25.74,55.41
"2008-12-19",3.214286,57.830002,19.43,41.240002,42.689999,8.075,16.639999,70.849998,22.43,NA,80.730003,24.219999,83.519997,14.44,58.84,30.32,22.215,60.32,56.619999,28.559999,19.120001,12.815,60.18,42.84,26.49,13.7425,31.128536,26.08,55.740002
"2008-12-22",3.062143,57.130001,18.42,41.119999,41.779999,7.7725,16.370001,69.389999,21.93,NA,77,23.73,81.989998,14.34,58.93,29.82,22.33,61.400002,56.369999,29.09,19.18,12.275,60.459999,41.93,25.74,13.4375,31.34425,24.98,55.990002
"2008-12-23",3.085,57.369999,17.959999,40.150002,41.130001,7.895,16.24,69.199997,21.85,NA,75.199997,23.620001,80.599998,14.07,58.68,29.110001,21.985001,60.650002,55.439999,29.41,19.280001,11.99,59.830002,42,25.98,13.4125,30.75338,24.08,55.290001
"2008-12-24",3.037143,57.16,17.969999,40.119999,41.91,7.8875,16.35,69.620003,21.99,NA,76.440002,23.73,80.519997,14.23,58.560001,29.85,22.049999,61.279999,55.5,29.27,19.17,12.2825,60.389999,41.66,25.959999,13.2225,30.809654,24.110001,55.439999
"2008-12-26",3.064643,57.360001,17.91,40.529999,42.720001,7.855,16.27,70.349998,22.18,NA,75.970001,23.559999,81.330002,14.18,58.560001,29.799999,22.290001,61.060001,55.740002,29,19.129999,12.44,60.529999,42.470001,26.299999,13.3125,31.128536,23.82,55.349998
"2008-12-29",3.093214,56.869999,17.700001,39.990002,42.34,7.7325,16.01,71.550003,21.469999,NA,76.559998,23.360001,81.25,14.13,58.150002,29.780001,22.205,60.380001,55.369999,28.299999,18.959999,12.235,60.200001,43.580002,25.57,13.0425,31.081642,23.65,55.110001
"2008-12-30",3.081786,57.59,18,41.25,43.66,7.74,16.23,73.379997,22.48,NA,82.059998,23.110001,83.550003,14.69,59.169998,31.01,22.465,61.740002,57.169998,29.6,19.34,12.4225,61.119999,44.93,27.040001,12.7475,31.166052,23.940001,55.049999
"2008-12-31",3.048214,57.75,18.549999,42.669998,44.669998,8.0025,16.299999,73.970001,22.690001,NA,84.389999,23.02,84.160004,14.66,59.830002,31.530001,22.635,62.189999,57.540001,30.4,19.440001,12.75,61.82,45.200001,26.6,13.1125,31.794437,24.67,56.060001
"2009-01-02",3.241071,58.990002,19.33,45.25,46.91,8.505,16.959999,76.519997,23.92,NA,86.760002,24.129999,87.370003,15.2,60.650002,31.35,22.950001,63.75,59.189999,31,20.33,13.265,62.799999,45.200001,27.59,13.36,32.488476,25.549999,57.18
"2009-01-05",3.377857,59.650002,19.950001,46.169998,46.080002,8.3375,17.110001,76.660004,23.5,NA,88.779999,24.709999,86.82,14.91,60.049999,29.25,22.719999,63.560001,58.5,30.530001,20.52,13.36,62.349998,44.529999,27.139999,13.455,30.462635,26.84,56.52
"2009-01-06",3.322143,58.34,21.07,46.310001,45.799999,8.65,17.790001,77.349998,24.309999,NA,88.709999,25.26,89.230003,15.37,59.689999,29.879999,22.355,62.139999,59.189999,29.969999,20.76,13.09,62.169998,43.169998,26.5,14.4025,29.974932,26.709999,56.02
"2009-01-07",3.250357,58.200001,20.01,44.759998,43.669998,8,17.32,73.959999,23.18,NA,84.5,24.57,87.790001,14.44,59.130001,28.09,22.465,61.240002,58.07,29.49,19.51,12.615,61.080002,41.459999,26.299999,14.09,29.918659,27.030001,55.540001
"2009-01-08",3.310714,59.259998,20.040001,44.790001,44.02,8.2275,17.540001,74.239998,22.9,NA,85.410004,24.389999,87.18,14.55,59.02,27.219999,22.620001,60.52,58.580002,29.360001,20.120001,12.8475,60.41,42.23,26.709999,13.94,30.378225,26.84,51.380001
"2009-01-09",3.235,57.779999,19.23,44.450001,43.200001,7.8825,16.700001,72.82,22.309999,NA,83.919998,23.860001,84.699997,14.15,59.049999,25.969999,22.299999,60.07,57.740002,28.73,19.52,12.4025,59.860001,41.98,26.450001,13.905,30.16251,26.15,51.580002
"2009-01-12",3.166429,57.060001,18.83,43.740002,41.189999,7.7125,16.4,70.82,21.860001,NA,77.669998,22.969999,85.709999,13.79,58.34,24.91,21.865,60.16,57.080002,28.5,19.469999,12.53,59.939999,41.029999,25.620001,13.24,29.815491,25.9,51.389999
"2009-01-13",3.1325,57.709999,18.99,42.459999,41.400002,7.4075,16.450001,71.82,21.200001,NA,77.919998,22.51,85.339996,13.67,58.84,26.35,22.01,59.32,56.25,28.440001,19.82,12.375,59.470001,41.790001,25.360001,13.285,29.543503,26.07,52.119999
"2009-01-14",3.0475,56.080002,17.83,41.200001,39.349998,6.965,15.74,69.690002,20.799999,NA,75.690002,21.91,83.190002,13.08,57.950001,25.91,21.309999,57.330002,55.040001,27.82,19.09,11.6625,57.860001,40,24.08,12.7425,28.661888,26.139999,51.560001
"2009-01-15",2.977857,57.16,17.32,40.959999,39.389999,6.9225,15.81,70.769997,21.360001,NA,73.830002,22.809999,84.120003,13.29,57.619999,24.34,21.68,57.98,55.169998,28.120001,19.24,11.74,57.459999,39.98,24.889999,12.345,28.042881,26.9,51.349998
"2009-01-16",2.940357,57.52,17.01,42.459999,39.549999,7.0325,15.82,71.739998,21.459999,NA,73.050003,23.200001,84.919998,13.74,57.439999,22.82,21.92,59.669998,56.419998,28.190001,19.709999,11.7,57.73,41.049999,25.5,11.8525,28.099154,26.91,51.560001
"2009-01-20",2.792857,55,15.6,40.360001,38.32,6.5175,15.01,68.309998,20.24,NA,59.200001,21.99,81.980003,12.86,56.75,18.09,21.440001,57.07,53.919998,27.889999,18.48,11.035,57.43,38.360001,24.16,10.605,28.014744,25.940001,50.560001
"2009-01-21",2.958214,55.529999,16.870001,42.27,39.549999,6.8925,15.7,71.230003,21.23,NA,69.900002,22.280001,91.419998,13.26,56.360001,22.629999,21.645,58.700001,54.240002,27.57,19.379999,11.415,57.57,40.619999,25.049999,11.045,28.98077,26.33,49.139999
"2009-01-22",3.155714,55.23,16.059999,42.259998,37.23,6.62,15.37,69.949997,20.969999,NA,71.029999,21.969999,90.07,12.82,56.869999,23.1,21.559999,58.720001,54.060001,27.450001,17.110001,11.4075,56.959999,38.560001,27.190001,11.045,28.286732,26.799999,48.869999
"2009-01-23",3.155714,53.189999,16,41.98,35.66,6.7725,15.89,70.82,20.610001,NA,74.910004,21.719999,89.489998,13.12,55.970001,24.280001,21.1,58.02,52.900002,28.200001,17.200001,11.42,56,37.919998,28.040001,11.08,28.549341,26.93,48.349998
"2009-01-26",3.201429,54.41,15.2,43.009998,32.669998,6.875,16.299999,71.290001,20.860001,NA,74.199997,22.73,91.599998,13.38,56.549999,24.5,21.514999,58.400002,53.560001,27.790001,17.629999,11.4175,56.369999,37.580002,28.15,10.6475,29.06518,26.799999,48.599998
"2009-01-27",3.240357,53.09,16.68,43.220001,32.32,6.85,16.73,72.089996,21.25,NA,78.260002,22.120001,91.660004,13.81,57.540001,25.059999,21.665001,58.52,53.990002,28.370001,17.66,11.3775,56.700001,39.889999,29.08,11.0375,28.099154,27,48.790001
"2009-01-28",3.364286,54.75,17.85,43.240002,33,7.3475,16.879999,73.790001,22.280001,NA,87.699997,23,94.82,14.01,58.560001,27.66,21.93,59.200001,55.419998,28.780001,18.040001,11.9,58.18,41.240002,29.99,11.805,28.999527,27.889999,48.73
"2009-01-29",3.321429,54.82,16.709999,40.709999,31.85,6.9,15.93,70.620003,21.25,NA,82.720001,22,92.510002,13.37,58.279999,25.43,21.775,58.139999,56.549999,28.940001,17.59,11.4975,58.220001,39.43,28.690001,11.5675,28.352385,27.889999,47.860001
"2009-01-30",3.218929,54.849998,16.73,42.310001,30.85,6.6525,14.97,70.519997,20.68,NA,80.730003,21.530001,91.650002,12.9,57.689999,25.51,21.360001,58.02,53.790001,28.549999,17.1,11.3125,54.5,38.639999,28.33,12.3375,28.014744,27.41,47.119999
"2009-02-02",3.268214,55.360001,16.98,40.799999,30.290001,6.66,15.31,70.290001,20.200001,NA,83.57,21.57,90.93,13.63,57.689999,25.200001,21.120001,57.900002,50.619999,28.43,17.83,11.1075,53.049999,38.790001,29.15,12.4925,28.690025,27.02,46.57
"2009-02-03",3.320714,56.66,16.09,42.09,29.99,7.5,15.62,71.639999,20.620001,NA,82.809998,21.92,93.480003,13.73,58.580002,24.049999,21.66,58.880001,51.639999,30.24,18.5,11.575,53.91,39.189999,29.74,12.0975,29.599777,27.75,47.810001
"2009-02-04",3.341071,56.77,16.360001,41.970001,30.6,7.3325,15.84,71.599998,19,NA,87.970001,21.73,92.830002,13.88,57.959999,24.040001,21.200001,57.860001,50.84,29.9,18.629999,11.445,52.52,38.630001,28.98,12.2825,28.708782,27,46.419998
"2009-02-05",3.445,57.110001,17.030001,42.720001,31.610001,7.68,16.35,73.25,18.709999,NA,92.849998,22.4,92.410004,14.25,58.110001,24.540001,21.344999,58.360001,51.549999,30.1,19.040001,11.8,53.32,38.279999,28.799999,13.435,29.252758,27.57,48.560001
"2009-02-06",3.561429,58.029999,17.93,42.919998,33.279999,7.26,17.040001,74.900002,19.450001,NA,96.57,23.530001,96.139999,14.73,58.509998,27.629999,21.775,58.459999,52.389999,30.77,19.66,12.17,54,39.720001,28.940001,13.8525,29.74984,28.16,49.630001
"2009-02-09",3.661072,58.740002,17.75,42.799999,32.720001,7.23,16.85,74.419998,19.440001,NA,97.889999,23.09,96.82,14.91,58.5,27.280001,21.155001,59.02,54.110001,30.65,19.440001,11.9425,52.939999,40.610001,29.52,13.83,29.440336,28,49.279999
"2009-02-10",3.493929,57.41,15.97,40.209999,30.92,6.7125,16.049999,71.120003,18.76,NA,90.400002,22.209999,93.269997,14.08,56.73,24.620001,20.334999,57.279999,51.080002,29.01,18.799999,11.2625,51.450001,38.84,27.969999,13.4625,28.136669,27.040001,47.720001
"2009-02-11",3.457857,58.009998,16.360001,40.330002,31.129999,6.8075,16.17,71.260002,18.5,NA,94.709999,22.139999,95.160004,14.08,57.330002,26.09,20.635,57.080002,51.290001,29.719999,19.209999,11.0775,51.16,40.959999,28.549999,13.74,28.117912,26.889999,48.23
"2009-02-12",3.545357,58.41,16.190001,39.860001,31.02,6.77,16.200001,69.860001,18.83,NA,95.580002,21.98,95.07,14,57.779999,26.190001,22.195,56.959999,49.970001,29.34,19.26,11.115,51.279999,41.740002,29.48,14.1,28.005365,26.99,48.130001
"2009-02-13",3.541429,57.900002,15.74,40.48,30.940001,6.715,16.1,69.730003,18.52,NA,96.449997,21.219999,93.839996,13.88,57.099998,24.690001,21.924999,56.810001,49.419998,28.75,19.09,10.8575,51.09,40.369999,28.959999,13.9875,27.723999,26.129999,46.529999
"2009-02-17",3.376071,56.41,13.96,38.43,28.98,6.485,15.29,66.18,17.84,NA,85.709999,19.940001,90.669998,13.21,55.98,21.65,21.299999,55.68,47.419998,28.610001,18.09,10.485,50.110001,39.169998,28.42,13.5625,26.504744,25.459999,48.240002
"2009-02-18",3.370357,57.389999,14.1,37.98,28.440001,6.4425,15.37,66.120003,17.629999,NA,84.5,19.799999,91.510002,13.36,55.830002,21.51,21.34,56.41,47.139999,28.639999,18.120001,10.88,50.950001,38.93,28.33,14.0375,26.326544,25.639999,50
"2009-02-19",3.237143,57.080002,12.87,37.57,27.02,6.4825,15.04,66.68,17.690001,NA,86.010002,20.16,88.93,12.68,55.93,20.6,21.65,55.310001,47.07,28.530001,17.91,10.7025,51.130001,38.5,28.65,13.9075,26.251513,25.83,50.450001
"2009-02-20",3.257143,56.689999,12.97,36.310001,26.66,6.5125,15.08,65.07,17.530001,NA,84.589996,19.459999,88.790001,12.78,54.650002,19.9,21.42,54.57,47.25,28.1,18,10.7325,50.25,38.34,27.98,13.915,27.020582,25.08,50.02
"2009-02-23",3.105357,56.130001,12.15,34.459999,25.120001,6.5,14.36,62.939999,16.969999,NA,80.07,18.709999,84.370003,12.08,53.650002,19.51,21.045,53.869999,45.41,27.879999,17.209999,10.4025,48.900002,37.490002,23.82,13.5625,26.120209,24.139999,48.880001
"2009-02-24",3.223214,56.799999,13.62,35.439999,26.040001,6.8675,14.99,65.279999,17.92,NA,92.980003,20.67,86.400002,12.73,54.540001,21.02,21.530001,54.759998,47.400002,28.530001,17.17,10.735,49.77,39.240002,24.209999,14.0875,26.795488,24.370001,50.009998
"2009-02-25",3.255714,56.560001,13.07,33.91,25.030001,7.025,14.77,63.5,17.360001,NA,89.919998,20.309999,85.900002,13.03,53.959999,21.73,21.184999,54.290001,46.610001,27.91,16.959999,10.5375,49.919998,37.900002,23.030001,13.855,26.776731,23.52,49.209999
"2009-02-26",3.185357,51.23,12.57,32.709999,24.23,7.1375,14.49,63.169998,16.860001,NA,92.150002,20.639999,88.970001,12.71,52.439999,23.049999,20.535,52.200001,46.330002,26.040001,16.42,10.2575,48.970001,36.709999,20.07,14.015,26.711079,23.299999,48.25
"2009-02-27",3.189643,48.93,12.06,31.440001,24.610001,7,14.57,60.709999,16.77,NA,91.080002,20.889999,92.029999,12.74,50,22.85,20.424999,52.25,45.459999,24.200001,16.15,10.3825,48.169998,36.150002,19.65,14.1775,26.757973,23.860001,49.240002
"2009-03-02",3.140714,47.880001,11.06,29.51,22.17,6.83,14.32,57.619999,16.049999,NA,86.269997,19.92,89.050003,12.31,47.919998,21.16,19.844999,51.849998,42.84,23.440001,15.79,9.94,46.869999,35.709999,17.48,13.54,25.810705,23.24,48.040001
"2009-03-03",3.156071,47.709999,11.82,29.360001,22.469999,7.04,14.39,57.73,16.360001,NA,82.370003,18.889999,87.769997,12.28,47.639999,21.01,19.415001,52.43,43.119999,23.049999,15.88,10.0125,46.630001,34.75,17.799999,13.59,25.613749,22.77,47.380001
"2009-03-04",3.256071,48.59,11.71,30.309999,25.440001,7.505,15.25,59.279999,16.940001,NA,85.470001,19.01,89.489998,12.76,49.099998,19.299999,19.865,53.150002,44.82,23.17,16.120001,10.6375,47.310001,35.639999,17.959999,13.8225,26.401575,22.780001,48.490002
"2009-03-05",3.172857,47.200001,10.33,29.389999,23.49,7.5325,14.55,56.459999,15.99,NA,81.720001,18.15,87.480003,12.31,47.669998,16.6,18.924999,50.860001,42.509998,22.139999,15.27,9.985,45.400002,33.939999,16.35,13.355,26.176481,21.84,49.75
"2009-03-06",3.046429,46.380001,10.26,30.1,23.23,7.5175,14.18,58.27,15.83,NA,75.650002,18,85.809998,12.41,47.970001,15.93,19.549999,52.119999,41.830002,22.74,15.28,9.985,45.709999,34.439999,17.9,12.5475,25.585611,22.09,48.91
"2009-03-09",2.968214,46.27,10.64,31,23.92,7.7225,13.62,58.279999,15.59,NA,73.949997,18.23,83.480003,12.55,46.599998,15.9,19.375,52.32,42.07,20.99,15.15,9.6425,44.18,33.52,17.790001,12.45,24.553934,21.5,47.509998
"2009-03-10",3.165357,48.34,12.17,33.009998,26.51,8.1225,14.64,61.779999,16.610001,NA,85.279999,19.42,87.25,13.92,47.779999,19.5,19.58,52.599998,45.490002,22.200001,16.48,10.4025,45.169998,35.689999,19.309999,13.2175,25.895115,22.6,48.669998
"2009-03-11",3.31,47.27,11.93,33.27,26.309999,8.3325,15.02,61.220001,16.59,NA,92.389999,19.68,88.620003,13.96,47.900002,20.4,19.785,51.029999,46.799999,21.940001,17.110001,10.8575,45.07,35.040001,19.120001,12.8425,25.735674,22.639999,47.459999
"2009-03-12",3.441072,50.27,13.15,33.630001,27.02,8.465,15.51,63.400002,17.43,NA,97.25,20.33,90.400002,14.52,49,23.200001,20.42,52.169998,48,24.030001,17.01,11.1475,45.779999,37.029999,20.41,13.5225,26.392197,23.43,48.939999
"2009-03-13",3.426071,51.25,13.09,33.400002,26.780001,8.1975,15.51,62.91,17.129999,NA,98.800003,20.709999,90.360001,14.7,50.639999,23.75,20.610001,52.380001,48,27.07,16.65,11.1675,46.950001,38.34,21.360001,13.0125,26.636047,23.879999,49.189999
"2009-03-16",3.407857,50.779999,12.66,33.830002,26.42,8.0675,15.45,62.939999,17.209999,NA,93.900002,20.139999,91.220001,14.25,50.73,23.09,20.635,51.689999,47.470001,26.209999,16.25,10.9775,47.82,38.130001,20.68,13.0425,26.776731,23.440001,48.799999
"2009-03-17",3.559286,51.75,12.92,34.439999,26.83,8.49,16.139999,65.309998,17.82,NA,98.989998,21.48,92.910004,14.9,50.720001,25.139999,20.725,53.639999,48.759998,26.610001,16.9,11.3525,47.98,40.169998,21.540001,13.8225,27.977228,24.299999,50
"2009-03-18",3.625714,50.509998,14.09,33.75,27.469999,8.745,16.5,66.589996,18.110001,NA,105.25,22.58,91.949997,15.24,50.66,27.110001,20.825001,55.419998,49.200001,26.959999,16.959999,11.48,48.02,41.16,21.950001,14.0775,28.858845,24.02,50.439999
"2009-03-19",3.629286,48.849998,13.07,33.189999,28.41,8.885,16.23,67.129997,17.700001,NA,99.300003,22.440001,92.660004,15.15,50.060001,24.950001,21.09,54.709999,47.470001,26.040001,17.139999,11.625,46.310001,39.310001,21.299999,13.1725,28.371141,24.049999,49.950001
"2009-03-20",3.628214,48.619999,12.26,32.549999,27.07,8.69,15.91,64.709999,17.450001,NA,97.32,22.16,92.510002,14.65,51.669998,23.15,21.32,53.200001,45.93,26.719999,17.059999,11.255,45.59,38.810001,20.629999,13.1325,27.770893,24.290001,49.59
"2009-03-23",3.845,50.91,14.56,35.5,29.629999,9.2575,16.98,69.150002,18.92,NA,111.93,23.25,98.709999,15.52,53.23,28.860001,22.07,55.16,49.32,27.98,18.33,11.905,47.740002,40.91,22.049999,13.885,29.140211,26.58,51.48
"2009-03-24",3.803571,49,13.9,36.099998,29.4,8.73,16.68,68.970001,18.290001,NA,110.599998,22.950001,98.300003,15,52.700001,26.4,22.01,53.560001,48.299999,27.75,17.93,11.4,47.07,39.209999,21.120001,13.4,28.614994,26.379999,51.080002
"2009-03-25",3.803214,49.82,14.11,37.060001,28.91,8.53,16.57,69.699997,18.530001,NA,112.949997,23.280001,97.949997,14.94,52.860001,28.559999,22.375,55.009998,49.02,27.5,17.879999,11.5925,48.060001,40.220001,21.18,13.1875,28.277353,26.83,51.68
"2009-03-26",3.923928,51.470001,15.13,38.66,30.780001,8.9275,17.309999,70.169998,19.059999,NA,111.989998,24.139999,98.779999,15.82,52.900002,29.1,22.424999,56.060001,51.029999,27.58,18.83,11.9,48.759998,40.060001,21.620001,13.875,28.643129,26.559999,52.759998
