"","AAPL","AMGN","AXP","BA","CAT","CRM","CSCO","CVX","DIS","DOW","GS","HD","IBM","INTC","JNJ","JPM","KO","MCD","MMM","MRK","MSFT","NKE","PG","TRV","UNH","V","VZ","WBA","WMT"
"2004-04-23",0.494643,58.310001,44.001331,42.450001,40.98,NA,23.32,45.845001,24.317225,NA,100.410004,36.490002,91.279999,27.530001,53.68,38.299999,25.525,27.34,87.900002,46.759998,27.540001,9.39625,52.494999,42.599998,32.974998,NA,33.760578,32.93,58.970001
"2004-04-26",0.484464,59.060001,44.010082,43.240002,40.450001,NA,23.139999,46.125,24.050871,NA,101.150002,36.349998,90.43,27.15,53.900002,38.549999,25.344999,27.32,87.75,46.639999,27.24,9.1925,52.619999,42.549999,31.950001,NA,33.940441,33.400002,58.139999
"2004-04-27",0.481071,59.93,43.896294,43.549999,40.900002,NA,22.940001,46.445,23.853571,NA,100.910004,36.529999,91.110001,26.879999,54.360001,38.619999,25.355,27.200001,88.379997,47.25,27.219999,9.30625,52.814999,42.810001,32.259998,NA,33.724602,34.25,58.599998
"2004-04-28",0.472321,58.630001,42.924713,44.029999,39.849998,NA,22.370001,45.869999,23.626675,NA,98.400002,35.990002,90.410004,26.35,54.189999,37.93,25.105,27.610001,86.720001,47.439999,26.559999,9.20125,52.084999,42.25,31.674999,NA,33.868496,33.970001,57.98
"2004-04-29",0.478036,58.119999,42.924713,43.25,38.790001,NA,21.91,45.174999,23.380051,NA,98.260002,35.73,89.080002,26.129999,54.099998,37.650002,25.23,27.18,86.120003,46.98,26.48,9.0175,52.985001,41.860001,31.139999,NA,33.985409,34.02,57.57
"2004-04-30",0.460357,56.41,42.845936,42.689999,38.865002,NA,20.91,45.75,22.719095,NA,96.75,35.189999,88.169998,25.73,54.029999,37.599998,25.285,27.23,86.480003,47,26.129999,8.99375,52.895,40.669998,30.74,NA,33.940441,34.48,57
"2004-05-03",0.465536,57.939999,43.231068,43.580002,39.685001,NA,21.120001,46.595001,22.817745,NA,96.919998,35.23,88.019997,26.040001,54.93,37.860001,25.309999,27.76,87.029999,47.700001,26.35,8.885,53.395,41.209999,31.23,NA,33.895473,35.009998,56.540001
"2004-05-04",0.466786,57.700001,43.161041,43.279999,39.505001,NA,21.370001,46.540001,22.70923,NA,97.370003,35.360001,89,26.280001,54.799999,38.310001,25.135,27.610001,86.5,47.849998,26.33,8.80625,53.150002,41,30.75,NA,34.07534,35.02,56
"2004-05-05",0.475893,58.450001,43.344856,43.759998,39.400002,NA,21.26,47.195,22.689501,NA,96.150002,35.259998,88.959999,26.200001,54.080002,38.049999,25.545,27.809999,85.75,47.810001,26.299999,8.84375,53.404999,40.98,31.27,NA,34.021381,35.07,55.860001
"2004-05-06",0.474643,57.779999,43.047253,43.93,38.924999,NA,21.5,46.759998,22.442875,NA,95.150002,34.360001,88.360001,25.98,54.84,37.599998,25.535,27.27,84.769997,48.110001,26.120001,8.54375,53.889999,40.369999,30.85,NA,33.778564,34.720001,54.580002
"2004-05-07",0.47625,56.950001,42.443298,43.400002,38.560001,NA,21.690001,45.825001,22.146925,NA,93.040001,33,88.190002,26.469999,55.299999,36.48,25.370001,26.709999,84.43,47.709999,25.780001,8.32125,53.360001,40.23,30.264999,NA,33.077091,34.549999,53.900002
"2004-05-10",0.469286,57.220001,42.233227,42.59,36.439999,NA,21.620001,44.584999,21.801649,NA,92.099998,33.439999,86.879997,26.549999,55.450001,35.41,24.965,26.639999,83.540001,46.709999,25.93,8.3,52.834999,39.799999,30.17,NA,32.690384,34.419998,55.220001
"2004-05-11",0.484643,57.07,42.136944,43.18,36.549999,NA,22.25,45.48,22.669769,NA,93.110001,33.490002,87.129997,27.77,55.139999,35.189999,25.025,26.450001,84.150002,46.400002,25.940001,8.4425,53.040001,40.27,30.665001,NA,32.519512,33.880001,54.529999
"2004-05-12",0.4875,57.34,42.198212,43.580002,37.43,NA,21.959999,45.915001,22.689501,NA,92.919998,33.529999,86.809998,27.57,55.240002,35.77,24.959999,26.07,85.349998,46.849998,25.940001,8.5,53.07,40.799999,30.940001,NA,32.62743,33.91,55.060001
"2004-05-13",0.485536,57.200001,42.425793,43.619999,37.330002,NA,21.76,45.935001,22.985451,NA,93.449997,33.720001,87.190002,27.440001,54.93,35.75,24.805,26.09,84.510002,46.099998,26.1,8.51875,52.654999,40.150002,31.155001,NA,32.600449,33.73,55.25
"2004-05-14",0.483214,56.740002,42.767159,43.439999,37.845001,NA,21.24,46.345001,22.92626,NA,94.010002,33.799999,86.410004,27.040001,54.52,35.66,25,26.17,83.809998,46.450001,25.860001,8.46125,53.205002,40.23,31.26,NA,32.699375,33.599998,55.060001
"2004-05-17",0.475714,56.419998,42.688381,42.73,36.77,NA,20.93,45.775002,22.590851,NA,92.68,33.470001,85.529999,26.84,54.700001,35.310001,24.905001,25.870001,83.220001,46.639999,25.540001,8.25625,53.139999,39.810001,31.299999,NA,32.177769,33.549999,54.700001
"2004-05-18",0.483214,55.950001,42.880947,43.02,36.875,NA,21,45.095001,22.53166,NA,93.309998,34.619999,86.059998,27.15,54.630001,35.57,25.049999,25.790001,83.120003,46.849998,25.83,8.3125,53.029999,39.900002,31.48,NA,32.474545,34.009998,55.209999
"2004-05-19",0.472679,54.5,42.749653,43.380001,36.900002,NA,21.360001,44.955002,22.689501,NA,92.68,34.02,87.050003,27.110001,54.279999,35.740002,24.68,25.75,82.309998,46.439999,25.620001,8.3175,52.740002,39.529999,31.575001,NA,32.456558,33.68,54.779999
"2004-05-20",0.476964,53.549999,43.178551,42.919998,36.130001,NA,21.52,44.75,22.738825,NA,92.400002,34.099998,87.419998,27.41,54.580002,35.91,24.815001,25.309999,82.199997,46.5,25.73,8.30375,53.345001,39.18,31.32,NA,32.195755,33.66,54.84
"2004-05-21",0.484107,53.900002,43.441139,43.400002,36.514999,NA,21.639999,44.805,22.373819,NA,91.739998,34.470001,87.129997,27.549999,54.939999,36.080002,24.690001,25.450001,82.919998,46.59,25.889999,8.435,53.455002,39.759998,31.6,NA,32.168774,33.830002,55.09
"2004-05-24",0.488214,53.549999,43.703728,44.560001,37,NA,21.65,45.084999,22.886801,NA,91.730003,34.650002,87.099998,27.74,54.310001,36.080002,24.915001,25.35,82.550003,46.25,25.76,8.61875,53.084999,39.52,31.860001,NA,31.800053,34.189999,54.990002
"2004-05-25",0.507321,54.630001,44.167637,44.700001,37.325001,NA,22.24,45.834999,23.429375,NA,93.110001,35.299999,88.699997,28.1,55.360001,36.84,25.195,25.450001,83.639999,46.830002,26.1,8.83125,53.880001,39.880001,31.809999,NA,31.880991,34.950001,55.490002
"2004-05-26",0.509107,54.77,43.983826,44.759998,37.424999,NA,22.35,45.490002,23.34059,NA,93.389999,35.459999,88.349998,28.370001,55.48,36.830002,25.110001,25.75,84,46.919998,26.139999,8.86125,53.799999,39.73,31.504999,NA,30.936703,34.57,55.279999
"2004-05-27",0.503036,54.98,44.657806,46.200001,37.584999,NA,22.540001,45.105,23.389915,NA,93.290001,35.84,88.589996,28.450001,55.790001,36.950001,25.66,26.27,84.949997,47.43,26.190001,8.8675,54.290001,39.720001,32.215,NA,31.548243,35.23,55.970001
"2004-05-28",0.501071,54.700001,44.377708,45.799999,37.674999,NA,22.370001,45.200001,23.153154,NA,93.910004,35.919998,88.589996,28.549999,55.709999,36.84,25.674999,26.4,84.559998,47.299999,26.23,8.89375,53.91,39.68,32.625,NA,31.098581,35.009998,55.73
"2004-06-01",0.501071,54.290001,44.29018,45.880001,37.98,NA,22.24,45.650002,23.51816,NA,93,35.759998,88.120003,28.33,55.77,36.849998,25.535,26.469999,84.830002,48.360001,26.110001,8.87875,54.299999,39.970001,32.700001,NA,31.359385,35.189999,55.439999
"2004-06-02",0.516429,55.16,44.570274,46.75,38.209999,NA,22.41,45.685001,24.09033,NA,91.769997,35.669998,87.980003,28.01,56.200001,37.299999,25.969999,26.43,85.610001,47.830002,26.129999,8.83,54.404999,40.549999,32.84,NA,31.638174,34.799999,56.349998
"2004-06-03",0.507143,55.169998,44.421474,46.099998,37.575001,NA,22.35,45.470001,23.646404,NA,90.550003,35.48,87.349998,27.41,56.59,36.959999,25.885,26.52,84.769997,47.98,25.889999,8.775,53.974998,40.709999,32.790001,NA,31.413343,34.549999,56.599998
"2004-06-04",0.513929,55.43,44.622795,46.900002,37.75,NA,22.780001,45.099998,23.735189,NA,91.519997,35.330002,87.559998,28.139999,56.380001,37.279999,26.135,26.860001,84.860001,48.200001,25.950001,8.66,53.935001,40.459999,32.474998,NA,31.440323,34.380001,56.59
"2004-06-07",0.532321,55.77,45.034184,48.130001,38.849998,NA,23.889999,46.080002,24.070601,NA,93.580002,35.84,88.639999,28.75,56.720001,38.139999,26.355,26.610001,85.18,48.049999,26.43,8.78875,54.75,41.240002,32.759998,NA,31.871998,34.77,57.5
"2004-06-08",0.541964,55.700001,45.226749,48.09,38.560001,NA,23.74,45.575001,24.2679,NA,94,35.93,90.040001,28.99,56.970001,38.060001,26.305,26.84,86.129997,48.369999,26.6,8.81,55.145,40.799999,32.529999,NA,31.970924,35,57.68
"2004-06-09",0.539286,55.16,44.841618,48.66,37.700001,NA,23.559999,45,24.248171,NA,93,35.439999,90.089996,28.4,56.759998,37.68,25.879999,26.58,85.410004,47.849998,26.469999,8.8125,55.380001,40.41,32.325001,NA,32.249714,34.650002,57.029999
"2004-06-10",0.548929,55.369999,44.815361,48.75,37.799999,NA,23.82,45.395,24.38628,NA,93.010002,35.75,90.459999,28.639999,57.07,37.799999,25.815001,27.049999,86.220001,47.779999,26.77,8.90625,55.259998,41.299999,31.93,NA,32.609444,34.619999,57.200001
"2004-06-14",0.537857,55.459999,44.684067,48.830002,37.380001,NA,23.32,45,24.38628,NA,91.529999,35.509998,90.07,27.99,57.009998,37.57,25.690001,27,85.150002,46.900002,26.9,8.90375,55.27,40.790001,31.775,NA,32.384613,34.720001,56.380001
"2004-06-15",0.548036,54.860001,44.832867,49.25,37.695,NA,23.639999,45.299999,24.36655,NA,90.209999,35.77,90.540001,28.43,56.209999,37.25,25.615,26.68,85.550003,47.950001,27.41,8.96,55.52,41.27,31.860001,NA,32.321659,34.830002,56.709999
"2004-06-16",0.584643,54.400002,45.086704,49.900002,37.005001,NA,23.879999,45.994999,24.534254,NA,89.980003,36,90.379997,28.120001,55.880001,37.32,25.594999,26.709999,85.25,48.080002,27.32,8.99,55.59,41.150002,31.9,NA,32.141796,34.93,56.119999
"2004-06-17",0.585893,53.970001,45.042938,49.470001,37.360001,NA,23.360001,46.389999,24.524389,NA,89.339996,35.669998,90.440002,27.629999,55.549999,37.32,25.545,26.719999,85.93,48.32,27.77,8.975,55.185001,41.099998,31.875,NA,32.2677,34.880001,55.849998
"2004-06-18",0.587679,53.48,45.480587,49.799999,37.209999,NA,23.42,46.709999,24.68223,NA,89.18,35.369999,90.059998,27.639999,55.25,37.23,25.695,26.92,87.089996,48.360001,28.35,8.9525,55.095001,41.27,32,NA,32.528503,34.900002,55.619999
"2004-06-21",0.577321,52.82,45.07795,49.5,37.490002,NA,22.870001,46.650002,24.613174,NA,88.790001,35.720001,89.489998,27.52,55.279999,37,25.584999,26.860001,87.279999,47.950001,28.35,8.89875,55.5,40.869999,31.115,NA,32.132801,35.77,54.93
"2004-06-22",0.589286,53.099998,45.07795,49.669998,38.325001,NA,23.219999,46.915001,24.58358,NA,90.599998,35.040001,90.019997,28.040001,55.369999,36.959999,25.51,26.9,89.5,47.59,28.290001,8.9625,55.900002,40.900002,30.700001,NA,31.809046,36.18,54.060001
"2004-06-23",0.601786,54.220001,44.981667,50.669998,38.945,4.3,23.969999,47.439999,24.317225,NA,91.720001,35.439999,90.790001,28.52,55.639999,37.619999,25.65,27.110001,89.550003,47.810001,28.299999,9.03625,55.959999,40.950001,30.73,NA,31.880991,36.25,53.549999
"2004-06-24",0.5925,54.52,44.605289,50.349998,39.549999,4.19,23.68,47.200001,24.99791,NA,93.190002,35.400002,89.989998,27.950001,55.689999,37.77,25.52,27.08,88.580002,47.91,28.389999,9.05,55.290001,40.900002,30.65,NA,31.943945,36.150002,53.150002
"2004-06-25",0.601786,54.130001,44.946655,51.299999,39.075001,3.95,23.43,46.695,24.840071,NA,94.550003,35.25,89.550003,27.780001,54.5,37.990002,25.049999,26.99,88.660004,47,28.57,9.41375,54.75,41.59,30.865,NA,32.168774,35.900002,52.509998
"2004-06-28",0.580179,53.560001,44.587784,50.209999,38.740002,4,23.299999,46.41,24.89926,NA,93.260002,35.459999,88.709999,27.379999,54.970001,37.950001,25.195,26.58,88.690002,47.139999,28.280001,9.4875,54.599998,40.799999,30.375,NA,32.339645,36.27,52.459999
"2004-06-29",0.580357,54.09,44.876633,50.509998,39.41,4.1,23.709999,46.720001,25.145885,NA,94,35.169998,88.290001,27.6,55.740002,38.290001,25.27,26.41,89.800003,47.349998,28.5,9.4225,54.849998,40.450001,30.705,NA,32.411591,36.209999,51.98
"2004-06-30",0.581071,54.57,44.972916,51.09,39.720001,4.0175,23.700001,47.055,25.145885,NA,94.160004,35.200001,88.150002,27.6,55.700001,38.77,25.24,26,90.010002,47.5,28.559999,9.46875,54.439999,40.540001,31.125,NA,32.54649,36.209999,52.5
"2004-07-01",0.576786,54.759998,44.92915,49.900002,39.09,4.0075,23.110001,46.735001,24.938721,NA,93.650002,34.990002,87.5,27.02,55.470001,38.169998,25.18,26.309999,88.169998,47.049999,28.629999,9.41125,54.25,39.700001,30.9,NA,32.420586,35.650002,51.759998
"2004-07-02",0.555,55.200001,44.850372,49.52,38.360001,4.245,22.950001,46.625,24.928856,NA,93.610001,34.689999,87.040001,26.33,55.349998,38.080002,25.264999,26.120001,87.5,46.860001,28.57,9.41375,54.330002,39.610001,30.475,NA,32.438572,35.669998,51.93
"2004-07-06",0.552679,54.029999,44.491501,49.310001,38.365002,4.25,22.370001,46.695,24.36655,NA,92.199997,34.669998,85.699997,26.110001,54.950001,37.25,25.33,26.129999,87.550003,46.599998,28.02,9.37125,54.150002,39.34,30.040001,NA,32.429577,35.689999,52.080002
"2004-07-07",0.542679,53.889999,44.649052,49.389999,38.75,4.0775,22.42,46.720001,24.396145,NA,90.57,35,85.349998,26.34,54.529999,36.860001,25.209999,26.42,88.43,46.310001,28.1,9.395,54.419998,39.189999,30.635,NA,32.438572,36.389999,52.32
"2004-07-08",0.538214,53.32,44.001331,49.970001,38.264999,3.935,22.17,46.674999,24.021275,NA,90,34.290001,83.650002,26.219999,54.759998,36.75,25.280001,26.5,87.739998,45.919998,27.639999,9.2325,54.549999,38.68,30.165001,NA,31.907972,36.200001,52.18
"2004-07-09",0.53625,53.610001,43.773754,50.040001,38.540001,4.1,22.360001,46.974998,24.2679,NA,90.050003,34.369999,83.889999,26.57,54.990002,36.830002,25.51,26.51,87.650002,45.860001,27.860001,9.31125,54.720001,38.720001,30.125,NA,31.871998,36.389999,51.759998
"2004-07-12",0.520357,53.98,43.511162,50.200001,39.115002,4.1875,22.290001,46.900002,24.021275,NA,90.660004,34.66,84.099998,26.24,54.889999,36.900002,25.415001,26.82,87.900002,45.669998,27.889999,9.26375,54.880001,38.82,30.27,NA,32.150787,36.32,52.209999
"2004-07-13",0.521786,54.52,43.318596,50.259998,39.634998,4.02,22.139999,46.990002,23.902895,NA,90.360001,34.860001,85.25,26.139999,55.380001,37.139999,25.33,26.68,87.379997,45.549999,27.6,9.2375,54.900002,39.110001,30.995001,NA,31.836025,37.09,53.009998
"2004-07-14",0.528214,55.5,43.108524,49.32,39.389999,3.9125,22.1,47.375,23.863436,NA,89.889999,34.509998,84.129997,23.379999,55.919998,36.450001,25.58,27.790001,88.190002,45.68,28.129999,9.09375,55.080002,38.950001,30.950001,NA,31.620188,36.849998,52.580002
"2004-07-15",0.588036,56,42.80217,49.139999,39.700001,3.835,22.129999,47.395,23.547754,NA,88.330002,34.330002,84.019997,23.15,55.349998,36,25.42,27.91,88.620003,44.709999,27.870001,9.15125,55.009998,38.830002,32.855,NA,31.305426,37.189999,52.330002
"2004-07-16",0.575,55.73,42.65337,49.130001,38.904999,4,21.530001,47.700001,23.133425,NA,87.25,33.919998,84.279999,22.73,56.799999,35.869999,25.290001,27.809999,87.839996,44.799999,27.48,9.1875,55.099998,38.299999,32.82,NA,31.116568,37.41,52.650002
"2004-07-19",0.570893,55.610001,42.408283,48.669998,39.095001,4.0025,21.360001,47.584999,23.172886,NA,87.5,33.27,85.300003,22.91,56.400002,36,25.17,27.93,83.050003,44.450001,27.950001,9.06125,54.68,38,32.665001,NA,31.008648,37.200001,52.860001
"2004-07-20",0.575,57,42.994736,48.759998,39.035,4.015,21.879999,47.384998,23.577351,NA,89.699997,33.990002,86.360001,23.24,56.310001,36.400002,25.040001,28.16,85,44.830002,28.32,9.075,54.5,37.73,32.970001,NA,31.233479,36.93,53.25
"2004-07-21",0.564643,55.849998,42.320755,47.720001,38.474998,2.925,21.17,46.965,23.32086,NA,87.419998,33.529999,85.300003,22.559999,55.75,36.82,24.6,27.66,83.580002,44.59,28.860001,8.95875,53.240002,37,32.154999,NA,30.693886,36.439999,53.119999
"2004-07-22",0.565714,56.099998,42.303249,47.299999,36.764999,3.245,21.389999,47.119999,22.995316,NA,87.760002,33.799999,86.059998,23.27,56.240002,36.779999,24.485001,27.57,83.699997,45.360001,29,8.93,53.380001,36.549999,31.969999,NA,31.125561,36.509998,52.91
"2004-07-23",0.548214,55.360001,42.110683,47.060001,36.610001,3.26,20.93,46.849998,22.65004,NA,87.550003,33,84.849998,22.67,55.740002,36.529999,22.584999,27.08,82.620003,45.16,28.030001,8.78375,52.490002,35.66,31.450001,NA,31.76408,36.330002,53.16
"2004-07-26",0.558214,55.5,42.80217,47,36.299999,3.32,20.540001,46.73,22.541525,NA,87.029999,32.880001,85.089996,22.969999,55.43,36.470001,22.15,26.98,81.629997,45,28.66,8.745,53.119999,36.68,31.844999,NA,32.825279,35.939999,52.650002
"2004-07-27",0.579107,55.91,43.274834,48.220001,36.084999,3.285,20.709999,46.924999,22.640175,NA,88.790001,33.43,85.879997,23.27,55.650002,36.91,21.875,27.49,83.050003,45.040001,28.440001,8.84375,53.889999,37.400002,30.75,NA,34.048359,37.240002,53.900002
"2004-07-28",0.57625,57,43.668716,49.009998,36.715,3.2475,20.5,47.154999,22.53166,NA,88.709999,33.5,85.849998,23.459999,55.68,37.07,21.84,27.309999,81.989998,45.02,28.58,8.85,53.439999,37.150002,30.9,NA,34.803791,36.880001,53.91
"2004-07-29",0.582857,57,43.729988,49.68,36.965,3.24,20.799999,47.740002,22.689501,NA,89.690002,33.720001,86.769997,24.24,55.470001,37.139999,21.530001,27.24,82.120003,45.400002,28.48,9.1125,52.919998,36.799999,32.005001,NA,34.956676,36.880001,53.48
"2004-07-30",0.5775,56.880001,43.983826,50.75,36.744999,3.2525,20.92,47.825001,22.778284,NA,88.190002,33.720001,87.07,24.379999,55.27,37.330002,21.93,27.5,82.360001,45.349998,28.49,9.08875,52.150002,37.07,31.450001,NA,34.659901,36.400002,53.009998
"2004-08-02",0.563929,56.310001,44.010082,50.91,36.549999,3.2025,21.24,48.240002,22.788151,NA,88.440002,34.029999,86.690002,24.9,55.52,37.41,22.105,27.459999,83.550003,45.470001,28.52,9.205,53.34,36.619999,31.525,NA,34.803791,36.669998,53.18
"2004-08-03",0.55875,56.349998,43.686222,50.759998,35.84,3.0325,20.74,49.330002,22.462605,NA,87.68,33.52,85.709999,24.17,55.43,37.07,22.055,27.25,82.93,44.869999,28.07,9.0875,53.66,37.16,31.155001,NA,35.109562,36.450001,52.869999
"2004-08-04",0.567679,56.549999,43.948814,51,35.849998,2.995,21.120001,48.299999,22.186384,NA,87.650002,33.59,85.970001,23.969999,55.580002,37.209999,22.1,27.16,83.18,44.900002,28.059999,9.1375,54.060001,36.48,31.174999,NA,35.226471,36.650002,53.200001
"2004-08-05",0.560536,55.099998,43.371117,50.009998,34.810001,2.725,20.610001,47.900002,21.979219,NA,85.800003,32.98,85.190002,23.67,55.220001,36.279999,21.924999,26.879999,81.57,44.43,27.530001,8.8825,53.150002,34.75,30.98,NA,34.749832,35.689999,52.049999
"2004-08-06",0.531786,53.799999,43.187302,48.330002,35.125,2.6925,19.93,46.91,21.693134,NA,84.550003,32.900002,83.480003,22.77,54.599998,36.09,21.75,26.34,79.870003,43.599998,27.139999,8.66375,52.990002,33.860001,30.674999,NA,34.489029,35,51.330002
"2004-08-09",0.541071,53.23,43.15229,48.759998,35.035,2.7475,20.049999,47.314999,21.64381,NA,84.550003,32.91,83.550003,22.57,54.490002,36.07,21.610001,26.16,79.449997,44.07,27.18,8.74625,53.09,33.77,30.684999,NA,34.480034,35.240002,51.369999
"2004-08-10",0.562857,53.900002,43.843777,49.610001,35.630001,2.75,20.459999,47.134998,22.13706,NA,85.309998,33.369999,84.989998,22.540001,54.990002,36.990002,21.73,26.74,79.610001,44.650002,27.719999,8.8575,54.200001,34.23,31.535,NA,35.154526,35.799999,52.110001
"2004-08-11",0.55375,55.200001,43.878788,49.68,36.029999,2.655,18.290001,47.435001,21.48597,NA,84.650002,33.09,83.690002,22.16,56,36.900002,22.225,26.35,79.230003,45,27.41,8.79,54.669998,33.990002,32.099998,NA,35.433315,36.27,51.630001
"2004-08-12",0.542321,54.830002,43.30109,49.330002,35.880001,2.4975,17.790001,47.185001,20.923664,NA,83.860001,32.950001,82.209999,21.24,56.299999,36.860001,21.92,25.85,77.790001,44.790001,26.879999,8.69625,54.290001,33,32.134998,NA,35.073589,36,52.650002
"2004-08-13",0.550714,54.360001,43.196056,49.720001,35.875,2.3975,17.860001,47.799999,20.607985,NA,84.25,33.139999,83.910004,21.559999,55.540001,36.869999,22.184999,25.809999,77.660004,44.59,27.02,8.71125,54.459999,32.939999,32.450001,NA,35.136539,36.09,53.400002
"2004-08-16",0.549643,55.77,43.257324,50.950001,36.435001,2.43,18.23,48.330002,21.259075,NA,85.82,33.98,84.019997,21.42,56.09,37.740002,22.26,25.75,78.230003,45.07,27.09,8.975,54.970001,33.580002,32.610001,NA,35.21748,36.889999,54.299999
"2004-08-17",0.55125,55.98,43.528667,50.310001,36.240002,2.7425,18.68,47.07,21.68327,NA,86.389999,35.099998,84.040001,21.51,56.540001,37.93,22.165001,26.370001,78.68,44.970001,27.049999,8.95,54.84,34.029999,32.5,NA,35.00164,37.16,54.970001
"2004-08-18",0.566786,57.259998,43.79126,50.740002,36.25,2.9875,18.99,47.084999,21.95949,NA,87.440002,36.029999,85.129997,22.219999,57.029999,38.32,22.285,26.48,80,45.810001,27.459999,9.1225,55.200001,34.02,32.535,NA,35.190498,37.740002,54.459999
"2004-08-19",0.548393,57.389999,43.616199,50.25,35.645,3.0425,19.1,46.549999,22.097601,NA,86.599998,36.240002,84.889999,22.01,56.779999,38,22.01,26.6,79.980003,45.419998,27.120001,9.20625,54.48,34.509998,32.450001,NA,35.29842,37.119999,54.860001
"2004-08-20",0.55,58.200001,43.764999,50.459999,36.119999,3.15,18.879999,47.09,22.13706,NA,87.809998,36.360001,85.25,21.620001,57.040001,38.650002,22.105,27.07,80.269997,46.080002,27.200001,9.2825,54.849998,34.73,32.785,NA,35.613182,37,54.650002
"2004-08-23",0.555,58.049999,43.502411,50.650002,36.025002,3.125,19.18,46.560001,21.870705,NA,87.5,36,84.650002,21.889999,57.049999,38.549999,22.17,26.639999,80.360001,46.220001,27.24,9.2425,54.75,34.150002,32.48,NA,35.487274,36.560001,53.799999
"2004-08-24",0.570536,58.830002,43.546173,50.91,36.575001,3.1925,18.969999,46.650002,22.008816,NA,87.529999,36.330002,84.709999,21.67,57.169998,38.59,22.01,26.870001,80.580002,46.349998,27.24,9.30875,54.950001,34.16,32.490002,NA,35.334393,36.740002,53.860001
"2004-08-25",0.590179,59.310001,43.721233,52.5,36.935001,3.24,19.32,46.900002,22.196251,NA,90.029999,36.599998,85.07,21.950001,57.66,39.439999,22.17,26.950001,81.199997,46.02,27.549999,9.38125,55.299999,34.619999,32.584999,NA,35.226471,36.799999,54.099998
"2004-08-26",0.618929,59.16,43.870037,52.07,36.855,3.225,19.17,47.255001,22.373819,NA,91.120003,36.57,84.690002,21.77,57.52,39.450001,22.23,27.1,81.269997,45.049999,27.440001,9.495,55.700001,34.259998,32.650002,NA,35.082581,36.759998,53.880001
"2004-08-27",0.613393,59.68,43.764999,51.990002,36.849998,3.2875,19.469999,47.625,22.35409,NA,90.480003,36.59,84.940002,22.02,57.709999,39.720001,22.360001,27.17,81.480003,45.150002,27.459999,9.49375,55.98,34.75,32.82,NA,35.037613,36.639999,53.560001
"2004-08-30",0.609286,59.009998,43.441139,51.869999,36.125,3.2925,19.030001,47.75,22.097601,NA,89.150002,36.529999,84.400002,21.6,57.540001,39.099998,22.174999,27,81.300003,44.93,27.299999,9.34125,55.509998,34.75,32.580002,NA,35.100567,36.299999,53.200001
"2004-08-31",0.615893,59.290001,43.782505,52.220001,36.349998,3.25,18.76,48.75,22.146925,NA,89.650002,36.560001,84.690002,21.290001,58.099998,39.580002,22.355,27.02,82.360001,44.970001,27.299999,9.41375,55.970001,34.689999,33.064999,NA,35.29842,36.450001,52.669998
"2004-09-01",0.640357,59.34,43.861282,52.389999,36.310001,3.3325,19.09,49.334999,22.176519,NA,89.190002,36.880001,84.220001,21.43,57.790001,39.259998,22.32,27.190001,82.860001,44.540001,27.389999,9.51,56.200001,33.990002,33.334999,NA,35.523251,36.290001,52.630001
"2004-09-02",0.636786,59.91,44.176392,53.619999,36.59,3.4725,19.299999,49.855,22.23571,NA,91.059998,37.889999,84.57,21.629999,57.720001,39.860001,22.695,27.49,83.540001,45.09,27.620001,9.585,56.490002,34.349998,33.674999,NA,35.927944,37.349998,53.119999
"2004-09-03",0.629107,59.529999,43.992577,53.099998,36.779999,3.4375,18.75,49.884998,22.068005,NA,90.199997,37.48,84.389999,20.049999,57.849998,39.849998,22.745001,27.76,83.940002,45.48,27.110001,9.60125,56.549999,34.32,33.52,NA,36.026871,37.759998,53.25
"2004-09-07",0.638571,59.919998,44.631546,53.970001,37.720001,3.3575,19.049999,49.959999,22.383684,NA,92.230003,37.639999,84.970001,19.889999,57.860001,39.869999,22.825001,27.379999,84.220001,45.779999,27.360001,9.65,56.650002,34.380001,34.09,NA,36.332638,37.73,53.290001
"2004-09-08",0.649107,59.98,44.587784,54.049999,37.599998,3.31,19.309999,49.900002,22.580984,NA,91.440002,37.27,85.860001,19.719999,58.27,39.369999,21.725,27.5,83.849998,45.639999,27.26,9.66875,56.73,34.040001,34.299999,NA,36.350624,37.650002,53.080002
"2004-09-09",0.6375,59.060001,44.552769,53.259998,37.435001,3.2925,19.93,50.540001,22.55139,NA,91.870003,37.009998,86.440002,20.17,57.509998,39.740002,21.754999,27.440001,83.849998,45.259998,27.280001,9.36625,56.09,33.700001,34.294998,NA,36.233715,37.43,52.57
"2004-09-10",0.640536,57.299999,44.92915,54.150002,37.549999,3.5625,20.459999,50.025002,22.84734,NA,93.129997,37.540001,86.760002,20.57,57.57,39.799999,21.48,27.049999,84.690002,45.77,27.49,9.45625,56.18,33.689999,34.435001,NA,36.278679,37.689999,53.450001
"2004-09-13",0.635536,57.919998,45.069199,54.279999,37.98,3.8,20.25,50.939999,23.00518,NA,93.599998,37.43,86.489998,20.799999,58.150002,39.16,21.4,27.17,84.650002,45.450001,27.25,9.44125,56.27,33.950001,34.505001,NA,36.467537,37.849998,53.349998
"2004-09-14",0.63375,58.34,44.92915,53.919998,37.860001,3.9775,20.35,51.220001,22.936125,NA,94.099998,38.139999,86.720001,20.77,58.349998,39.490002,21.434999,27.6,83.919998,45.549999,27.440001,9.46,56.650002,34.380001,34.970001,NA,36.701363,37.200001,53.220001
