,1447,1602,1690,2136,2285,2817,2968,2991,3144,3243,3980,5680,5693,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1,0.0511,0.013,0.0131,0,0,0.231,0,0.0206,0,0.0297,0.021,0,0,0,0.0156,0,0.0123,0,0.0599,0.0609,0.0337,0.0122,0.0233,0
1602,0.0511,1,0.0157,0.0086,0,0,0.0265,0,0.0506,0.004,0,0,0,0.1526,0,0.209,0.0166,0.0472,0.015,0.099,0.0104,0.0631,0.0318,0.0392,0.0016
1690,0.013,0.0157,1,0.0918,0.0226,0.0021,0,0,0.0053,0.0521,0.0515,0,0,0,0,0,0.0297,0.0482,0.0249,0,0.0548,0.0126,0.125,0.0998,0
2136,0.0131,0.0086,0.0918,1,0.0275,0,0,0,0,0.0676,0.0506,0,0,0,0,0.001,0.0338,0.0017,0,0.0161,0.0274,0.0202,0.132,0.1701,0
2285,0,0,0.0226,0.0275,1,0,0,0.006,0,0,0,0,0,0,0,0.0087,0.0457,0.0014,0,0,0,0,0.0158,0.0031,0
2817,0,0,0.0021,0,0,1,0,0.0171,0,0,0,0,0,0,0,0,0.0026,0,0.0277,0,0.003,0,0.007,0,0
2968,0.231,0.0265,0,0,0,0,1,0,0,0,0,0.0388,0,0,0,0.0012,0,0,0,0.067,0,0,0,0,0
2991,0,0,0,0,0.006,0.0171,0,1,0.0184,0.0154,0,0,0,0,0,0.0051,0.0006,0.0108,0.0071,0,0,0,0,0,0
3144,0.0206,0.0506,0.0053,0,0,0,0,0.0184,1,0.0202,0,0,0,0.0229,0.0423,0.0172,0,0.0861,0.0151,0,0.0166,0,0,0,0
3243,0,0.0016,0,0,0,0,0,0,0,1,0.0297,0,0,0,0.0244,0,0,0,0.085,0,0.0109,0,0.0168,0,0
3980,0,0.004,0.0521,0.0676,0,0,0,0.0154,0.0202,0,1,0,0,0,0.0402,0,0,0.0589,0.008,0,0.0459,0,0.0646,0,0
5680,0.0297,0,0.0515,0.0506,0,0,0,0,0,0.002,0,1,0,0,0,0,0,0,0.0316,0.0108,0.093,0.0457,0.0259,0.0531,0.0297
5693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6066,0.021,0,0,0,0,0,0.0388,0,0,0,0,0,0,1,0.0075,0,0,0.0039,0.0024,0.0134,0.0104,0,0,0,0
6266,0,0.1526,0,0,0,0,0,0,0.0229,0,0,0,0,0,1,0.1503,0.0103,0.0152,0,0.0379,0,0.0365,0.0058,0,0
7154,0,0,0,0,0,0,0,0,0.0423,0.0402,0,0.0075,0,0,0,1,0,0.0014,0.0109,0,0.0024,0,0.0195,0,0.0244
7257,0.0156,0.209,0,0.001,0.0087,0,0.0012,0.0051,0.0172,0,0,0,0,0.1503,0,0,1,0.008,0,0.0668,0,0.039,0.0024,0.0037,0
7435,0,0.0166,0.0297,0.0338,0.0457,0.0026,0,0.0006,0,0,0,0,0,0.0103,0,0.0267,0,1,0.0245,0.013,0.0187,0,0.0145,0.0467,0
7906,0.0123,0.0472,0.0482,0.0017,0.0014,0,0,0.0108,0.0861,0.0589,0,0.0039,0,0.0152,0.0014,0.008,0.0237,0,1,0.0021,0.0731,0.0383,0.0468,0.0467,0
8762,0,0.015,0.0249,0,0,0.0277,0,0.0071,0.0151,0.008,0.0316,0.0024,0,0,0.0109,0,0.0245,0.0228,0,1,0.1273,0.0726,0.0382,0.0292,0.085
10903,0.0599,0.099,0,0.0161,0,0,0.067,0,0,0,0.0108,0.0134,0,0.0379,0,0.0668,0.013,0.0021,0,0,1,0.1264,0.0288,0.0379,0
11259,0.0609,0.0104,0.0548,0.0274,0,0.003,0,0,0.0166,0.0459,0.093,0.0104,0,0,0.0024,0,0.0187,0.0731,0.1273,0.0104,0,1,0.0251,0.0197,0.0109
11264,0.0337,0.0631,0.0126,0.0202,0,0,0,0,0,0,0.0457,0,0,0.0365,0,0.039,0,0.0383,0.0726,0.1264,0.1264,0,1,0,0
12141,0.0122,0.0318,0.125,0.132,0.0158,0.007,0,0,0,0.0646,0.0259,0,0,0.0058,0.0195,0.0024,0.0145,0.0468,0.0382,0.0288,0.0251,0,0,1,0.0168
20779,0.0233,0.0392,0.0998,0.1701,0.0031,0,0,0,0,0,0.0531,0,0,0,0,0.0037,0.0467,0.0467,0.0292,0.0379,0.0197,0,0.2034,0,1
