,1447,1602,1690,2136,2285,2817,2968,2991,3144,3243,3980,5680,6008,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0331,0.0329,0.0895,0.0214,0.0549,0.1698,0.0404,0.0362,0.0617,0.0302,0.0694,0.0538,0.0,0.0,0.0045,0.0,0.0488,0.0,0.1003,0.0372,0.0065,0.0506,0.0474,0.0
1602,0.0331,1.0,0.0208,0.0098,0.006,0.0,0.0,0.0194,0.0424,0.0114,0.0074,0.0172,0.0029,0.1233,0.0023,0.10300000000000001,0.0309,0.0499,0.0105,0.0555,0.0,0.0,0.0,0.0,0.0
1690,0.0329,0.0208,1.0,0.0272,0.0379,0.0136,0.0,0.0068,0.0061,0.066,0.0443,0.0,0.0214,0.0,0.0,0.0,0.0058,0.0336,0.0,0.0,0.02,0.0,0.2196,0.0757,0.0
2136,0.0895,0.0098,0.0272,1.0,0.0028,0.0225,0.0,0.0385,0.0306,0.0592,0.0135,0.0588,0.0123,0.0,0.0,0.006,0.0028,0.0192,0.0,0.0098,0.032,0.0223,0.0411,0.0559,0.0
2285,0.0214,0.006,0.0379,0.0028,1.0,0.0035,0.0,0.0489,0.0058,0.0099,0.0,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0104,0.0353,0.0
2817,0.0549,0.0,0.0136,0.0225,0.0035,1.0,0.0288,0.0272,0.0078,0.0,0.0,0.0165,0.0518,0.0,0.0042,0.0016,0.0091,0.0,0.0083,0.012,0.011000000000000001,0.0,0.002,0.0349,0.0341
2968,0.1698,0.0,0.0,0.0,0.0,0.0288,1.0,0.0,0.0051,0.0,0.0,0.0112,0.0917,0.0,0.0,0.0041,0.0,0.0,0.0,0.0985,0.0,0.0,0.0,0.05,0.0
2991,0.0404,0.0194,0.0068,0.0385,0.0489,0.0272,0.0,1.0,0.0695,0.0329,0.0,0.0067,0.0,0.0,0.0,0.0,0.0168,0.0355,0.0075,0.0,0.0282,0.0,0.0043,0.0,0.0
3144,0.0362,0.0424,0.0061,0.0306,0.0058,0.0078,0.0051,0.0695,1.0,0.0148,0.0166,0.0101,0.0025,0.0,0.0122,0.0124,0.0,0.1046,0.0264,0.0071,0.0366,0.011000000000000001,0.0,0.0018,0.0
3243,0.0,0.0,0.0,0.0,0.0,0.0341,0.0,0.0,0.0,1.0,0.0,0.0037,0.0101,0.0,0.0,0.0132,0.0,0.0,0.0,0.0646,0.0,0.0,0.0,0.0,0.0
3980,0.0617,0.0114,0.066,0.0592,0.0099,0.0,0.0,0.0329,0.0148,0.0,1.0,0.0183,0.0,0.0,0.0056,0.0,0.0,0.0725,0.0,0.0,0.0571,0.0,0.0795,0.0,0.0
5680,0.0302,0.0074,0.0443,0.0135,0.0,0.0,0.0,0.0,0.0166,0.0388,0.0,1.0,0.0,0.0,0.0,0.0,0.039,0.0294,0.0,0.0008,0.0964,0.0415,0.0355,0.0,0.0
6008,0.0694,0.0172,0.0,0.0588,0.0196,0.0165,0.0112,0.0067,0.0101,0.0183,0.0238,0.0,1.0,0.0,0.0,0.0,0.0,0.0553,0.0,0.0227,0.0,0.0,0.1248,0.1309,0.0037
6066,0.0538,0.0029,0.0214,0.0123,0.0,0.0518,0.0917,0.0,0.0025,0.0,0.0,0.0169,0.0,1.0,0.0,0.0289,0.0,0.0237,0.1037,0.0776,0.0,0.0697,0.0342,0.0878,0.0101
6266,0.0,0.1233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0921,0.0061,0.0079,0.0062,0.0,0.0,0.0,0.0,0.0,0.0
7154,0.0,0.0023,0.0,0.0,0.0,0.0042,0.0,0.0,0.0122,0.0056,0.0,0.0,0.0,0.0,0.0,1.0,0.0039,0.0056,0.0,0.0,0.0182,0.0183,0.0,0.0,0.0
7257,0.0045,0.10300000000000001,0.0,0.006,0.0,0.0016,0.0041,0.0,0.0124,0.0,0.0,0.0,0.0289,0.0921,0.0,0.0,1.0,0.0,0.0115,0.0792,0.0141,0.0243,0.0,0.0,0.0132
7435,0.0,0.0309,0.0058,0.0028,0.0,0.0091,0.0,0.0168,0.0,0.0,0.039,0.0,0.0,0.0061,0.0039,0.0,0.0,1.0,0.0382,0.0036,0.0195,0.0,0.0,0.0,0.0
7906,0.0488,0.0499,0.0336,0.0192,0.0,0.0,0.0,0.0355,0.1046,0.0725,0.0294,0.0553,0.0237,0.0079,0.0056,0.0,0.0091,0.0,1.0,0.0003,0.0435,0.0,0.0,0.0176,0.0
8762,0.0,0.0105,0.0,0.0,0.0,0.0083,0.0,0.0075,0.0264,0.0,0.0,0.0,0.1037,0.0062,0.0,0.0115,0.0382,0.0169,0.0,1.0,0.0208,0.0384,0.0,0.0127,0.0
10903,0.1003,0.0555,0.0,0.0098,0.0065,0.012,0.0985,0.0,0.0071,0.0,0.0008,0.0227,0.0776,0.0,0.0,0.0792,0.0036,0.0003,0.0,0.0,1.0,0.0667,0.0108,0.0389,0.0646
11259,0.0372,0.0,0.02,0.032,0.0,0.011000000000000001,0.0,0.0282,0.0366,0.0571,0.0964,0.0,0.0,0.0,0.0182,0.0141,0.0195,0.0435,0.0208,0.0,0.0,1.0,0.0,0.0,0.0
11264,0.0065,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0415,0.0,0.0697,0.0,0.0183,0.0243,0.0,0.0,0.0384,0.0667,0.1051,0.0,1.0,0.0,0.0
12141,0.0506,0.0,0.2196,0.0411,0.0104,0.002,0.0,0.0043,0.0,0.0795,0.0355,0.1248,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,1.0,0.0
20779,0.0474,0.0,0.0757,0.0559,0.0353,0.0349,0.05,0.0,0.0018,0.0,0.0,0.1309,0.0878,0.0,0.0,0.0,0.0,0.0176,0.0127,0.0389,0.0,0.0,0.0798,0.0,1.0
