,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,6266,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0305,0.0,0.0249,0.0,0.0,0.0,0.008,0.019,0.0077,0.0,0.0635,0.0,0.0098,0.0,0.0,0.0,0.0,0.0298,0.0088,0.0,0.0
1602,0.0305,1.0,0.0,0.0066,0.0,0.0,0.0,0.0294,0.0084,0.0,0.0067,0.0296,0.142,0.213,0.0151,0.0,0.0,0.0189,0.0,0.0563,0.0412,0.0372
1690,0.0,0.0,1.0,0.079,0.0,0.0,0.0,0.0022,0.0,0.0555,0.0118,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0437,0.0098,0.0791,0.0563
2136,0.0249,0.0066,0.079,1.0,0.0162,0.0,0.0,0.0236,0.0,0.0463,0.0542,0.0323,0.0,0.0,0.0186,0.0078,0.0,0.0,0.0231,0.0108,0.0965,0.1304
2285,0.0,0.0,0.0,0.0162,1.0,0.0,0.0002,0.0,0.0005,0.0,0.0,0.0,0.0,0.0111,0.0652,0.0,0.0,0.0,0.0,0.0,0.0245,0.0169
2817,0.0,0.0,0.0,0.0,0.0,1.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0
2991,0.0,0.0,0.0,0.0,0.0002,0.0483,1.0,0.0315,0.0,0.0132,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0042
3144,0.008,0.0294,0.0022,0.0236,0.0,0.0,0.0315,1.0,0.0,0.0304,0.013000000000000001,0.0014,0.0,0.0258,0.0,0.0,0.0,0.0,0.0128,0.0063,0.0,0.0
3243,0.019,0.0084,0.0,0.0,0.0005,0.0,0.0,0.0,1.0,0.0,0.0158,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.019,0.0242,0.0
3980,0.0077,0.0,0.0555,0.0463,0.0,0.0,0.0132,0.0304,0.0,1.0,0.0014,0.0,0.0,0.0,0.0021,0.0448,0.0,0.0,0.0524,0.0,0.0799,0.0014
5680,0.0,0.0067,0.0118,0.0542,0.0,0.0,0.0014,0.013000000000000001,0.0158,0.0014,1.0,0.0,0.0114,0.0,0.015,0.0,0.0086,0.0,0.0935,0.0548,0.0305,0.0316
6066,0.0635,0.0296,0.0,0.0323,0.0,0.0,0.0,0.0014,0.0311,0.0,0.0,1.0,0.0,0.0172,0.0015,0.0,0.0,0.0,0.0236,0.0109,0.0037,0.0296
6266,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,1.0,0.1311,0.0131,0.0,0.0063,0.0643,0.0,0.0326,0.0,0.0
7257,0.0098,0.213,0.0,0.0,0.0111,0.0,0.0,0.0258,0.0,0.0,0.0,0.0172,0.1311,1.0,0.0233,0.0,0.0,0.0383,0.0,0.0512,0.0,0.0231
7435,0.0,0.0151,0.0031,0.0186,0.0652,0.0,0.0,0.0,0.0,0.0021,0.015,0.0015,0.0131,0.0233,1.0,0.0005,0.0,0.0,0.0217,0.0,0.0124,0.0453
7906,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,0.0005,1.0,0.0,0.0,0.02,0.0,0.0,0.0
8762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0063,0.0,0.0,0.0,1.0,0.0,0.0824,0.0568,0.0069,0.0
10903,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643,0.0383,0.0,0.0,0.0,1.0,0.0,0.0772,0.0,0.0
11259,0.0298,0.0,0.0437,0.0231,0.0,0.0,0.0,0.0128,0.0515,0.0524,0.0935,0.0236,0.0,0.0,0.0217,0.02,0.0824,0.0,1.0,0.1046,0.0063,0.0089
11264,0.0088,0.0563,0.0098,0.0108,0.0,0.0,0.0,0.0063,0.019,0.0,0.0548,0.0109,0.0326,0.0512,0.0,0.0,0.0568,0.0772,0.1046,1.0,0.0083,0.0159
12141,0.0,0.0412,0.0791,0.0965,0.0245,0.015,0.0109,0.0,0.0242,0.0799,0.0305,0.0037,0.0,0.0,0.0124,0.0,0.0069,0.0,0.0063,0.0083,1.0,0.2268
20779,0.0,0.0372,0.0563,0.1304,0.0169,0.0,0.0042,0.0,0.0,0.0014,0.0316,0.0296,0.0,0.0231,0.0453,0.0,0.0,0.0,0.0089,0.0159,0.2268,1.0
