,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0331,0.0329,0.0895,0.0214,0.0556,0.0403,0.0362,0.0632,0.0617,0.0302,0.0537,0.0,0.0,0.0045,0.0,0.0488,0.0,0.1003,0.0381,0.0065,0.0505,0.0474
1602,0.0331,1.0,0.0208,0.0097,0.0059,0.0,0.0194,0.0424,0.0,0.0114,0.0074,0.0028,0.1233,0.0023,0.10300000000000001,0.0309,0.0499,0.0104,0.0555,0.0,0.0,0.0,0.0
1690,0.0329,0.0208,1.0,0.0272,0.0379,0.0142,0.0067,0.006,0.0,0.066,0.0443,0.0213,0.0,0.0,0.0,0.0058,0.0335,0.0,0.0,0.0208,0.0,0.2195,0.0757
2136,0.0895,0.0097,0.0272,1.0,0.0027,0.0231,0.0384,0.0305,0.0,0.0592,0.0134,0.0122,0.0,0.0,0.0059,0.0027,0.0191,0.0,0.0098,0.0328,0.0222,0.040999999999999995,0.0558
2285,0.0214,0.0059,0.0379,0.0027,1.0,0.004,0.0488,0.0058,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0104,0.0352
2817,0.0556,0.0,0.0142,0.0231,0.004,1.0,0.0278,0.0083,0.0347,0.0,0.0,0.0524,0.0,0.0047,0.0021,0.0096,0.0,0.0089,0.0126,0.0078,0.0,0.0025,0.0354
2991,0.0403,0.0194,0.0067,0.0384,0.0488,0.0278,1.0,0.0694,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0167,0.0355,0.0075,0.0,0.028999999999999998,0.0,0.0042,0.0
3144,0.0362,0.0424,0.006,0.0305,0.0058,0.0083,0.0694,1.0,0.0,0.0148,0.0166,0.0024,0.0,0.0122,0.0123,0.0072,0.1046,0.0263,0.006999999999999999,0.0374,0.0109,0.0,0.0017
3243,0.0632,0.0,0.0,0.0,0.0,0.0347,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0132,0.0,0.0,0.0,0.0646,0.0,0.0,0.0,0.0
3980,0.0617,0.0114,0.066,0.0592,0.0099,0.0,0.0328,0.0148,0.0,1.0,0.0388,0.0,0.0,0.0056,0.0,0.0,0.0725,0.0,0.0,0.057999999999999996,0.0,0.0794,0.0
5680,0.0302,0.0074,0.0443,0.0134,0.0,0.0,0.0,0.0166,0.0,0.0388,1.0,0.0,0.0,0.0,0.0,0.039,0.0294,0.0,0.0008,0.0974,0.0414,0.0355,0.0
6066,0.0537,0.0028,0.0213,0.0122,0.0,0.0524,0.0,0.0024,0.01,0.0,0.0,1.0,0.0,0.0,0.0288,0.0,0.0237,0.1037,0.0775,0.0,0.0696,0.0341,0.0877
6266,0.0,0.1233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0921,0.006,0.0079,0.0062,0.0,0.0,0.0,0.0,0.0
7154,0.0,0.0023,0.0,0.0,0.0,0.0047,0.0,0.0122,0.0,0.0056,0.0,0.0,0.0,1.0,0.0,0.0039,0.0056,0.0,0.0,0.0189,0.0183,0.0,0.0
7257,0.0045,0.10300000000000001,0.0,0.0059,0.0,0.0021,0.0,0.0123,0.0132,0.0,0.0,0.0288,0.0921,0.0,1.0,0.0,0.0,0.0115,0.0792,0.0148,0.0242,0.0,0.0
7435,0.0,0.0309,0.0058,0.0027,0.0,0.0096,0.0167,0.0072,0.0,0.0,0.039,0.0,0.006,0.0039,0.0,1.0,0.009000000000000001,0.0382,0.0035,0.0202,0.0,0.0,0.0
7906,0.0488,0.0499,0.0335,0.0191,0.0,0.0,0.0355,0.1046,0.0,0.0725,0.0294,0.0237,0.0079,0.0056,0.0,0.009000000000000001,1.0,0.0169,0.0003,0.0443,0.0,0.0,0.0176
8762,0.0,0.0104,0.0,0.0,0.0,0.0089,0.0075,0.0263,0.0,0.0,0.0,0.1037,0.0062,0.0,0.0115,0.0382,0.0169,1.0,0.0,0.0216,0.0384,0.0,0.0126
10903,0.1003,0.0555,0.0,0.0098,0.0065,0.0126,0.0,0.006999999999999999,0.0646,0.0,0.0008,0.0775,0.0,0.0,0.0792,0.0035,0.0003,0.0,1.0,0.0,0.0666,0.0108,0.0389
11259,0.0381,0.0,0.0208,0.0328,0.0,0.0078,0.028999999999999998,0.0374,0.0,0.057999999999999996,0.0974,0.0,0.0,0.0189,0.0148,0.0202,0.0443,0.0216,0.0,1.0,0.1061,0.0,0.0
11264,0.0065,0.0,0.0,0.0222,0.0,0.0,0.0,0.0109,0.0,0.0,0.0414,0.0696,0.0,0.0183,0.0242,0.0,0.0,0.0384,0.0666,0.1061,1.0,0.0,0.0
12141,0.0505,0.0,0.2195,0.040999999999999995,0.0104,0.0025,0.0042,0.0,0.0,0.0794,0.0355,0.0341,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,1.0,0.0798
20779,0.0474,0.0,0.0757,0.0558,0.0352,0.0354,0.0,0.0017,0.0,0.0,0.0,0.0877,0.0,0.0,0.0,0.0,0.0176,0.0126,0.0389,0.0,0.0,0.0798,1.0
