,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0,0.0178,0.0595,0.0,0.0257,0.026000000000000002,0.055,0.2162,0.0162,0.0243,0.0302,0.0163,0.0281,0.0094,0.0509,0.0,0.0728,0.002,0.0,0.0685,0.0289
1602,0.0,1.0,0.0056,0.0151,0.0,0.0,0.0247,0.0544,0.0064,0.0,0.0,0.0,0.0,0.1722,0.0,0.0358,0.0,0.0292,0.0013,0.0,0.0086,0.0
1690,0.0178,0.0056,1.0,0.0183,0.0111,0.0,0.0098,0.0051,0.0,0.0063,0.0348,0.10800000000000001,0.0283,0.0,0.0029,0.0113,0.0,0.0,0.0,0.0107,0.1601,0.0897
2136,0.0595,0.0151,0.0183,1.0,0.0154,0.0,0.0723,0.046,0.0534,0.0,0.0,0.0,0.0,0.0485,0.0286,0.0239,0.0,0.0503,0.0,0.0,0.0804,0.0701
2285,0.0,0.0,0.0111,0.0154,1.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
2817,0.0257,0.0,0.0,0.0,0.0,1.0,0.0139,0.0,0.0,0.0,0.0206,0.0617,0.0056,0.0034,0.0089,0.0246,0.0,0.0068,0.0,0.0,0.0,0.0
2991,0.026000000000000002,0.0247,0.0098,0.0723,0.0159,0.0139,1.0,0.0592,0.024,0.0343,0.0108,0.0286,0.0,0.0183,0.0,0.04,0.0,0.0,0.0305,0.0,0.0248,0.0252
3144,0.055,0.0544,0.0051,0.046,0.0,0.0,0.0592,1.0,0.0329,0.0061,0.0,0.0,0.0479,0.055999999999999994,0.0,0.0525,0.0159,0.0,0.0134,0.0017,0.0417,0.0023
3243,0.2162,0.0064,0.0,0.0534,0.0,0.0,0.024,0.0329,1.0,0.0007,0.0,0.0,0.0,0.0141,0.0013,0.0219,0.0,0.0667,0.0,0.0,0.0,0.0
3980,0.0162,0.0,0.0063,0.0,0.0,0.0,0.0343,0.0061,0.0007,1.0,0.0073,0.0,0.0214,0.0,0.0001,0.042,0.0,0.0,0.0504,0.0075,0.055999999999999994,0.03
5680,0.0243,0.0,0.0348,0.0,0.0,0.0206,0.0108,0.0,0.0,0.0073,1.0,0.0,0.0218,0.0003,0.0,0.0176,0.0,0.0365,0.0864,0.0556,0.0146,0.0049
6066,0.0302,0.0,0.10800000000000001,0.0,0.0,0.0617,0.0286,0.0,0.0,0.0,0.0,1.0,0.0158,0.0,0.0081,0.0189,0.0424,0.0,0.0,0.0408,0.0,0.0478
7154,0.0163,0.0,0.0283,0.0,0.0,0.0056,0.0,0.0479,0.0,0.0214,0.0218,0.0158,1.0,0.0,0.0,0.0291,0.0256,0.0,0.0406,0.0114,0.0026,0.0
7257,0.0281,0.1722,0.0,0.0485,0.0,0.0034,0.0183,0.055999999999999994,0.0141,0.0,0.0003,0.0,0.0,1.0,0.0043,0.0651,0.0,0.0363,0.0,0.0,0.0483,0.0023
7435,0.0094,0.0,0.0029,0.0286,0.0,0.0089,0.0,0.0,0.0013,0.0001,0.0,0.0081,0.0,0.0043,1.0,0.0352,0.0,0.0181,0.0,0.0,0.0129,0.0139
7906,0.0509,0.0358,0.0113,0.0239,0.0,0.0246,0.04,0.0525,0.0219,0.042,0.0176,0.0189,0.0291,0.0651,0.0352,1.0,0.0219,0.019,0.0154,0.0,0.0775,0.0292
8762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0424,0.0256,0.0,0.0,0.0219,1.0,0.0,0.0242,0.0121,0.0,0.0
10903,0.0728,0.0292,0.0,0.0503,0.0,0.0068,0.0,0.0,0.0667,0.0,0.0365,0.0,0.0,0.0363,0.0181,0.019,0.0,1.0,0.0073,0.0188,0.022000000000000002,0.0
11259,0.002,0.0013,0.0,0.0,0.0,0.0,0.0305,0.0134,0.0,0.0504,0.0864,0.0,0.0406,0.0,0.0,0.0154,0.0242,0.0073,1.0,0.1115,0.0,0.0
11264,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0017,0.0,0.0075,0.0556,0.0408,0.0114,0.0,0.0,0.0,0.0121,0.0188,0.1115,1.0,0.0,0.0
12141,0.0685,0.0086,0.1601,0.0804,0.0007,0.0,0.0248,0.0417,0.0,0.055999999999999994,0.0146,0.0,0.0026,0.0483,0.0129,0.0775,0.0,0.022000000000000002,0.0,0.0,1.0,0.1464
20779,0.0289,0.0,0.0897,0.0701,0.0,0.0,0.0252,0.0023,0.0,0.03,0.0049,0.0478,0.0,0.0023,0.0139,0.0292,0.0,0.0,0.0,0.0,0.1464,1.0
