,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0,0.0198,0.0455,0.0099,0.0,0.0639,0.0461,0.2063,0.0083,0.0159,0.0189,0.0,0.0153,0.0,0.0129,0.0,0.0828,0.0,0.0,0.0524,0.0283
1602,0.0,1.0,0.0043,0.0,0.0,0.0,0.0263,0.0043,0.0321,0.0,0.0,0.0,0.0,0.1379,0.0022,0.0354,0.0,0.0329,0.0,0.0,0.0085,0.0
1690,0.0198,0.0043,1.0,0.0285,0.0131,0.0,0.0178,0.0014,0.0129,0.0236,0.013999999999999999,0.0932,0.0231,0.0071,0.0,0.0224,0.0,0.0,0.0,0.0066,0.1779,0.1193
2136,0.0455,0.0,0.0285,1.0,0.0,0.0,0.0534,0.0293,0.0863,0.0,0.0,0.0049,0.0,0.0204,0.0138,0.0,0.0,0.0328,0.0086,0.0,0.0305,0.1021
2285,0.0099,0.0,0.0131,0.0,1.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0058,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0033,0.0,0.0126,0.0,0.0154,0.0,0.0002,0.0078,0.0,0.011000000000000001,0.0,0.0,0.0,0.0
2991,0.0639,0.0263,0.0178,0.0534,0.0044,0.0,1.0,0.0493,0.0966,0.0383,0.0081,0.0092,0.0,0.0218,0.0,0.0214,0.0,0.0175,0.0322,0.0121,0.0125,0.0441
3144,0.0461,0.0043,0.0014,0.0293,0.0,0.0,0.0493,1.0,0.0371,0.004,0.0,0.0008,0.049,0.0347,0.0,0.0399,0.0,0.0,0.0166,0.0,0.0233,0.0083
3243,0.2063,0.0321,0.0129,0.0863,0.0,0.0033,0.0966,0.0371,1.0,0.0,0.0113,0.0,0.0,0.0495,0.0,0.0284,0.0,0.1182,0.0187,0.0,0.0156,0.0226
3980,0.0083,0.0,0.0236,0.0,0.0,0.0,0.0383,0.004,0.0,1.0,0.0133,0.0,0.0264,0.0,0.0022,0.0409,0.0,0.0,0.0487,0.0063,0.0907,0.0119
5680,0.0159,0.0,0.013999999999999999,0.0,0.0,0.0126,0.0081,0.0,0.0113,0.0133,1.0,0.0095,0.0114,0.0,0.0061,0.0236,0.0,0.0365,0.0753,0.0358,0.0,0.0142
6066,0.0189,0.0,0.0932,0.0049,0.0058,0.0,0.0092,0.0008,0.0,0.0,0.0095,1.0,0.0046,0.0,0.0,0.0199,0.0,0.0,0.0,0.0188,0.0,0.0351
7154,0.0,0.0,0.0231,0.0,0.0,0.0154,0.0,0.049,0.0,0.0264,0.0114,0.0046,1.0,0.0,0.0,0.0232,0.0,0.0,0.0429,0.0091,0.0054,0.0
7257,0.0153,0.1379,0.0071,0.0204,0.0133,0.0,0.0218,0.0347,0.0495,0.0,0.0,0.0,0.0,1.0,0.0046,0.0528,0.0,0.0379,0.0,0.0038,0.0484,0.0
7435,0.0,0.0022,0.0,0.0138,0.0,0.0002,0.0,0.0,0.0,0.0022,0.0061,0.0,0.0,0.0046,1.0,0.0315,0.0,0.0059,0.0,0.0,0.0026,0.0014
7906,0.0129,0.0354,0.0224,0.0,0.0,0.0078,0.0214,0.0399,0.0284,0.0409,0.0236,0.0199,0.0232,0.0528,0.0315,1.0,0.0,0.024,0.0042,0.0,0.0813,0.0199
8762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0011,0.0,0.0,0.0
10903,0.0828,0.0329,0.0,0.0328,0.0,0.011000000000000001,0.0175,0.0,0.1182,0.0,0.0365,0.0,0.0,0.0379,0.0059,0.024,0.0,1.0,0.0443,0.0262,0.0171,0.0373
11259,0.0,0.0,0.0,0.0086,0.0,0.0,0.0322,0.0166,0.0187,0.0487,0.0753,0.0,0.0429,0.0,0.0,0.0042,0.0011,0.0443,1.0,0.1114,0.0,0.0
11264,0.0,0.0,0.0066,0.0,0.0,0.0,0.0121,0.0,0.0,0.0063,0.0358,0.0188,0.0091,0.0038,0.0,0.0,0.0,0.0262,0.1114,1.0,0.0,0.0
12141,0.0524,0.0085,0.1779,0.0305,0.0,0.0,0.0125,0.0233,0.0156,0.0907,0.0,0.0,0.0054,0.0484,0.0026,0.0813,0.0,0.0171,0.0,0.0,1.0,0.11900000000000001
20779,0.0283,0.0,0.1193,0.1021,0.0,0.0,0.0441,0.0083,0.0226,0.0119,0.0142,0.0351,0.0,0.0,0.0014,0.0199,0.0,0.0373,0.0,0.0,0.11900000000000001,1.0
