,6649,7923,5046,3413,6565,3439,7875,11465,11550,1209,9783,6066,8455,6730,11228,4423,3735,1487,4383,7982,1440,2184,11220,10519,1913,8810,8358,8479,10407,1075,14225,11811,9778,6104,8253,12141,3144,2019,10247,6304,1078,8823,9882,6375,13700,2111,4973,4058,5256,4885
6649,1.0,0.0,0.0135,0.0,0.0,0.0068,0.0502,0.0021,0.0,0.0619,0.0,0.0,0.0,0.0,0.0239,0.0,0.0669,0.0,0.0196,0.0,0.0,0.0315,0.0,0.0156,0.0,0.0666,0.0035,0.0002,0.0,0.0217,0.0,0.0012,0.0338,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0035,0.0,0.0,0.0328,0.0269,0.0,0.0
7923,0.0,1.0,0.0121,0.0383,0.0,0.0,0.0,0.0193,0.0109,0.0183,0.0026,0.0486,0.0,0.0,0.0623,0.0,0.0,0.0271,0.0179,0.0337,0.0151,0.0,0.0,0.0,0.0109,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0098,0.0,0.0,0.0104,0.0025,0.0,0.0,0.0,0.0324,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0
5046,0.0135,0.0121,1.0,0.0358,0.0308,0.0469,0.0,0.0,0.0371,0.0281,0.0,0.0,0.0653,0.0,0.0814,0.0,0.0032,0.0,0.0184,0.0,0.0537,0.0,0.0,0.0934,0.0608,0.07200000000000001,0.0,0.04,0.0478,0.0014,0.0,0.0,0.0021,0.0209,0.0,0.0,0.0344,0.0,0.0,0.0203,0.006,0.0343,0.0123,0.0018,0.0,0.0,0.0419,0.0054,0.003,0.0094
3413,0.0,0.0383,0.0358,1.0,0.0144,0.1688,0.0,0.0085,0.1209,0.0755,0.0053,0.0,0.2197,0.0,0.0453,0.0,0.0014,0.0,0.1092,0.0136,0.22,0.0,0.0397,0.0,0.2359,0.024,0.0,0.0,0.2018,0.0,0.0044,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0
6565,0.0,0.0,0.0308,0.0144,1.0,0.0103,0.0,0.0001,0.0,0.0162,0.0,0.0,0.0231,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0294,0.0441,0.0,0.0084,0.0193,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0006,0.0,0.0192,0.0,0.0,0.0,0.12300000000000001,0.0109,0.0,0.0,0.0,0.0091,0.0,0.0,0.0202,0.0118,0.0,0.0
3439,0.0068,0.0,0.0469,0.1688,0.0103,1.0,0.0,0.0355,0.1696,0.0399,0.0315,0.0,0.1674,0.0298,0.032,0.0,0.0242,0.0,0.0667,0.0274,0.19699999999999998,0.0,0.0,0.0042,0.2068,0.0351,0.0,0.0143,0.1603,0.0,0.0,0.0,0.0,0.0028,0.0,0.0119,0.0244,0.0,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.017,0.002,0.0,0.027999999999999997,0.0
7875,0.0502,0.0,0.0,0.0,0.0,0.0,1.0,0.0225,0.0032,0.0059,0.0,0.0161,0.0,0.0047,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0737,0.0022,0.0022,0.0,0.0016,0.0047,0.0095,0.0,0.0615,0.0,0.0208,0.0,0.0056,0.0099,0.0137,0.0,0.0,0.0,0.0,0.0293,0.0,0.0,0.0139,0.0418,0.0035,0.0,0.0475,0.0,0.0631
11465,0.0021,0.0193,0.0,0.0085,0.0001,0.0355,0.0225,1.0,0.0,0.0612,0.0,0.0849,0.0,0.0382,0.0046,0.0418,0.0,0.0706,0.0,0.021,0.0112,0.0472,0.0,0.043,0.0014,0.0395,0.0533,0.0139,0.0108,0.0,0.0,0.0631,0.035,0.0594,0.0,0.0659,0.0075,0.0,0.0,0.0059,0.0083,0.0,0.0,0.0449,0.0762,0.0,0.0243,0.0184,0.0673,0.0659
11550,0.0,0.0109,0.0371,0.1209,0.0,0.1696,0.0032,0.0,1.0,0.0241,0.0,0.0023,0.1147,0.0,0.0405,0.0,0.0092,0.0,0.0633,0.0389,0.1608,0.0,0.0079,0.0,0.1449,0.0142,0.0,0.0,0.1238,0.0135,0.0027,0.0,0.0132,0.0,0.0,0.0129,0.01,0.0,0.0,0.0,0.0187,0.0055,0.0187,0.0,0.0,0.0258,0.0,0.0124,0.0117,0.0
1209,0.0619,0.0183,0.0281,0.0755,0.0162,0.0399,0.0059,0.0612,0.0241,1.0,0.0,0.0248,0.0677,0.0368,0.1529,0.0107,0.0194,0.019,0.0258,0.0062,0.0799,0.0,0.0,0.0451,0.0557,0.0611,0.0282,0.0486,0.061,0.0103,0.0,0.0348,0.0625,0.0298,0.0,0.0287,0.0,0.0048,0.0,0.0232,0.018000000000000002,0.0166,0.0,0.0469,0.0892,0.0,0.0491,0.0,0.0275,0.1309
9783,0.0,0.0026,0.0,0.0053,0.0,0.0315,0.0,0.0,0.0,0.0,1.0,0.0081,0.0205,0.0,0.0,0.0,0.0,0.1165,0.0169,0.2484,0.0599,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.022000000000000002,0.0184,0.0081,0.0,0.0183,0.0,0.0,0.0129,0.2904,0.0,0.0,0.0,0.0614,0.005,0.0016,0.0,0.0,0.0381,0.0,0.0,0.0846,0.0
6066,0.0,0.0486,0.0,0.0,0.0,0.0,0.0161,0.0849,0.0023,0.0248,0.0081,1.0,0.0,0.0696,0.0,0.0189,0.0,0.0635,0.0096,0.0343,0.0,0.0,0.0,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.0181,0.0246,0.0088,0.0,0.0416,0.0,0.0,0.0214,0.0,0.0,0.0,0.0347,0.0,0.0698,0.0,0.0,0.0,0.0,0.0673
8455,0.0,0.0,0.0653,0.2197,0.0231,0.1674,0.0,0.0,0.1147,0.0677,0.0205,0.0,1.0,0.0,0.0402,0.0,0.0464,0.0,0.0474,0.0,0.2105,0.01,0.0,0.0,0.2641,0.0298,0.0,0.0,0.2146,0.0361,0.0,0.0,0.0216,0.0,0.0,0.0123,0.0138,0.0,0.0,0.0,0.0097,0.0506,0.0,0.0094,0.0,0.0023,0.0012,0.0207,0.0,0.0064
