,6649,7923,5046,3413,6565,3439,7875,11465,11550,1209,9783,6066,8455,6730,11228,4423,3735,1487,4383,7982,1440,2184,11220,10519,1913,8810,8358,8479,10407,14225,11811,9778,8253,12141,3144,2019,10247,6304,1078,8823,9882,6375,13700,2111,4973,4058,5256,4885
6649,1.0,0.0,0.0198,0.0,0.0142,0.0424,0.0448,0.0656,0.0069,0.0692,0.0,0.0232,0.0,0.0,0.0103,0.0,0.0515,0.006999999999999999,0.0265,0.0,0.0,0.0506,0.0,0.0607,0.0,0.0699,0.0,0.0243,0.0095,0.0,0.0443,0.0519,0.0196,0.0318,0.0,0.0092,0.0615,0.0,0.0,0.0,0.0044,0.0234,0.0381,0.0048,0.1025,0.0069,0.0,0.0
7923,0.0,1.0,0.0,0.0287,0.0,0.0086,0.0,0.0,0.0082,0.0474,0.0,0.0,0.0435,0.0,0.0497,0.0,0.0,0.0,0.0,0.0049,0.0463,0.0,0.0,0.0263,0.0,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,0.0,0.0376,0.0,0.0289,0.0,0.0343,0.0227,0.0039,0.013999999999999999,0.0
5046,0.0198,0.0,1.0,0.0,0.0112,0.0147,0.0,0.0,0.0135,0.0121,0.0,0.0238,0.0106,0.0082,0.0247,0.0,0.0615,0.0,0.0,0.0,0.0026,0.0065,0.0,0.0962,0.0,0.0525,0.0,0.0403,0.0,0.0,0.017,0.0,0.0301,0.0,0.0,0.0,0.0177,0.0,0.0,0.0334,0.0,0.0083,0.0107,0.0,0.0334,0.0,0.0,0.0098
3413,0.0,0.0287,0.0,1.0,0.0,0.1283,0.0,0.0,0.1476,0.0,0.0,0.0,0.1494,0.0,0.0,0.0,0.0305,0.0078,0.1359,0.0004,0.1046,0.0122,0.0479,0.0,0.1277,0.0101,0.0,0.0,0.0,0.0,0.0274,0.0,0.0,0.0082,0.0,0.0,0.0,0.0052,0.0,0.004,0.0266,0.0,0.0,0.0018,0.0,0.0,0.03,0.0036
6565,0.0142,0.0,0.0112,0.0,1.0,0.0,0.0,0.0089,0.0057,0.0,0.0,0.0336,0.0257,0.0,0.0069,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0254,0.0,0.0352,0.0052,0.0,0.0,0.0,0.0036,0.0,0.0001,0.0,0.1416,0.0118,0.0008,0.0,0.0067,0.013999999999999999,0.0344,0.0,0.0483,0.0,0.0,0.0
3439,0.0424,0.0086,0.0147,0.1283,0.0,1.0,0.0,0.0237,0.1675,0.0,0.0,0.0,0.1368,0.0,0.0,0.0197,0.0393,0.0176,0.146,0.0,0.1569,0.0,0.0197,0.0214,0.141,0.0501,0.0,0.0117,0.0,0.0,0.0219,0.0453,0.0,0.0102,0.0,0.0141,0.0,0.0,0.0178,0.0121,0.03,0.0,0.0027,0.0,0.0461,0.0,0.0345,0.0359
7875,0.0448,0.0,0.0,0.0,0.0,0.0,1.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0126,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,0.0135,0.006999999999999999,0.0034,0.0,0.0,0.0163,0.0,0.013999999999999999,0.0028,0.0,0.0249,0.0,0.0,0.0,0.0,0.0072,0.0025,0.0198,0.0,0.0442,0.0159,0.0,0.0441
11465,0.0656,0.0,0.0,0.0,0.0089,0.0237,0.0159,1.0,0.0,0.0531,0.0,0.0234,0.0,0.0009,0.0,0.0215,0.0,0.087,0.0,0.0,0.0038,0.0142,0.0,0.018000000000000002,0.0091,0.0,0.0149,0.0,0.0,0.0,0.0601,0.0107,0.006,0.1317,0.0,0.0097,0.0247,0.0,0.0,0.0,0.027999999999999997,0.1185,0.084,0.0,0.0203,0.0,0.0095,0.0747
11550,0.0069,0.0082,0.0135,0.1476,0.0057,0.1675,0.0,0.0,1.0,0.0,0.0,0.0,0.1624,0.0,0.0898,0.0124,0.0143,0.0099,0.1517,0.0,0.192,0.0,0.0291,0.0102,0.1991,0.0225,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0037,0.001,0.0,0.0153,0.0416,0.0023,0.0,0.0,0.0261,0.0189,0.0,0.0076,0.0122
