,6649,7923,5046,3413,6565,3439,7875,11465,11550,1209,9783,6066,8455,6730,11228,4423,3735,1487,4383,7982,1440,2184,11220,10519,1913,8810,8358,8479,10407,1075,14225,11811,9778,6104,8253,12141,3144,2019,10247,6304,1078,8823,9882,6375,2111,4973,4058,5256,4885
6649,1.0,0.0025,0.051,0.0092,0.0155,0.0126,0.0457,0.0,0.0475,0.0234,0.0012,0.0083,0.0092,0.0,0.0072,0.0,0.0445,0.0038,0.0086,0.0,0.053,0.0265,0.0227,0.0248,0.027999999999999997,0.0869,0.0373,0.040999999999999995,0.0006,0.0124,0.0,0.0225,0.0476,0.0324,0.0,0.0,0.0173,0.0121,0.0269,0.0,0.026000000000000002,0.0,0.0056,0.0,0.0151,0.0927,0.0,0.0167,0.0
7923,0.0025,1.0,0.0,0.0,0.0,0.0296,0.0,0.0,0.0353,0.033,0.0043,0.0,0.0109,0.0,0.0292,0.0,0.0,0.0224,0.0086,0.0222,0.0716,0.0,0.0,0.0186,0.04,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0.0115,0.0,0.0,0.0099,0.036000000000000004,0.0,0.0,0.0046,0.0375,0.0,0.0,0.0,0.0,0.0,0.0028,0.0
5046,0.051,0.0,1.0,0.0018,0.0369,0.0,0.0136,0.0,0.0151,0.0264,0.0,0.0731,0.0,0.0,0.0297,0.0088,0.0726,0.0,0.0,0.0,0.0065,0.0195,0.0021,0.1172,0.0318,0.0773,0.0041,0.0249,0.0,0.0221,0.0514,0.0457,0.0,0.0222,0.0572,0.0,0.0,0.0058,0.0226,0.0005,0.0,0.0312,0.0,0.0329,0.0,0.0604,0.0,0.0,0.0269
3413,0.0092,0.0,0.0018,1.0,0.0,0.1883,0.0,0.0,0.2267,0.0,0.0,0.0,0.2189,0.0,0.0,0.0,0.0181,0.0,0.1016,0.0,0.1635,0.0,0.0276,0.0,0.2046,0.017,0.0,0.0,0.0571,0.0147,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0289,0.0028,0.0052,0.0,0.0242,0.0275,0.0,0.0,0.0065
6565,0.0155,0.0,0.0369,0.0,1.0,0.0,0.0,0.0063,0.0,0.0446,0.0,0.0469,0.0009,0.0003,0.0053,0.0,0.0306,0.0265,0.0,0.0025,0.0,0.0093,0.0,0.006999999999999999,0.0,0.037000000000000005,0.0025,0.0293,0.0,0.0,0.0,0.0,0.0239,0.0,0.033,0.0,0.0,0.0,0.2007,0.0073,0.0133,0.0,0.0018,0.0036,0.0,0.0299,0.0,0.0,0.0431
3439,0.0126,0.0296,0.0,0.1883,0.0,1.0,0.0,0.0,0.1358,0.0,0.0,0.0,0.1287,0.0,0.0,0.0,0.0252,0.0106,0.1412,0.0,0.1671,0.0,0.0,0.0,0.1409,0.0216,0.0065,0.0,0.0584,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0556,0.0395,0.0,0.0271,0.022000000000000002,0.0,0.0147,0.0037
7875,0.0457,0.0,0.0136,0.0,0.0,0.0,1.0,0.0103,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0359,0.0,0.0003,0.0,0.0,0.0568,0.0,0.0,0.0,0.0477,0.0355,0.0,0.0,0.0,0.0,0.0299,0.0022,0.0,0.0407,0.0194,0.0,0.0446,0.0,0.0048,0.0,0.0,0.0233,0.0281,0.0,0.0663,0.0,0.0,0.0199
11465,0.0,0.0,0.0,0.0,0.0063,0.0,0.0103,1.0,0.0,0.0559,0.0,0.0734,0.0,0.0038,0.011000000000000001,0.0138,0.0,0.0576,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0317,0.0188,0.0,0.0,0.0,0.0304,0.0347,0.0189,0.0269,0.0622,0.0,0.0028,0.0376,0.0,0.0,0.0,0.0284,0.0776,0.0017,0.0405,0.0,0.0389,0.0554
11550,0.0475,0.0353,0.0151,0.2267,0.0,0.1358,0.0,0.0,1.0,0.0,0.0,0.0,0.1706,0.0,0.0863,0.0,0.0023,0.022000000000000002,0.1415,0.0,0.2099,0.0,0.0068,0.0082,0.2266,0.0071,0.0074,0.0,0.0371,0.0099,0.0,0.0,0.0399,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.057999999999999996,0.0532,0.0,0.0,0.0973,0.0034,0.0,0.0111,0.0123
