,6649,7923,5046,3413,6565,3439,7875,11465,11550,1209,9783,6066,8455,6730,11228,4423,3735,1487,4383,7982,1440,2184,11220,10519,1913,8810,8358,8479,10407,1075,14225,11811,9778,6104,8253,12141,3144,2019,10247,6304,1078,8823,9882,6375,13700,2111,4973,4058,5256,4885
6649,1.0,0.0,0.0053,0.0232,0.0,0.0218,0.0451,0.0297,0.0524,0.0659,0.0,0.0,0.0,0.0,0.0338,0.0,0.0206,0.0,0.0121,0.0,0.0194,0.0055,0.0,0.0169,0.0108,0.07200000000000001,0.0,0.0167,0.0037,0.033,0.0,0.0,0.0471,0.0122,0.0,0.0082,0.0,0.0022,0.0,0.0,0.0016,0.0,0.0064,0.0,0.0,0.0057,0.0621,0.0279,0.0,0.0
7923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0163,0.0,0.0,0.004,0.0
5046,0.0053,0.0,1.0,0.0042,0.0305,0.025,0.0,0.0,0.0408,0.0561,0.0,0.0,0.0226,0.0073,0.0,0.0332,0.0467,0.0,0.0,0.0321,0.0,0.0,0.0,0.1014,0.0,0.0569,0.0,0.065,0.0,0.0,0.0,0.0117,0.0,0.0051,0.0,0.0,0.0069,0.0,0.0203,0.0052,0.0,0.0571,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0151
3413,0.0232,0.0,0.0042,1.0,0.0,0.1001,0.0,0.0164,0.1044,0.0,0.0,0.0,0.1677,0.0,0.0,0.0,0.0,0.0,0.1194,0.0,0.1158,0.0,0.0244,0.0,0.1168,0.0208,0.0,0.0,0.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6565,0.0,0.0,0.0305,0.0,1.0,0.005,0.0,0.0,0.0285,0.0,0.0,0.0018,0.019,0.0,0.008,0.0,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0337,0.0,0.0,0.0048,0.0111,0.0,0.0122,0.0173,0.0,0.0,0.0,0.157,0.0181,0.0,0.0,0.0,0.0,0.0074,0.0,0.0542,0.0421,0.0,0.0
3439,0.0218,0.0,0.025,0.1001,0.005,1.0,0.0106,0.0512,0.1782,0.0,0.0,0.0,0.1552,0.0136,0.0,0.0,0.0383,0.0356,0.1461,0.0561,0.1802,0.0,0.0426,0.0234,0.1825,0.0282,0.0,0.0,0.1258,0.0133,0.0,0.0,0.0,0.0243,0.0,0.0419,0.0,0.0102,0.0,0.0084,0.0302,0.0448,0.0108,0.0,0.0201,0.0352,0.0306,0.0101,0.0164,0.006999999999999999
7875,0.0451,0.0,0.0,0.0,0.0,0.0106,1.0,0.0147,0.003,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0631,0.0,0.0,0.0,0.0166,0.0227,0.0087,0.0,0.0003,0.0,0.0218,0.0,0.0,0.0216,0.0208,0.0,0.0247,0.0,0.0,0.0,0.0,0.0232,0.0196,0.0167,0.0082,0.0568,0.0223,0.0,0.0488
11465,0.0297,0.0,0.0,0.0164,0.0,0.0512,0.0147,1.0,0.01,0.0491,0.0,0.0143,0.0157,0.0,0.0,0.0,0.0,0.0672,0.0,0.0,0.004,0.0124,0.0,0.0371,0.0289,0.0,0.0183,0.0,0.0002,0.0,0.0,0.0056,0.0741,0.0158,0.0,0.1314,0.0,0.0067,0.0102,0.0,0.0,0.0,0.0133,0.0883,0.0731,0.0057,0.0283,0.023,0.0018,0.055
11550,0.0524,0.0,0.0408,0.1044,0.0285,0.1782,0.003,0.01,1.0,0.0,0.0,0.0,0.1369,0.0,0.1019,0.0,0.0287,0.0197,0.1109,0.0,0.1534,0.011000000000000001,0.0134,0.0392,0.185,0.0674,0.0,0.0145,0.1499,0.0347,0.0104,0.0236,0.0,0.0056,0.0,0.0185,0.0,0.0141,0.003,0.0009,0.0218,0.051,0.0,0.0063,0.0,0.0159,0.0647,0.0368,0.0155,0.0391
1209,0.0659,0.0,0.0561,0.0,0.0,0.0,0.0,0.0491,0.0,1.0,0.0,0.0,0.0,0.0093,0.135,0.036000000000000004,0.0052,0.023,0.0028,0.0028,0.0,0.0,0.0,0.035,0.0,0.0791,0.0,0.0457,0.0,0.0,0.0,0.0222,0.0117,0.0032,0.0,0.026000000000000002,0.0,0.0203,0.0082,0.0137,0.0083,0.0,0.0,0.0427,0.0728,0.0,0.0573,0.0,0.0,0.10400000000000001
9783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0587,0.0,0.0,0.0,0.0189,0.0,0.1747,0.0,0.2845,0.0438,0.0,0.0713,0.0058,0.0681,0.0,0.0,0.0,0.0195,0.0,0.0461,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0039,0.0,0.0077,0.0175,0.0,0.0,0.0,0.0,0.1433,0.0
6066,0.0,0.0,0.0,0.0,0.0018,0.0,0.0169,0.0143,0.0,0.0,0.0587,1.0,0.0,0.0,0.0,0.0,0.0227,0.0498,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.0341,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0955,0.0199,0.0,0.0236,0.0,0.0398
