,6649,7923,5046,3413,6565,3439,7875,11465,11550,1209,9783,6066,8455,6730,11228,4423,3735,1487,4383,7982,1440,2184,11220,10519,1913,8810,8358,8479,10407,14225,11811,9778,6104,8253,12141,3144,10247,6304,1078,8823,9882,6375,13700,2111,4973,4058,5256,4885
6649,1.0,0.0,0.0651,0.0047,0.0426,0.0131,0.0432,0.0397,0.0,0.0605,0.0,0.0,0.0184,0.0,0.0012,0.0,0.0551,0.0,0.0,0.0,0.0252,0.0224,0.0156,0.0248,0.0207,0.0917,0.0,0.040999999999999995,0.0267,0.0,0.0451,0.0043,0.0645,0.0054,0.021,0.0102,0.0391,0.0,0.0067,0.0,0.0279,0.0383,0.0278,0.0,0.0902,0.0,0.013000000000000001,0.0
7923,0.0,1.0,0.0,0.0082,0.0,0.0366,0.0,0.02,0.0168,0.0162,0.0142,0.0,0.0673,0.0,0.0391,0.0,0.0069,0.015,0.0195,0.0098,0.0656,0.0,0.0,0.0216,0.0243,0.0577,0.0,0.0,0.0,0.0,0.0,0.0013,0.0021,0.0,0.0,0.0388,0.0,0.0,0.0052,0.0394,0.0,0.0166,0.0,0.0155,0.0015,0.0042,0.0198,0.0
5046,0.0651,0.0,1.0,0.0,0.0319,0.0,0.0168,0.0,0.0067,0.013000000000000001,0.0,0.0402,0.0,0.0,0.0229,0.0182,0.0879,0.0,0.0159,0.0,0.0165,0.0163,0.0,0.1215,0.0124,0.0506,0.0007,0.0319,0.0104,0.0292,0.045,0.0,0.0078,0.0311,0.0035,0.0,0.0291,0.0,0.0,0.0309,0.0,0.0185,0.027999999999999997,0.0,0.0493,0.0029,0.0,0.0282
3413,0.0047,0.0082,0.0,1.0,0.0,0.1503,0.0,0.0,0.1515,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0271,0.0,0.1133,0.0,0.1382,0.0,0.0331,0.0058,0.1269,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0167,0.0,0.0264,0.0,0.0,0.06,0.0,0.0,0.0,0.0123
6565,0.0426,0.0,0.0319,0.0,1.0,0.0,0.0,0.001,0.0,0.0331,0.0,0.0356,0.0,0.0,0.0,0.0083,0.0353,0.0196,0.0,0.0026,0.0,0.0085,0.0,0.0,0.0,0.062,0.0,0.0165,0.013999999999999999,0.0,0.0006,0.0057,0.0,0.0214,0.0,0.0,0.1688,0.0,0.0,0.0,0.0069,0.0191,0.0113,0.0,0.0439,0.0,0.0,0.0271
3439,0.0131,0.0366,0.0,0.1503,0.0,1.0,0.0,0.0104,0.1841,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,0.0,0.0307,0.0133,0.1142,0.0079,0.1668,0.0,0.0,0.008,0.1375,0.0485,0.0,0.0,0.0,0.0,0.0053,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0208,0.0376,0.0312,0.0,0.0,0.0472,0.0252,0.0,0.0104,0.0
7875,0.0432,0.0,0.0168,0.0,0.0,0.0,1.0,0.0235,0.0,0.0,0.0,0.0596,0.0,0.0,0.0091,0.0,0.0149,0.0,0.0,0.0,0.0,0.0412,0.0,0.0,0.0,0.0228,0.037000000000000005,0.0,0.0,0.0038,0.0391,0.0,0.0,0.0183,0.0,0.0398,0.0093,0.0049,0.0,0.0,0.0191,0.0,0.0211,0.0,0.0723,0.0,0.0,0.0223
11465,0.0397,0.02,0.0,0.0,0.001,0.0104,0.0235,1.0,0.0085,0.0113,0.0398,0.012,0.0522,0.0,0.0427,0.0104,0.0179,0.0564,0.0111,0.0542,0.0105,0.0304,0.0079,0.0,0.0485,0.0607,0.0,0.0,0.0,0.0095,0.0,0.017,0.0,0.0117,0.0,0.0,0.0,0.0,0.0119,0.0,0.0204,0.0218,0.0,0.0118,0.013999999999999999,0.0,0.0316,0.0297
11550,0.0,0.0168,0.0067,0.1515,0.0,0.1841,0.0,0.0085,1.0,0.0,0.0,0.0,0.1255,0.0,0.0958,0.0,0.022000000000000002,0.0,0.1477,0.0,0.1795,0.0,0.0347,0.0009,0.1809,0.0182,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0021,0.0045,0.006999999999999999,0.0,0.027999999999999997,0.0252,0.0,0.0,0.0,0.0448,0.0049,0.0,0.0,0.0208
1209,0.0605,0.0162,0.013000000000000001,0.0,0.0331,0.0,0.0,0.0113,0.0,1.0,0.0,0.0124,0.0,0.0413,0.0107,0.0017,0.0144,0.0096,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,0.0194,0.040999999999999995,0.0,0.0,0.0106,0.0655,0.0218,0.0,0.0041,0.009000000000000001,0.0392,0.0365,0.0,0.0,0.0161,0.0161,0.1013,0.0,0.0396,0.0,0.006,0.1078
9783,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0398,0.0,0.0,1.0,0.0,0.0558,0.0011,0.0,0.0594,0.0,0.0978,0.0,0.2741,0.0257,0.0,0.0311,0.0,0.0678,0.0029,0.0,0.0,0.0,0.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.1171,0.0
6066,0.0,0.0,0.0402,0.0,0.0356,0.0,0.0596,0.012,0.0,0.0124,0.0,1.0,0.0,0.0,0.0036,0.0416,0.0307,0.0398,0.0,0.0171,0.0,0.0,0.0,0.0191,0.0,0.048,0.0,0.01,0.0,0.0565,0.0,0.0564,0.0086,0.1395,0.0,0.0229,0.0267,0.0,0.0,0.0,0.0224,0.0034,0.0,0.0074,0.0256,0.0,0.0075,0.0
8455,0.0184,0.0673,0.0,0.1088,0.0,0.11199999999999999,0.0,0.0522,0.1255,0.0,0.0558,0.0,1.0,0.0004,0.0,0.0004,0.0016,0.0184,0.0631,0.039,0.1688,0.0,0.006999999999999999,0.0253,0.2025,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0,0.013000000000000001,0.0023,0.0,0.0,0.0011,0.0,0.0,0.0202,0.0
6730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413,0.0011,0.0,0.0004,1.0,0.0,0.0152,0.0,0.0008,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0166,0.01,0.0028,0.0,0.0,0.0,0.0252,0.0,0.0235,0.0055,0.0042,0.0,0.1408,0.0,0.0,0.0245,0.018000000000000002,0.1238,0.0,0.0,0.0,0.0161,0.0
11228,0.0012,0.0391,0.0229,0.0,0.0,0.0,0.0091,0.0427,0.0958,0.0107,0.0,0.0036,0.0,0.0,1.0,0.0,0.0,0.0,0.0923,0.0021,0.0,0.0,0.0385,0.0452,0.0,0.0368,0.0,0.0041,0.0167,0.0,0.0,0.0112,0.026000000000000002,0.0,0.0,0.0212,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0004,0.0191,0.0,0.0,0.0012
4423,0.0,0.0,0.0182,0.0,0.0083,0.0,0.0,0.0104,0.0,0.0017,0.0594,0.0416,0.0004,0.0152,0.0,1.0,0.0135,0.0502,0.0054,0.0695,0.0,0.0,0.0,0.0,0.0052,0.0,0.0038,0.0,0.0,0.0423,0.0221,0.0625,0.0,0.0529,0.0263,0.0,0.0,0.0,0.0064,0.0,0.0065,0.0066,0.0124,0.0415,0.0,0.0,0.0189,0.0184
