,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,7366,11060,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0,0.0,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.006999999999999999,0.0,0.0,0.0,0.0016,0.0192,0.0,0.0,0.0,0.042,0.054000000000000006,0.0134,0.0511,0.0,0.0235,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,0.0174,0.0,0.0734,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.032,0.0,0.02,0.0,0.0,0.0,0.0085,0.0202,0.0,0.0089,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0211,0.0267,0.0,0.0078,0.0,0.0,0.0239,0.0372,0.0131,0.0,0.0114,0.018000000000000002,0.0,0.0,0.0259,0.0135,0.0477,0.0,0.0293,0.0,0.0
7065,0.0,1.0,0.0596,0.0115,0.0622,0.0,0.0135,0.0055,0.0,0.0064,0.0715,0.0,0.0068,0.027000000000000003,0.0,0.0,0.001,0.0,0.0,0.0,0.0376,0.0,0.0,0.0881,0.0,0.0593,0.0,0.0,0.0149,0.0218,0.0,0.0198,0.001,0.0118,0.0,0.0,0.0,0.0962,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.0173,0.07400000000000001,0.0129,0.0,0.0,0.0,0.0,0.0085,0.0314,0.1274,0.0,0.0512,0.0026,0.0049,0.0123,0.0,0.0,0.0,0.0479,0.0,0.0,0.0129,0.0418,0.0,0.0107,0.0,0.0,0.012,0.0,0.0,0.0,0.0045,0.0032,0.0,0.0578,0.0784,0.0,0.0,0.0294,0.0,0.0,0.0114,0.0,0.0126,0.018000000000000002,0.0,0.0611,0.0,0.0267,0.0315,0.0,0.0198
2019,0.0,0.0596,1.0,0.0,0.0244,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0015,0.0,0.0,0.0,0.0966,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0,0.0,0.0,0.0,0.0,0.0782,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0949,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0801,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0,0.0338,0.0981,0.0,0.0,0.0,0.0188,0.0823,0.0,0.0891,0.0,0.0,0.0012,0.0,0.0,0.0058,0.0112,0.0093,0.0,0.0,0.0,0.0299,0.0,0.0,0.0
6435,0.0135,0.0115,0.0,1.0,0.0,0.0,0.0191,0.0,0.0,0.0127,0.0,0.0549,0.0,0.0,0.0,0.0,0.0593,0.0,0.0,0.0,0.040999999999999995,0.0022,0.0,0.0,0.0335,0.0,0.0083,0.0,0.0297,0.0,0.0,0.0887,0.0023,0.0067,0.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0431,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259,0.0,0.0035
1449,0.0,0.0622,0.0244,0.0,1.0,0.1064,0.0,0.0011,0.0318,0.0,0.1625,0.0,0.0,0.0467,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302,0.1855,0.0,0.1184,0.0,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0237,0.0023,0.0,0.0898,0.0493,0.0,0.0,0.0,0.008,0.0008,0.006999999999999999,0.0772,0.0299,0.0259,0.0,0.0,0.0,0.0,0.0412,0.0179,0.0341,0.0,0.2351,0.0321,0.1446,0.0,0.0,0.0,0.0,0.0,0.1563,0.0728,0.0021,0.0,0.0,0.0375,0.0668,0.0526,0.0954,0.0239,0.0208,0.0,0.0086,0.0,0.0,0.0133,0.0,0.105,0.0,0.0229,0.0072,0.0,0.0,0.0153
13341,0.0,0.0,0.0,0.0,0.1064,1.0,0.0,0.0212,0.0338,0.0,0.0776,0.0,0.0,0.0568,0.0327,0.0,0.0,0.0,0.0366,0.0358,0.0,0.0,0.0,0.1029,0.0,0.0555,0.0,0.0128,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0342,0.0365,0.0014,0.0,0.0147,0.0,0.0,0.0694,0.0413,0.0,0.0,0.0,0.0361,0.0,0.0,0.0333,0.018000000000000002,0.0,0.0,0.0,0.0,0.0294,0.0038,0.025,0.0,0.0472,0.0967,0.0116,0.0594,0.0,0.0,0.0949,0.0097,0.0,0.1648,0.0212,0.0,0.0,0.0,0.0576,0.03,0.0047,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0447,0.0,0.0409,0.0,0.0,0.032,0.0,0.0007,0.0
6375,0.0,0.0135,0.0121,0.0191,0.0,0.0,1.0,0.0,0.0,0.021,0.0,0.0112,0.0149,0.0057,0.004,0.0,0.0,0.0083,0.0,0.0,0.033,0.0439,0.0,0.0,0.0198,0.0,0.0177,0.0,0.0504,0.0235,0.0,0.0648,0.0038,0.0,0.0047,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0421,0.0,0.0,0.0,0.0,0.0,0.0524,0.0,0.023,0.0,0.0123,0.0064,0.0185,0.0,0.0,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593,0.0,0.0123,0.0,0.0052,0.0,0.0,0.0181,0.0301,0.0017,0.0,0.028999999999999998,0.0,0.0196,0.0,0.0003,0.0217,0.1262,0.0188,0.035,0.0,0.0081,0.0,0.0287,0.0048,0.0,0.0,0.0,0.0081
11228,0.0,0.0055,0.0,0.0,0.0011,0.0212,0.0,1.0,0.0,0.0795,0.0118,0.0006,0.0433,0.0,0.0705,0.0,0.0096,0.0025,0.1123,0.0,0.0109,0.0,0.0,0.0,0.0012,0.0,0.0494,0.0097,0.0041,0.0104,0.0015,0.0,0.0,0.0337,0.0,0.0,0.0377,0.0027,0.0,0.0038,0.0,0.0,0.0649,0.0293,0.1239,0.0,0.0455,0.0163,0.0061,0.0149,0.0088,0.0,0.0,0.0026,0.0253,0.0358,0.0072,0.0,0.0,0.0161,0.0,0.0183,0.0,0.1029,0.0228,0.0,0.0,0.0242,0.0189,0.0,0.0018,0.0,0.0067,0.0,0.0082,0.0,0.0508,0.0,0.0,0.0,0.0181,0.0334,0.0038,0.0062,0.0382,0.0,0.0,0.0,0.0,0.0037,0.0125,0.0,0.0289,0.0131,0.0,0.0,0.0,0.0,0.061,0.0079
4029,0.0,0.0,0.0,0.0,0.0318,0.0338,0.0,0.0,1.0,0.0346,0.026000000000000002,0.0,0.0181,0.1137,0.1324,0.0113,0.0033,0.0107,0.0734,0.0937,0.0,0.0,0.0205,0.028999999999999998,0.0,0.0293,0.0,0.011000000000000001,0.0162,0.0077,0.0,0.0,0.0,0.0319,0.0,0.0,0.1311,0.0,0.0,0.0,0.1939,0.006999999999999999,0.1381,0.0,0.0594,0.0051,0.0665,0.0,0.0235,0.0553,0.0407,0.0232,0.0,0.0148,0.0339,0.0174,0.0,0.0133,0.0,0.0399,0.0012,0.0,0.0,0.0429,0.0,0.1884,0.0,0.0132,0.0172,0.2011,0.0451,0.0,0.031,0.0053,0.0148,0.0017,0.0486,0.0304,0.0059,0.0022,0.0381,0.0646,0.0169,0.0,0.0114,0.1703,0.0,0.0,0.0,0.0131,0.0037,0.0027,0.0097,0.0415,0.0,0.0,0.0599,0.0,0.1312,0.0
