,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,11060,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0062,0.0,0.0,0.0,0.0046,0.0079,0.0,0.0,0.0096,0.0308,0.0043,0.0571,0.0,0.0057,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,0.0119,0.0,0.0025,0.0,0.0,0.032,0.0,0.0391,0.0,0.0,0.0,0.0318,0.0,0.012,0.0,0.0,0.0395,0.0,0.0307,0.0,0.0,0.0,0.0127,0.0,0.0,0.0098,0.0,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0002,0.0036,0.0,0.0,0.0,0.0061,0.0,0.0008,0.0021,0.0,0.0132,0.0,0.0,0.0,0.0385,0.0124,0.0,0.0058,0.012,0.0,0.0,0.0097,0.0,0.0277,0.0,0.0,0.0,0.0
7065,0.0,1.0,0.0582,0.0,0.0771,0.0,0.0422,0.03,0.0,0.0,0.0717,0.0,0.0118,0.0234,0.0,0.0,0.0024,0.0,0.0,0.036000000000000004,0.0,0.0,0.09,0.0,0.048,0.0097,0.0,0.0219,0.0151,0.0,0.0206,0.0,0.005,0.0031,0.0,0.0,0.09699999999999999,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0383,0.0313,0.0913,0.0432,0.001,0.0,0.0,0.0,0.0292,0.0098,0.0787,0.0,0.0585,0.0114,0.0,0.0377,0.0,0.0058,0.0,0.055999999999999994,0.0,0.0,0.0134,0.0509,0.0,0.017,0.0,0.0244,0.013999999999999999,0.0,0.0,0.0,0.0,0.0004,0.0,0.1094,0.0977,0.0,0.0,0.0368,0.0,0.0,0.005,0.0,0.0057,0.0281,0.0,0.0587,0.0,0.0,0.0078,0.0,0.0036
2019,0.0,0.0582,1.0,0.0,0.0221,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0788,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0027,0.0,0.0874,0.0,0.0292,0.0,0.0039,0.0,0.0,0.0,0.0731,0.0073,0.0,0.0,0.0,0.0405,0.0,0.0,0.0,0.0468,0.0754,0.0,0.0,0.1194,0.0,0.0,0.0,0.0,0.0,0.0272,0.10099999999999999,0.0,0.0,0.0,0.0071,0.086,0.0,0.0669,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,0.0,0.0,0.0,1.0,0.0,0.0,0.0308,0.0,0.0,0.0196,0.0,0.0719,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0378,0.005,0.0,0.0,0.0322,0.0,0.0202,0.0,0.0067,0.0138,0.0,0.10099999999999999,0.0,0.0132,0.0587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0257,0.0,0.0,0.0,0.0,0.0,0.0433,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0136,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0205,0.0,0.0
1449,0.0,0.0771,0.0221,0.0,1.0,0.0973,0.0,0.0,0.034,0.0,0.1345,0.0,0.0,0.055999999999999994,0.0058,0.0,0.0,0.0029,0.0,0.0025,0.0,0.0127,0.1923,0.0,0.1116,0.0,0.0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0018,0.0,0.0,0.0193,0.0049,0.0161,0.0,0.0,0.0,0.0053,0.0428,0.0,0.0788,0.0756,0.0,0.0,0.0,0.0053,0.0017,0.0,0.0,0.0312,0.0475,0.0,0.0,0.0537,0.0,0.0306,0.0259,0.0298,0.0,0.2178,0.0394,0.1338,0.0,0.0,0.0,0.0,0.0,0.1499,0.0246,0.0033,0.0,0.0,0.0256,0.0568,0.0418,0.0893,0.0345,0.0134,0.0,0.0054,0.0,0.0,0.0,0.0,0.1035,0.0,0.0128,0.0282,0.0,0.0,0.0151
13341,0.0,0.0,0.0,0.0,0.0973,1.0,0.0,0.0219,0.0313,0.0,0.0985,0.0,0.0,0.0871,0.0241,0.0,0.0,0.0,0.0369,0.0,0.0044,0.0,0.1064,0.0,0.0253,0.0,0.0113,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,0.0,0.0,0.0,0.0072,0.0,0.0066,0.0276,0.0,0.0,0.0004,0.0429,0.0,0.0637,0.0433,0.0,0.0,0.0,0.0474,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0354,0.0198,0.0071,0.0158,0.003,0.0638,0.1081,0.0,0.0754,0.0,0.0,0.0731,0.0,0.0,0.1602,0.0285,0.0,0.0,0.0,0.0785,0.0365,0.0186,0.0031,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0107,0.0,0.0029,0.0
6375,0.0,0.0422,0.0003,0.0308,0.0,0.0,1.0,0.0096,0.0,0.0204,0.0,0.0268,0.0374,0.0,0.016,0.0,0.0,0.0232,0.0,0.040999999999999995,0.0413,0.0035,0.0,0.0337,0.0093,0.0502,0.0,0.025,0.0386,0.0,0.0879,0.0024,0.0,0.0096,0.0,0.0045,0.0,0.0,0.0,0.0258,0.0,0.0088,0.0,0.0,0.0,0.0065,0.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0239,0.0,0.0,0.027000000000000003,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576,0.0,0.0031,0.0236,0.031,0.0,0.0,0.0221,0.0318,0.0173,0.0,0.039,0.0149,0.008,0.0009,0.0028,0.0251,0.1359,0.0171,0.0462,0.0,0.0232,0.0,0.0336,0.0,0.0007,0.0452,0.0,0.0015
11228,0.0,0.03,0.0,0.0,0.0,0.0219,0.0096,1.0,0.0,0.0679,0.0084,0.0104,0.035,0.0,0.0601,0.0,0.0101,0.0,0.1148,0.0262,0.0146,0.0,0.0,0.001,0.0,0.0694,0.0206,0.0109,0.0203,0.0132,0.0,0.0,0.0109,0.0,0.0,0.051,0.0033,0.0016,0.0,0.0,0.0,0.0638,0.0362,0.1274,0.0,0.0675,0.0144,0.0,0.011000000000000001,0.021,0.0,0.0,0.0,0.0327,0.0299,0.0,0.0,0.0,0.0345,0.0,0.0186,0.0334,0.1134,0.0262,0.0,0.0,0.0393,0.0195,0.0,0.032,0.0,0.0234,0.0129,0.0175,0.0,0.0538,0.0153,0.0104,0.0,0.046,0.0561,0.0,0.0021,0.0339,0.0,0.0,0.0057,0.0,0.0175,0.0,0.0,0.034,0.0117,0.0048,0.0,0.0,0.0,0.0724,0.0125
4029,0.0,0.0,0.0,0.0,0.034,0.0313,0.0,0.0,1.0,0.0447,0.0198,0.0058,0.003,0.1265,0.1317,0.0273,0.0127,0.0183,0.059000000000000004,0.0,0.0,0.0,0.0234,0.0,0.0,0.0,0.0047,0.0218,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.1347,0.0,0.0113,0.0,0.1884,0.012,0.1381,0.0,0.0635,0.0043,0.0791,0.0575,0.0,0.006,0.0292,0.0194,0.0,0.0,0.0308,0.0107,0.0,0.0,0.0,0.0483,0.0,0.0,0.040999999999999995,0.0431,0.0,0.17600000000000002,0.0,0.0185,0.0056,0.1886,0.0377,0.0,0.0368,0.0,0.0276,0.0004,0.0359,0.0035,0.0126,0.0041,0.0565,0.0357,0.0002,0.0,0.024,0.1672,0.0,0.0,0.003,0.0153,0.0168,0.0,0.0126,0.0177,0.0,0.0,0.1328,0.0,0.1311,0.0
