,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,7366,11060,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0,0.0,0.0273,0.0,0.0,0.0187,0.0,0.0,0.0,0.0213,0.0,0.0256,0.0,0.0,0.0,0.0341,0.0,0.0,0.0,0.0171,0.0494,0.0556,0.0259,0.0131,0.0175,0.0,0.0,0.0085,0.0151,0.0,0.03,0.0032,0.0073,0.0263,0.0248,0.0,0.0043,0.0433,0.0,0.0,0.0472,0.0,0.0,0.0,0.0342,0.0117,0.0092,0.018000000000000002,0.0,0.0526,0.0,0.04,0.0027,0.0,0.0,0.040999999999999995,0.0258,0.0243,0.0,0.0,0.0048,0.0856,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0326,0.0,0.0181,0.0436,0.0,0.0,0.0,0.0231,0.05,0.0,0.0027,0.0,0.0,0.0,0.0107,0.0367,0.003,0.0,0.022000000000000002,0.0,0.0194,0.0198,0.0273,0.0288,0.0,0.0361,0.0,0.0052
7065,0.0,1.0,0.0847,0.0244,0.0506,0.0,0.0212,0.0,0.0,0.0118,0.0886,0.0,0.0251,0.0054,0.003,0.0,0.0067,0.0,0.0,0.0499,0.0228,0.0077,0.0,0.0826,0.0,0.0769,0.0078,0.0,0.0,0.018000000000000002,0.0,0.0236,0.0139,0.0,0.0,0.0,0.0,0.0705,0.0105,0.0075,0.0,0.0149,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0206,0.0405,0.022000000000000002,0.0,0.0,0.0,0.0063,0.0066,0.0,0.1012,0.0338,0.0363,0.0,0.0003,0.0164,0.0,0.0844,0.0,0.07400000000000001,0.0048,0.0,0.0,0.0529,0.0045,0.062,0.0009,0.0003,0.0097,0.0,0.0,0.0135,0.0083,0.0,0.0,0.0805,0.0915,0.0,0.0,0.0347,0.0,0.0,0.0,0.005,0.021,0.0119,0.0,0.0365,0.0,0.0,0.0322,0.0,0.0
2019,0.0,0.0847,1.0,0.0,0.1159,0.0434,0.0,0.0,0.0374,0.0,0.0775,0.0,0.0,0.0,0.0297,0.0,0.0064,0.0,0.0,0.1296,0.0,0.0,0.0512,0.1459,0.0,0.0,0.0,0.2204,0.0,0.0142,0.0,0.0103,0.0,0.0,0.0023,0.0,0.0,0.0028,0.036000000000000004,0.0,0.0,0.0165,0.0,0.0077,0.0046,0.0,0.0,0.0,0.0063,0.3214,0.0,0.0409,0.0,0.0283,0.0165,0.0,0.0,0.1697,0.0,0.0167,0.0,0.0,0.0,0.0003,0.0061,0.068,0.1108,0.0515,0.09,0.0,0.3131,0.0,0.0119,0.0,0.0,0.0,0.0935,0.2735,0.0154,0.0,0.0045,0.0,0.1212,0.03,0.1493,0.0052,0.0,0.0088,0.0092,0.0,0.0198,0.0,0.0,0.0389,0.0,0.0,0.0161,0.0,0.0029,0.0138
6435,0.0273,0.0244,0.0,1.0,0.0,0.0,0.0254,0.0,0.0,0.0086,0.0,0.0687,0.0103,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.013999999999999999,0.0064,0.0,0.0,0.0171,0.0,0.0072,0.0,0.0701,0.0,0.015,0.0612,0.0,0.0,0.0228,0.0187,0.0,0.0,0.0,0.0,0.0049,0.0263,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0064,0.0,0.0053,0.02,0.006,0.0,0.0008,0.0,0.0004,0.0,0.0,0.0,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,0.0,0.0285,0.0024,0.0,0.0,0.0,0.0,0.0316,0.0386,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.0425,0.0332,0.0004,0.0,0.0,0.0,0.0304,0.0045,0.0,0.0515,0.0,0.0
1449,0.0,0.0506,0.1159,0.0,1.0,0.092,0.0,0.0,0.0416,0.0,0.1708,0.0091,0.0,0.0035,0.0132,0.0,0.0,0.0029,0.0,0.0987,0.0,0.0,0.0281,0.1756,0.0,0.1079,0.0,0.0538,0.0,0.0,0.0,0.0273,0.0,0.0,0.0022,0.0,0.0,0.0132,0.0373,0.0,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452,0.0,0.0,0.021,0.009000000000000001,0.0271,0.0069,0.0,0.0523,0.0009,0.0035,0.0,0.0,0.0,0.0,0.0064,0.0544,0.0628,0.0,0.1853,0.0247,0.1142,0.0,0.0056,0.0,0.0,0.0,0.1632,0.0562,0.0,0.0,0.0005,0.0321,0.0601,0.0115,0.0914,0.0098,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.1214,0.0,0.0065,0.0279,0.0,0.0238,0.0
13341,0.0,0.0,0.0434,0.0,0.092,1.0,0.0,0.0182,0.0435,0.0,0.1191,0.0,0.0,0.0,0.0203,0.0069,0.0,0.0,0.0354,0.0619,0.0,0.0,0.009000000000000001,0.1009,0.0,0.0467,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413,0.0,0.0054,0.006,0.0348,0.0187,0.0305,0.0,0.0,0.0,0.0,0.1025,0.0,0.0299,0.0,0.0,0.0336,0.0,0.0,0.0404,0.0226,0.0,0.0,0.0,0.0,0.043,0.0,0.0349,0.0103,0.0224,0.1144,0.0335,0.0374,0.0,0.0,0.0293,0.0192,0.0,0.1494,0.0501,0.0,0.0,0.0,0.0461,0.021,0.0111,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.0,0.0213,0.0,0.0311,0.0
6375,0.0187,0.0212,0.0,0.0254,0.0,0.0,1.0,0.0,0.0,0.0141,0.0,0.0331,0.0119,0.037000000000000005,0.0322,0.0,0.0,0.0,0.0,0.0,0.0308,0.0158,0.0,0.0,0.0015,0.0,0.0162,0.0,0.0454,0.019,0.0,0.0586,0.0129,0.0747,0.0,0.0167,0.0,0.0,0.0036,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0438,0.0553,0.0079,0.0,0.0,0.0,0.0,0.0307,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0145,0.0038,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0006,0.0083,0.0102,0.0057,0.0,0.0,0.0948,0.0,0.0394,0.0,0.0,0.0,0.0235,0.0,0.0,0.0476,0.0029,0.0021
11228,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,1.0,0.0,0.0413,0.002,0.0,0.0174,0.0,0.0354,0.0134,0.009000000000000001,0.0038,0.047,0.0,0.0052,0.0,0.0,0.0,0.0,0.0247,0.0442,0.0,0.0,0.0,0.0,0.0293,0.0,0.0166,0.0,0.0765,0.0609,0.0256,0.0492,0.0,0.0,0.0095,0.0389,0.0072,0.095,0.0,0.03,0.0,0.0136,0.0397,0.0001,0.0,0.0,0.0206,0.0077,0.0548,0.0,0.0,0.0434,0.0073,0.0,0.0235,0.0,0.0567,0.005,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0268,0.0063,0.0196,0.0014,0.0208,0.0,0.0,0.0,0.0412,0.0598,0.0027,0.0,0.0,0.0,0.0086,0.0161,0.0,0.0267,0.0,0.0436,0.0112,0.0,0.0,0.0,0.0,0.0,0.0655,0.0303
4029,0.0,0.0,0.0374,0.0,0.0416,0.0435,0.0,0.0,1.0,0.048,0.0339,0.0,0.0,0.1363,0.1873,0.0217,0.0167,0.0061,0.066,0.2275,0.0018,0.0,0.0031,0.0932,0.0,0.0814,0.0,0.0,0.0032,0.0,0.0,0.0354,0.0,0.0,0.0,0.0,0.1518,0.0,0.0859,0.0,0.0865,0.0095,0.1667,0.006,0.063,0.0056,0.0148,0.0,0.0,0.0739,0.0105,0.1455,0.0,0.0288,0.0757,0.0179,0.0,0.0,0.0508,0.004,0.0,0.0107,0.0,0.0357,0.0,0.2153,0.0029,0.0213,0.0507,0.1974,0.0307,0.0,0.0113,0.0205,0.0366,0.0115,0.0554,0.0346,0.0442,0.0177,0.0769,0.044000000000000004,0.0,0.0,0.0028,0.1738,0.0,0.023,0.0,0.0194,0.0,0.0309,0.009000000000000001,0.0353,0.0,0.0,0.1449,0.0,0.1789,0.0
