,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,7366,11060,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,11465,11506,7881
13700,1.0,0.0002,0.0078,0.0369,0.0,0.0,0.0234,0.0,0.0128,0.008,0.0389,0.0025,0.0258,0.0,0.0,0.0395,0.0249,0.009000000000000001,0.0289,0.0,0.0163,0.0301,0.0361,0.0114,0.0624,0.0365,0.0468,0.0,0.031,0.0,0.0,0.0079,0.0001,0.0062,0.1489,0.0054,0.0,0.0,0.0749,0.0,0.0032,0.024,0.0,0.0,0.0,0.0353,0.0,0.0146,0.0398,0.0313,0.0416,0.0515,0.0,0.0,0.0276,0.0582,0.0175,0.0108,0.0423,0.0,0.0,0.0692,0.0,0.0103,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0362,0.013999999999999999,0.0,0.0,0.0265,0.0062,0.1086,0.0,0.0068,0.0062,0.0383,0.0,0.0586,0.0234,0.0,0.0015,0.0392,0.0172,0.0432,0.0329,0.0196,0.0219,0.1185,0.0115,0.0073
7065,0.0002,1.0,0.1092,0.0181,0.0686,0.0,0.0055,0.0,0.0139,0.0196,0.1177,0.0,0.0,0.0142,0.0351,0.0,0.0031,0.0,0.0079,0.0,0.0,0.0026,0.0113,0.1758,0.0,0.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0117,0.0,0.0,0.0,0.0102,0.0208,0.0158,0.0205,0.0,0.003,0.019,0.0,0.0,0.0203,0.0,0.0109,0.0751,0.0086,0.0,0.0,0.0091,0.0,0.0,0.1772,0.0335,0.0,0.0,0.0,0.0054,0.0,0.0151,0.0274,0.0422,0.0,0.0,0.0138,0.0163,0.0,0.0,0.0,0.0,0.0147,0.0,0.0,0.0113,0.0013,0.0,0.0115,0.1465,0.0365,0.0,0.0007,0.0156,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0138,0.0,0.0315,0.0063
2019,0.0078,0.1092,1.0,0.0,0.0462,0.0401,0.0,0.0014,0.0174,0.0151,0.1014,0.0,0.0071,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253,0.0,0.0,0.0,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0489,0.0236,0.0,0.0,0.0,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.11800000000000001,0.0,0.0,0.0,0.0,0.0046,0.0,0.1589,0.013999999999999999,0.0331,0.0,0.0,0.0,0.0,0.0067,0.0426,0.031,0.0,0.0632,0.0,0.0298,0.0,0.0,0.0,0.0098,0.0001,0.0579,0.1021,0.0,0.0156,0.0,0.038,0.1414,0.006999999999999999,0.1502,0.0,0.0047,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0013,0.0,0.0,0.0546,0.0082
6435,0.0369,0.0181,0.0,1.0,0.0,0.0137,0.0331,0.0359,0.0,0.0177,0.0,0.021,0.0228,0.0195,0.0,0.0,0.0235,0.0,0.0,0.0329,0.0284,0.0,0.018000000000000002,0.0,0.0361,0.0238,0.0129,0.0,0.0308,0.0,0.0,0.0615,0.0204,0.0051,0.0319,0.0,0.0088,0.0,0.0348,0.0,0.0331,0.0091,0.01,0.0,0.0159,0.0,0.0,0.0032,0.008,0.0,0.0048,0.0,0.0665,0.0,0.0181,0.0,0.0,0.0246,0.0,0.0,0.0012,0.0147,0.0202,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0434,0.0,0.0,0.0,0.0,0.0264,0.0782,0.0,0.0,0.0275,0.0,0.02,0.023,0.0314,0.0072,0.0343,0.0281,0.0,0.0011,0.0,0.0103,0.0084,0.0798,0.0,0.0171
1449,0.0,0.0686,0.0462,0.0,1.0,0.11199999999999999,0.0,0.0,0.0,0.0141,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486,0.0,0.0689,0.0,0.0456,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.006999999999999999,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0605,0.0,0.0428,0.0,0.0,0.0,0.0095,0.0457,0.0,0.0,0.0,0.0,0.0069,0.0,0.0045,0.0455,0.0122,0.0,0.1954,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.1567,0.0337,0.0,0.0101,0.0,0.0,0.0306,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.1172,0.0,0.0153,0.0,0.0421,0.0
13341,0.0,0.0,0.0401,0.0137,0.11199999999999999,1.0,0.0,0.0111,0.0464,0.016,0.1301,0.0,0.0202,0.0055,0.0106,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0142,0.1429,0.0,0.0889,0.0,0.0159,0.0,0.0068,0.0,0.0,0.0292,0.0,0.0,0.0013,0.0,0.0097,0.0385,0.0065,0.0044,0.0,0.0314,0.0166,0.0004,0.0,0.0,0.0,0.0,0.0796,0.0,0.0,0.0,0.0247,0.0,0.0,0.0384,0.0333,0.0,0.0,0.0,0.0,0.0,0.0021,0.0814,0.0212,0.0,0.1392,0.0,0.0474,0.0,0.0,0.0242,0.0,0.0,0.1859,0.0377,0.003,0.0343,0.0,0.0084,0.0263,0.0335,0.0293,0.0537,0.0109,0.0,0.0,0.0,0.0093,0.0091,0.0,0.0845,0.0,0.0,0.0,0.0848,0.0
6375,0.0234,0.0055,0.0,0.0331,0.0,0.0,1.0,0.0048,0.0,0.0,0.0,0.0072,0.0048,0.03,0.0137,0.0,0.0,0.0,0.0,0.0,0.0357,0.0178,0.0184,0.0,0.0016,0.0028,0.004,0.0087,0.0483,0.01,0.0,0.0604,0.0171,0.0839,0.0249,0.0336,0.0,0.0,0.001,0.0063,0.0128,0.0105,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0013,0.0477,0.0,0.0,0.0,0.0155,0.0,0.0142,0.0,0.0306,0.0355,0.0,0.0008,0.0,0.0,0.0,0.0,0.0266,0.0,0.0059,0.0,0.006,0.0298,0.0067,0.0,0.0,0.0035,0.0523,0.0,0.0,0.0034,0.0056,0.0,0.0,0.0,0.0044,0.1312,0.0,0.0539,0.0,0.0155,0.0,0.0175,0.0,0.027999999999999997,0.0,0.0025
11228,0.0,0.0,0.0014,0.0359,0.0,0.0111,0.0048,1.0,0.0,0.0837,0.0,0.0026,0.006999999999999999,0.0,0.0584,0.0,0.0043,0.0094,0.0497,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.1063,0.0,0.0344,0.0,0.0,0.0272,0.0,0.0765,0.0,0.0764,0.055999999999999994,0.0,0.0546,0.026000000000000002,0.0,0.0,0.0847,0.012,0.1085,0.0,0.0538,0.0,0.0,0.0,0.0246,0.0404,0.0305,0.018000000000000002,0.0034,0.0,0.0,0.0292,0.0,0.0,0.0043,0.0176,0.0372,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,0.0247,0.0467,0.0298,0.0069,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0165,0.0,0.0,0.0,0.0103,0.0025,0.0368,0.0,0.0081,0.0466,0.0,0.0,0.0,0.0,0.0586,0.0277
4029,0.0128,0.0139,0.0174,0.0,0.0,0.0464,0.0,0.0,1.0,0.0817,0.0165,0.0013,0.022000000000000002,0.1772,0.1402,0.0055,0.0281,0.0,0.008,0.046,0.0,0.0,0.0,0.0572,0.0,0.0337,0.0,0.0,0.0472,0.0,0.0116,0.0049,0.0,0.0,0.0,0.0,0.1945,0.0,0.0705,0.0,0.1965,0.0,0.1869,0.0,0.0626,0.0,0.0529,0.0,0.0,0.0845,0.0334,0.0,0.0,0.0516,0.0203,0.0,0.0064,0.06,0.0,0.0208,0.0,0.0,0.0,0.0,0.1833,0.0,0.0,0.0206,0.1067,0.0622,0.0,0.0279,0.0217,0.0336,0.0,0.0506,0.0,0.0187,0.0,0.0075,0.0007,0.0019,0.0352,0.0141,0.2133,0.0006,0.005,0.0,0.0354,0.0,0.0067,0.0353,0.0515,0.0,0.0,0.0,0.1758,0.0
