,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,11060,9778,8530,6742,7435,1447,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0108,0.0173,0.0057,0.0,0.0159,0.0197,0.0003,0.0631,0.0,0.0,0.0026,0.0,0.0,0.0102,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.01,0.0,0.0353,0.0,0.0,0.0,0.0187,0.0,0.0136,0.0,0.0,0.039,0.0,0.0299,0.0,0.0,0.0,0.0069,0.0,0.0,0.027000000000000003,0.0,0.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0144,0.0,0.0062,0.0,0.0,0.0033,0.002,0.0074,0.0,0.0182,0.0,0.0,0.0,0.0319,0.0,0.0,0.0106,0.006999999999999999,0.0,0.0,0.0295,0.0,0.0257,0.0,0.0109,0.0,0.0
7065,0.0,1.0,0.0599,0.006999999999999999,0.0747,0.0,0.0429,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.0,0.0102,0.017,0.0,0.0325,0.0068,0.0148,0.0801,0.0,0.0416,0.0,0.0266,0.0268,0.0,0.0278,0.0,0.0,0.0017,0.0,0.0,0.1023,0.0,0.0052,0.0003,0.0,0.0,0.0,0.0,0.0,0.0206,0.0467,0.0236,0.0775,0.034,0.0012,0.0,0.0,0.0,0.0217,0.0026,0.0624,0.0,0.0617,0.0113,0.0,0.0277,0.0,0.0086,0.0027,0.044000000000000004,0.0,0.0,0.0185,0.0435,0.0,0.034,0.0,0.0207,0.0066,0.0,0.0,0.0,0.0,0.0207,0.0,0.0804,0.0724,0.0,0.0103,0.0481,0.0,0.0073,0.0045,0.0,0.0016,0.0277,0.0,0.06,0.0,0.0052,0.0193,0.0,0.0004
2019,0.0,0.0599,1.0,0.0,0.0305,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.0051,0.0,0.0,0.0736,0.0037,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0085,0.0,0.0757,0.0,0.0151,0.0,0.0043,0.0,0.0,0.0,0.0664,0.0,0.0064,0.0,0.0,0.0493,0.0,0.0001,0.0,0.0415,0.0736,0.0,0.0,0.1188,0.0,0.0,0.0275,0.0,0.0,0.035,0.0946,0.0,0.0,0.0,0.0077,0.0676,0.0013,0.0628,0.0,0.0026,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,0.0,0.006999999999999999,0.0,1.0,0.0,0.0,0.0191,0.0,0.0,0.02,0.0,0.0802,0.0,0.0191,0.0,0.0,0.0646,0.0,0.0,0.037000000000000005,0.0181,0.0,0.0,0.0281,0.0,0.0,0.0156,0.0264,0.0063,0.096,0.0,0.0034,0.0837,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0014,0.0008,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0215,0.0,0.0,0.0,0.0,0.0,0.0262,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398,0.035,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0126,0.0,0.0
1449,0.0,0.0747,0.0305,0.0,1.0,0.1227,0.0048,0.0198,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0443,0.2097,0.0,0.0882,0.1038,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0048,0.0372,0.0,0.0,0.0189,0.0145,0.009000000000000001,0.0,0.0,0.0029,0.0189,0.0944,0.0,0.1105,0.0957,0.0111,0.0,0.0,0.0192,0.0087,0.0,0.0,0.0,0.052000000000000005,0.0,0.0,0.079,0.0,0.0276,0.0395,0.0331,0.0148,0.263,0.0362,0.1242,0.0,0.0,0.0,0.0,0.0064,0.1584,0.0432,0.0136,0.0,0.0,0.0388,0.0897,0.0322,0.1036,0.0712,0.0327,0.0,0.0015,0.0,0.0,0.0,0.0,0.113,0.0,0.0107,0.0554,0.0,0.0,0.0298
13341,0.0,0.0,0.0058,0.0,0.1227,1.0,0.0,0.0372,0.0314,0.0,0.0,0.0,0.0,0.006,0.0269,0.0,0.0,0.0,0.0178,0.0,0.0,0.0107,0.0989,0.0,0.0132,0.0267,0.0012,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0082,0.0,0.0,0.0138,0.0,0.0,0.0,0.0465,0.0092,0.0543,0.0448,0.0,0.0,0.0,0.0512,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0507,0.0118,0.0064,0.0489,0.0211,0.0532,0.1145,0.0178,0.0549,0.0,0.0,0.0514,0.0,0.0,0.1666,0.0217,0.0,0.0,0.0,0.0776,0.0429,0.0155,0.0,0.0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874,0.004,0.0,0.0307,0.0,0.0085,0.0
6375,0.0,0.0429,0.0,0.0191,0.0048,0.0,1.0,0.0058,0.0,0.0124,0.0,0.0162,0.0289,0.0395,0.0109,0.0,0.0,0.0085,0.0,0.0378,0.0269,0.0253,0.0,0.0151,0.0265,0.0,0.021,0.0366,0.0,0.0823,0.0005,0.0,0.0426,0.0,0.0039,0.0173,0.0,0.0,0.0262,0.0013,0.0,0.0,0.0,0.0,0.026000000000000002,0.0525,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0305,0.0,0.0,0.0234,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0098,0.0373,0.0437,0.0,0.0,0.0158,0.0202,0.0199,0.0,0.0265,0.0,0.0165,0.0,0.0119,0.0228,0.1383,0.0098,0.0587,0.0,0.0204,0.0,0.0349,0.0,0.0101,0.0321,0.0,0.0048
11228,0.0,0.009000000000000001,0.0,0.0,0.0198,0.0372,0.0058,1.0,0.0,0.0808,0.0,0.0009,0.0291,0.0,0.0451,0.0,0.0062,0.0012,0.1188,0.0427,0.0031,0.0,0.0,0.0,0.0,0.0311,0.0181,0.016,0.0119,0.0,0.0,0.0017,0.0,0.0,0.043,0.0222,0.0126,0.0058,0.0,0.0,0.0482,0.0311,0.1181,0.0,0.0659,0.0238,0.0,0.0201,0.0221,0.0,0.0,0.0,0.0342,0.0187,0.0,0.0,0.0,0.0281,0.0,0.021,0.0354,0.0938,0.0093,0.0,0.0,0.0337,0.0313,0.0,0.035,0.0,0.0157,0.0274,0.0371,0.0,0.0384,0.0164,0.0007,0.0,0.0285,0.0472,0.0,0.0,0.0443,0.0,0.0,0.0113,0.0,0.0088,0.0,0.0,0.022000000000000002,0.0067,0.0,0.0,0.0,0.0,0.0749,0.0046
4029,0.0,0.0,0.0,0.0,0.0413,0.0314,0.0,0.0,1.0,0.0504,0.0,0.0,0.0,0.1666,0.1289,0.0175,0.0,0.0213,0.0677,0.0126,0.0,0.0268,0.0186,0.0,0.0052,0.0099,0.0201,0.0092,0.0,0.0118,0.0,0.02,0.0,0.0,0.1422,0.0,0.0038,0.0,0.2011,0.0097,0.1279,0.0,0.0656,0.0094,0.0838,0.0695,0.0191,0.0236,0.0363,0.0264,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0248,0.006,0.0,0.0521,0.0539,0.0,0.1991,0.0,0.0065,0.0076,0.2072,0.0533,0.0,0.0183,0.002,0.0263,0.0031,0.0272,0.001,0.0,0.004,0.0413,0.0474,0.0092,0.0,0.0364,0.1793,0.0,0.0149,0.0092,0.0185,0.0214,0.0,0.0088,0.0263,0.0,0.0,0.1362,0.0,0.1253,0.0
