,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,7923,7366,11060,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0038,0.0,0.044000000000000004,0.0,0.0,0.0167,0.0,0.0,0.0,0.0177,0.0,0.0153,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0012,0.0496,0.098,0.0367,0.0174,0.0059,0.006999999999999999,0.0,0.0185,0.0203,0.0135,0.0421,0.0,0.0509,0.0,0.0,0.0049,0.0,0.0,0.0,0.0636,0.0,0.0,0.0,0.0384,0.0,0.0086,0.0,0.0,0.0527,0.0,0.0482,0.0057,0.0,0.0,0.0446,0.0,0.0136,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.01,0.0329,0.002,0.0,0.0279,0.0,0.0,0.0,0.0229,0.0194,0.0,0.0241,0.0,0.0,0.0,0.0,0.0077,0.0,0.0097,0.0264,0.0,0.0022,0.0161,0.0167,0.0394,0.0,0.0099,0.0,0.0
7065,0.0038,1.0,0.0476,0.0141,0.0473,0.0,0.0094,0.0,0.0,0.0335,0.0831,0.0,0.0,0.009000000000000001,0.0,0.0,0.026000000000000002,0.0,0.0,0.0115,0.0294,0.008,0.02,0.0811,0.0,0.0533,0.0138,0.0,0.0,0.0013,0.0,0.0329,0.0013,0.0,0.0,0.0,0.0819,0.0083,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0,0.0679,0.02,0.0,0.0,0.0,0.0,0.0219,0.0,0.1114,0.0491,0.0311,0.0,0.0,0.0155,0.0,0.001,0.0,0.0193,0.0,0.0,0.0,0.0363,0.0104,0.0353,0.0,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0809,0.0655,0.0,0.0,0.0133,0.0,0.0325,0.002,0.0125,0.0,0.0109,0.0,0.0405,0.0,0.0,0.0594,0.0,0.0029
2019,0.0,0.0476,1.0,0.0,0.0063,0.0045,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387,0.0215,0.0036,0.0,0.0,0.0027,0.0639,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0061,0.0,0.0,0.0,0.0,0.0069,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.1121,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0602,0.0,0.0,0.0,0.0,0.0534,0.0,0.0002,0.0,0.0558,0.0824,0.0,0.0,0.1144,0.0,0.0,0.0,0.0,0.0,0.0164,0.0959,0.0,0.0,0.0,0.0183,0.1028,0.0079,0.1322,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.001,0.0225,0.0,0.0
6435,0.044000000000000004,0.0141,0.0,1.0,0.0,0.0,0.0428,0.0,0.0,0.0019,0.0,0.0657,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0384,0.0026,0.0107,0.0,0.0356,0.0,0.0265,0.0,0.0415,0.0,0.0204,0.1035,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0068,0.0184,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0419,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0,0.001,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0206,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0265,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0102,0.0143,0.0045,0.0,0.0,0.0,0.0056,0.0039,0.0,0.0162,0.0,0.0
1449,0.0,0.0473,0.0063,0.0,1.0,0.1059,0.0,0.0078,0.036000000000000004,0.0,0.1403,0.0162,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.04,0.0014,0.0,0.0329,0.1295,0.0,0.0715,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0205,0.0253,0.0,0.0,0.0,0.0,0.0089,0.0232,0.0,0.0751,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0092,0.0258,0.0036,0.0,0.0446,0.0,0.0136,0.0108,0.0577,0.0,0.2096,0.0262,0.0863,0.0,0.0,0.0,0.0,0.0,0.13699999999999998,0.0183,0.0,0.0,0.0,0.0309,0.0627,0.0426,0.092,0.0,0.035,0.0,0.0176,0.0,0.0,0.0,0.0,0.0915,0.0,0.024,0.0158,0.0093,0.0,0.0172
13341,0.0,0.0,0.0045,0.0,0.1059,1.0,0.0,0.0369,0.0336,0.0,0.1089,0.0,0.0,0.0,0.0135,0.0068,0.0,0.0,0.0332,0.0494,0.0,0.0,0.0,0.1296,0.0,0.0689,0.0,0.0494,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0452,0.023,0.0282,0.0,0.0246,0.0,0.0,0.0926,0.0,0.0043,0.0,0.0,0.0522,0.0065,0.0,0.0,0.0061,0.0,0.0,0.0,0.0468,0.0251,0.013999999999999999,0.0362,0.0006,0.0495,0.1201,0.0253,0.0406,0.0,0.0025,0.0596,0.0303,0.0,0.1702,0.0261,0.0,0.0,0.0,0.0413,0.0167,0.0253,0.0268,0.0419,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0706,0.0,0.0,0.0085,0.0714,0.0073,0.0
6375,0.0167,0.0094,0.0175,0.0428,0.0,0.0,1.0,0.0,0.0,0.0191,0.0,0.0192,0.0212,0.0266,0.0214,0.0,0.0,0.0,0.0,0.0,0.0343,0.0322,0.0025,0.0,0.0167,0.0012,0.0366,0.0,0.0299,0.0156,0.0,0.064,0.0103,0.0048,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0264,0.0,0.0,0.0,0.0,0.0,0.0506,0.0,0.0318,0.0,0.0,0.0166,0.0155,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0465,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0438,0.0,0.0,0.0117,0.0,0.0088,0.0167,0.0,0.0027,0.0914,0.01,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,0.0199,0.0,0.0073
11228,0.0,0.0,0.0,0.0,0.0078,0.0369,0.0,1.0,0.0,0.0493,0.0229,0.0,0.031,0.0,0.0724,0.0033,0.0225,0.0377,0.0743,0.0,0.0094,0.0,0.0048,0.0,0.0061,0.0281,0.067,0.0254,0.0085,0.0237,0.0,0.0409,0.0,0.0,0.0204,0.0693,0.0,0.0,0.0,0.0,0.0,0.0546,0.0149,0.1167,0.0,0.0483,0.0204,0.0,0.0072,0.0,0.0,0.0,0.0,0.0324,0.026000000000000002,0.0,0.0,0.0205,0.0448,0.0,0.0094,0.0307,0.1016,0.0,0.0,0.0,0.0247,0.0232,0.0,0.0,0.0,0.0043,0.0,0.009000000000000001,0.0,0.0374,0.0149,0.0075,0.0,0.0503,0.0654,0.006,0.0,0.0095,0.0,0.0,0.0,0.0356,0.0057,0.0,0.0,0.0288,0.0168,0.0,0.0,0.0,0.034,0.0907,0.0208
4029,0.0,0.0,0.0,0.0,0.036000000000000004,0.0336,0.0,0.0,1.0,0.0255,0.0417,0.0014,0.0,0.12,0.1579,0.0192,0.0194,0.0023,0.0779,0.177,0.004,0.0102,0.0155,0.0597,0.0,0.0694,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1942,0.0,0.0,0.0,0.1819,0.0099,0.1395,0.0,0.0782,0.0148,0.0695,0.0,0.0,0.0339,0.0229,0.0098,0.0,0.0,0.0581,0.0105,0.0,0.0,0.069,0.0216,0.0,0.0113,0.0473,0.0454,0.0,0.1929,0.0,0.0183,0.0,0.1835,0.0,0.0,0.0384,0.006,0.0315,0.009000000000000001,0.0575,0.0,0.0,0.0,0.0639,0.0547,0.0202,0.0,0.0273,0.166,0.0,0.0359,0.0104,0.0246,0.0,0.0,0.0128,0.0088,0.0,0.0,0.1238,0.0402,0.1709,0.0
