,13700,7065,2019,6435,1449,13341,6375,11228,4029,6335,2547,7875,3532,3439,8151,2285,5597,14225,9778,8530,6742,7435,1447,1209,11687,10247,8551,9225,8762,2184,1722,2086,4199,7974,6136,4839,5878,4093,7257,4383,4605,10867,6304,5439,3170,11399,5786,3735,1075,2220,3121,9882,10519,15414,4885,5047,4494,10453,10016,2111,2574,6066,1440,12635,8253,12726,3413,4640,7154,5046,5125,1988,6565,14824,17120,1161,5518,8247,8823,12138,4423,8898,8455,12850,6649,8479,4321,3144,7985,15267,27914,12141,1078,9850,11465,11506,7881
13700,1.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0311,0.0,0.0,0.03,0.0061,0.0,0.0,0.0,0.0,0.0,0.0205,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0201,0.0,0.0,0.0105,0.0,0.0,0.0,0.0009,0.0377,0.0,0.0022,0.0057,0.0,0.044000000000000004,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0116,0.0,0.0051,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0118,0.0,0.0083,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0029
7065,0.0,1.0,0.0612,0.0,0.0695,0.0,0.0343,0.0,0.0,0.0,0.0838,0.0,0.0,0.0219,0.0,0.0,0.0196,0.0151,0.0173,0.0007,0.0853,0.0,0.0455,0.0,0.0,0.0043,0.0398,0.0,0.0219,0.0,0.0097,0.0036,0.0,0.0,0.10300000000000001,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.0456,0.0009,0.0907,0.0183,0.0,0.0,0.0,0.0,0.0373,0.0,0.0726,0.0096,0.0497,0.0078,0.0049,0.0384,0.0,0.0,0.0,0.0432,0.0188,0.0,0.0123,0.0391,0.0,0.0463,0.0225,0.0275,0.0159,0.0,0.0,0.0,0.0051,0.032,0.0029,0.0958,0.0698,0.0,0.0155,0.0715,0.0054,0.0,0.0011,0.0018,0.0066,0.0311,0.0,0.0518,0.0,0.0176,0.0146,0.0,0.0
2019,0.0,0.0612,1.0,0.0,0.0418,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0051,0.0,0.0,0.0575,0.1019,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0119,0.0,0.0787,0.0,0.004,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484,0.0,0.0127,0.0085,0.0238,0.0805,0.0,0.0,0.09300000000000001,0.0,0.0,0.0248,0.0,0.0,0.0466,0.0984,0.0,0.0,0.0,0.0,0.0576,0.0291,0.0712,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0037,0.0097,0.0,0.0854,0.0,0.0065,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0173,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,0.0084,0.0695,0.0418,0.0,1.0,0.1122,0.0131,0.0087,0.0396,0.0,0.1687,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0594,0.2005,0.0,0.0929,0.0299,0.1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0371,0.0,0.0,0.0007,0.0308,0.0222,0.0,0.0,0.0,0.0061,0.1069,0.0,0.1116,0.0901,0.0045,0.0,0.0,0.0201,0.0187,0.0,0.0,0.0,0.0596,0.0,0.0,0.0844,0.0,0.0217,0.0275,0.043,0.012,0.265,0.0334,0.1362,0.0,0.0,0.0,0.0,0.0,0.1532,0.1164,0.0069,0.0,0.0,0.0,0.0677,0.0536,0.1061,0.0858,0.028999999999999998,0.0,0.0028,0.0,0.0,0.0,0.0,0.1018,0.0,0.0222,0.08800000000000001,0.0,0.0021,0.0241
13341,0.0,0.0,0.0294,0.0,0.1122,1.0,0.0,0.0386,0.0315,0.0,0.0718,0.0,0.0,0.0008,0.0118,0.0,0.0,0.0,0.0,0.0,0.1019,0.0,0.0213,0.0071,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0149,0.0,0.0,0.0,0.0435,0.0,0.0489,0.028999999999999998,0.0,0.0,0.0,0.0559,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0501,0.0122,0.0,0.0415,0.0075,0.0477,0.1055,0.0125,0.0513,0.0,0.0107,0.0461,0.0,0.0,0.1508,0.0345,0.0,0.0,0.0,0.0183,0.0,0.0095,0.0,0.0618,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0551,0.0,0.0,0.0848,0.0,0.0221,0.0
6375,0.0,0.0343,0.0,0.0,0.0131,0.0,1.0,0.0,0.0,0.0146,0.0028,0.0066,0.0255,0.0266,0.0269,0.0022,0.0,0.0,0.0224,0.0343,0.0,0.0071,0.0151,0.0068,0.0,0.0067,0.0431,0.0,0.0803,0.0159,0.0,0.0542,0.0,0.0,0.0433,0.0,0.0062,0.0338,0.011000000000000001,0.0,0.0,0.0069,0.0,0.0257,0.063,0.0,0.004,0.0128,0.0,0.0,0.0,0.0,0.0324,0.0,0.0,0.0,0.0419,0.0,0.0,0.0253,0.0054,0.0036,0.0,0.0,0.0,0.0,0.0078,0.0,0.0471,0.0,0.0152,0.0238,0.021,0.0,0.0,0.0122,0.0366,0.031,0.0,0.0581,0.0,0.0037,0.0141,0.003,0.0224,0.1304,0.0008,0.0605,0.0,0.0168,0.0,0.0447,0.0,0.0076,0.0547,0.0049,0.0
11228,0.0311,0.0,0.0,0.0,0.0087,0.0386,0.0,1.0,0.0,0.0697,0.0,0.0068,0.0065,0.0,0.0642,0.0,0.0264,0.0228,0.0104,0.0134,0.0071,0.0,0.0,0.0314,0.0456,0.0301,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0219,0.0032,0.0064,0.0232,0.0,0.0098,0.0442,0.0341,0.0578,0.0,0.0616,0.0362,0.0,0.0179,0.0106,0.0,0.0,0.0,0.0426,0.0226,0.0,0.0,0.0,0.0322,0.0,0.0206,0.0338,0.1043,0.0,0.0,0.0,0.0254,0.0227,0.0,0.0218,0.0,0.044000000000000004,0.0,0.0259,0.0,0.064,0.0123,0.0149,0.0,0.0361,0.05,0.0,0.0,0.0324,0.0,0.0,0.0158,0.0,0.0025,0.0,0.0168,0.011000000000000001,0.0176,0.0,0.0,0.0,0.0,0.0817,0.0247
4029,0.0,0.0,0.0,0.0,0.0396,0.0315,0.0,0.0,1.0,0.0546,0.039,0.0,0.0,0.1267,0.1466,0.0107,0.0054,0.0258,0.0,0.0088,0.0304,0.0,0.028999999999999998,0.0,0.0137,0.0123,0.0,0.0,0.0,0.0,0.0251,0.0,0.0,0.024,0.0,0.0,0.0,0.1886,0.0095,0.1455,0.0024,0.0,0.0,0.0844,0.0626,0.0,0.0447,0.0169,0.0405,0.0,0.0,0.0387,0.0,0.0,0.0,0.0,0.0246,0.0079,0.0,0.0461,0.0631,0.0,0.2004,0.0,0.0113,0.0065,0.2074,0.0764,0.0,0.0253,0.0,0.0,0.0,0.0342,0.0524,0.0125,0.0,0.0466,0.0251,0.0,0.0,0.0299,0.1886,0.002,0.0014,0.0194,0.0132,0.0203,0.0167,0.0104,0.0303,0.0,0.0,0.1974,0.0,0.1521,0.0
