,12141,12138,1722,12635,12850,3144,3413,13700,14225,3897,4199,17120,5046,5047,6066,6335,8479,8551,1602,9465,1690,11228,10499,5597,6435,8762,9850,2817,3170,4510,2403,2285,1078,7881,6104,8530,4321,6266,3532,8247,8455,7435,7257,3439,14824,11550,10519,8810,5439,7366,1440,8151,11465,4839,4058,3980,6375,2086,4093,1075,1209,11220,1230,4383,7085,4640,8030,8068,9225,9667,4885,4973,11506,7974,1678,2111,11456,6078,8358,5783,5786,10016,7154,11060,10407,1913,7065,3121,5125,6304,6565,27914,10867,6742,2019,3735,6730,10453,10247,4423,5518,6136,8823,3362,5878,1988,1449,7982,4605,9882,1447,6008,9778,8245,8253,6649,7875,1161,2220,10530,2574,11376,2547,7923,13341,4029,9783,11399,1487,8898,4213,12726,13510,15267,15414,16478,11687,2184,4494,11811
12141,1.0,0.0177,0.0,0.0381,0.0935,0.0,0.0,0.01,0.0157,0.0,0.0,0.0329,0.049,0.0402,0.055999999999999994,0.0306,0.0,0.0436,0.0,0.0104,0.1481,0.0,0.0509,0.0,0.0,0.0,0.0,0.0028,0.003,0.0,0.0,0.0322,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0684,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0035,0.0,0.0204,0.0,0.0,0.0197,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0178,0.0103,0.0,0.0,0.0,0.0312,0.0,0.0085,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,0.0218,0.0,0.0,0.0,0.0228,0.0,0.0039,0.0,0.0,0.0657,0.1207,0.0471,0.0,0.0,0.0,0.0,0.071,0.0089,0.0131,0.0026,0.0,0.0326,0.0,0.0,0.0,0.0,0.1432,0.0082,0.0174,0.0128,0.0,0.0,0.0,0.0,0.0,0.0155,0.0492,0.0,0.0365
12138,0.0177,1.0,0.0,0.1026,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0683,0.0089,0.0447,0.0,0.1187,0.0,0.0078,0.0166,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0057,0.0048,0.0,0.0,0.0,0.0,0.0224,0.0056,0.0069,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.0,0.0341,0.0,0.0,0.0008,0.0104,0.0,0.0311,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0408,0.0,0.0,0.0,0.0655,0.0,0.0074,0.0,0.0,0.2569,0.0733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.0,0.0,0.0,0.0,0.0311,0.0,0.0939,0.05,0.0,0.0073,0.0016,0.0,0.0119,0.0,0.0321,0.0213,0.0,0.0,0.0,0.0559,0.109,0.0817,0.0,0.1076,0.0,0.0159,0.0834,0.0,0.0,0.0,0.0,0.0,0.0007,0.0017,0.0062,0.1003,0.0,0.0093,0.0108,0.0714,0.0,0.0692,0.1711,0.0,0.0505,0.0159,0.0,0.0,0.0117,0.0703,0.0121,0.0,0.0193
1722,0.0,0.0,1.0,0.0,0.0,0.0257,0.0,0.0,0.0053,0.0222,0.0,0.0,0.0,0.0187,0.0,0.0073,0.0634,0.0,0.0035,0.0,0.0,0.0516,0.0,0.0817,0.0252,0.0305,0.0,0.0,0.0214,0.0127,0.0,0.0,0.0,0.0038,0.0167,0.0,0.0,0.0,0.0,0.0308,0.0,0.0203,0.0,0.0359,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0335,0.0462,0.0066,0.0078,0.0,0.0819,0.0152,0.0548,0.0,0.0796,0.0061,0.0,0.0215,0.0,0.0195,0.0,0.0351,0.0262,0.0,0.0,0.0,0.0396,0.0,0.0,0.0122,0.0203,0.0479,0.0,0.0426,0.0029,0.0,0.0557,0.0,0.0336,0.0354,0.0,0.0,0.0092,0.0,0.0069,0.0,0.0302,0.0,0.0022,0.0,0.0436,0.0245,0.0394,0.006999999999999999,0.0,0.0192,0.0,0.0738,0.0498,0.0056,0.0,0.0372,0.0141,0.0,0.0124,0.0,0.0,0.0,0.038,0.0,0.0,0.0028,0.0119,0.0222,0.0056,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0165,0.0511,0.0,0.0,0.0655,0.0097,0.0399,0.0,0.0,0.021,0.0
12635,0.0381,0.1026,0.0,1.0,0.0138,0.001,0.0,0.0121,0.0326,0.0,0.0,0.0529,0.0,0.0681,0.0,0.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0035,0.0176,0.0166,0.0,0.0,0.0111,0.0,0.0083,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0108,0.0114,0.0,0.0031,0.0061,0.0034,0.0,0.0,0.0118,0.0,0.0391,0.0,0.0164,0.0206,0.0032,0.0064,0.0212,0.0,0.0,0.0,0.0767,0.0,0.0,0.0,0.0,0.0726,0.032,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0119,0.0574,0.0,0.0019,0.0,0.0,0.0147,0.0,0.0546,0.0371,0.0,0.0001,0.0,0.0,0.0353,0.0,0.0284,0.0208,0.0,0.0,0.0,0.0,0.1183,0.0162,0.0234,0.0712,0.0009,0.0119,0.08199999999999999,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0402,0.0,0.0543,0.0126,0.0616,0.0146,0.076,0.1302,0.0,0.0339,0.0708,0.0063,0.0,0.0,0.0891,0.0042,0.0406,0.0499
12850,0.0935,0.0,0.0,0.0138,1.0,0.0,0.0,0.0494,0.0058,0.0,0.0,0.0111,0.0008,0.0058,0.0,0.0324,0.0,0.0,0.0373,0.0,0.0455,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0658,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0032,0.0,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.0064,0.005,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0441,0.0218,0.0662,0.0,0.0,0.0,0.0,0.0345,0.0,0.0054,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0025,0.0476,0.0463,0.005,0.0,0.0,0.0,0.0045,0.0332,0.0192,0.021,0.0,0.0483,0.0669,0.0,0.0,0.0,0.0023,0.0684,0.0,0.0,0.0,0.0296,0.0,0.0,0.0006,0.0,0.0,0.0,0.0067,0.0357
3144,0.0,0.0001,0.0257,0.001,0.0,1.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0314,0.042,0.0086,0.1501,0.0382,0.0208,0.0062,0.0288,0.0,0.0,0.0702,0.0272,0.0,0.026000000000000002,0.0,0.0029,0.0227,0.0,0.0,0.0148,0.0348,0.0085,0.0246,0.0,0.0,0.0,0.0738,0.0035,0.0175,0.0027,0.0093,0.0,0.0174,0.0179,0.018000000000000002,0.0,0.0284,0.0358,0.0,0.1181,0.0745,0.013000000000000001,0.0187,0.0173,0.1071,0.0361,0.0,0.0389,0.0,0.0,0.0,0.0117,0.0028,0.0,0.0274,0.0,0.0158,0.0,0.0049,0.0119,0.0,0.0028,0.0743,0.0,0.1038,0.0,0.0182,0.0178,0.0,0.0302,0.0208,0.0,0.0384,0.0155,0.0364,0.0,0.0,0.0,0.0103,0.0,0.0,0.0523,0.0011,0.0237,0.0023,0.0053,0.0293,0.0,0.1344,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0381,0.0147,0.0256,0.0,0.0145,0.0,0.0371,0.0,0.0591,0.0,0.0169,0.0084,0.025,0.0,0.0,0.018000000000000002,0.0,0.0,0.0284,0.0,0.0508,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0595,0.0
3413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1544,0.0,0.0,0.0132,0.0279,0.0,0.0,0.0,0.0,0.0,0.1083,0.0,0.0675,0.0,0.0063,0.0,0.0,0.1257,0.0403,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.0,0.0056,0.0,0.1453,0.0,0.0,0.1148,0.0211,0.2182,0.0018,0.1098,0.0291,0.0937,0.1121,0.1041,0.0126,0.0,0.0,0.0,0.0148,0.0,0.125,0.1179,0.0,0.0,0.0216,0.1115,0.0212,0.0049,0.0691,0.0,0.0005,0.0,0.0,0.0,0.0407,0.1163,0.0,0.0,0.0,0.0,0.032,0.0382,0.0,0.0113,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0178,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0024,0.0,0.0018,0.0028,0.0,0.1312,0.0,0.0,0.0,0.0182,0.0,0.006,0.0,0.0,0.0,0.0132,0.0106,0.0,0.0,0.0029
13700,0.01,0.0,0.0,0.0121,0.0494,0.0204,0.0,1.0,0.0,0.0,0.025,0.0,0.0,0.0335,0.0238,0.0,0.0204,0.0,0.0546,0.0211,0.0241,0.0,0.0191,0.0109,0.0431,0.0,0.0,0.0116,0.0164,0.0,0.0,0.0119,0.0263,0.0411,0.0,0.0787,0.0289,0.0305,0.0061,0.0516,0.0,0.0659,0.0,0.01,0.0,0.0,0.0655,0.0134,0.0289,0.0193,0.0138,0.0082,0.0566,0.0403,0.0441,0.0,0.0,0.1215,0.0,0.0,0.0291,0.0,0.0,0.0,0.0184,0.0,0.0,0.0047,0.0,0.0137,0.0092,0.0,0.0083,0.0,0.0004,0.0578,0.0,0.0148,0.0573,0.0,0.0,0.0278,0.0015,0.0,0.0211,0.0589,0.0069,0.0133,0.0045,0.0565,0.0233,0.0,0.0051,0.0,0.0097,0.0346,0.0404,0.0,0.0,0.0128,0.0365,0.0365,0.0,0.0,0.0,0.0713,0.0279,0.0,0.0,0.0,0.0149,0.0014,0.027999999999999997,0.0,0.0118,0.0151,0.0152,0.0116,0.071,0.0324,0.0441,0.0619,0.023,0.0053,0.0008,0.0029,0.0,0.0537,0.0075,0.0,0.0279,0.0012,0.0,0.0329,0.0432,0.0,0.0,0.0021,0.0,0.0
14225,0.0157,0.0,0.0053,0.0326,0.0058,0.0,0.0,0.0,1.0,0.0,0.0,0.0214,0.0158,0.0211,0.0,0.0744,0.0427,0.0,0.0,0.0,0.021,0.0378,0.0029,0.0,0.0,0.0,0.0121,0.0175,0.0,0.0,0.0,0.0,0.0,0.0279,0.0087,0.0,0.0174,0.0,0.0,0.0153,0.0474,0.0,0.0,0.0261,0.0267,0.0078,0.0221,0.0,0.0,0.0116,0.0309,0.0073,0.0,0.0087,0.0,0.0039,0.0,0.0,0.0365,0.0,0.0,0.013000000000000001,0.0087,0.0517,0.0204,0.0,0.0236,0.0393,0.0,0.0,0.0,0.0121,0.0859,0.0131,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0.0,0.0,0.0,0.0,0.0236,0.0,0.0,0.0938,0.0,0.0,0.078,0.015,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0034,0.0076,0.0233,0.0,0.0181,0.0124,0.0361,0.0242,0.084,0.0282,0.0,0.0424,0.0117,0.0,0.0257,0.0,0.0435,0.0031,0.0,0.0,0.0353,0.0139,0.0,0.0009,0.0577,0.0256,0.0,0.0,0.0,0.0186,0.0023,0.0,0.0723,0.0603,0.0,0.0,0.0043,0.1521,0.0303,0.0
