,12141,12138,1722,12635,12850,3144,3413,13700,14225,3897,4199,17120,5046,5047,16245,6066,6335,8479,8551,1602,9465,1690,11228,10499,5597,6502,6435,8762,9850,2817,3170,4510,2403,2285,1078,7881,6104,8530,4321,6266,3532,8247,8455,7435,7257,3439,14824,11550,10519,8810,5439,1440,7985,8151,11465,4839,4058,3980,6375,2086,4093,1075,11220,1230,4383,7085,4640,8030,9225,9667,4885,4973,11506,7974,1678,2111,6078,8358,5783,5786,10016,7154,11060,10407,1913,7065,3121,5125,6304,6565,27914,10867,6742,2019,3735,6730,10453,10247,4423,5256,5518,6136,8823,3362,5878,1988,1449,7982,4605,9882,1447,6008,9778,8253,6649,7875,1161,2220,10530,2574,11376,2547,7923,13341,4029,9783,11399,1487,8898,4213,12726,13510,15267,15414,16478,11687,2184,4494,11811
12141,1.0,0.0,0.0,0.0498,0.1052,0.0,0.0,0.0,0.0272,0.0,0.0,0.0,0.0701,0.0,0.0,0.0,0.0,0.017,0.0688,0.032,0.0319,0.1269,0.0,0.031,0.01,0.0,0.0076,0.0412,0.0,0.006999999999999999,0.0161,0.0,0.0,0.0164,0.0,0.0072,0.0308,0.0183,0.0224,0.0061,0.0521,0.0233,0.0,0.015,0.0029,0.0206,0.0,0.0,0.0209,0.0,0.0,0.0,0.0134,0.0,0.0536,0.0,0.0,0.0649,0.0349,0.0114,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0326,0.061,0.0,0.0,0.0014,0.0,0.0195,0.0404,0.0,0.0066,0.06,0.0,0.0114,0.0561,0.0437,0.0,0.0,0.0127,0.0,0.0,0.0259,0.0782,0.0,0.0219,0.0267,0.0554,0.0933,0.0131,0.0139,0.0144,0.0,0.0,0.0,0.0,0.0217,0.0116,0.0645,0.0394,0.0,0.0184,0.0326,0.1021,0.0,0.0099,0.0,0.0,0.0,0.0,0.004,0.0,0.0013,0.1267,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0006,0.0,0.0829,0.0331,0.0338
12138,0.0,1.0,0.0038,0.0541,0.0,0.0008,0.0,0.0182,0.0,0.0,0.0,0.0095,0.0,0.0,0.0331,0.0324,0.0,0.0,0.0131,0.0115,0.0,0.0,0.0,0.0246,0.0241,0.0,0.0,0.0,0.0215,0.0,0.0444,0.0,0.0062,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0152,0.0,0.006,0.0,0.0669,0.0415,0.0,0.0,0.0164,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0265,0.0,0.0,0.0,0.0141,0.01,0.0256,0.0,0.0437,0.0,0.0017,0.0,0.0984,0.0579,0.0,0.0,0.0245,0.0505,0.0036,0.0,0.031,0.0632,0.0,0.0225,0.0325,0.0,0.0,0.0804,0.0,0.0,0.0,0.0,0.0,0.0,0.1087,0.0676,0.034,0.004,0.0,0.0,0.0417,0.0,0.0341,0.0338,0.0,0.0,0.0,0.0,0.0897,0.0819,0.0011,0.0,0.0143,0.0,0.0336,0.0386,0.0055,0.0,0.0009,0.0,0.0,0.0,0.0083,0.0,0.0,0.0429,0.0092,0.0727,0.0408,0.0981,0.0796,0.0,0.0378,0.0,0.0018,0.0,0.0,0.0493,0.0,0.0463,0.0248
1722,0.0,0.0038,1.0,0.0,0.0,0.087,0.0237,0.0,0.0109,0.0245,0.0,0.0,0.0121,0.0,0.0,0.0,0.0596,0.0723,0.0183,0.0179,0.0,0.0,0.0017,0.0,0.0771,0.0234,0.0034,0.0,0.0081,0.0075,0.0176,0.0622,0.0046,0.0029,0.0057,0.0228,0.0473,0.0,0.0071,0.0279,0.0283,0.0519,0.0117,0.0024,0.0162,0.0334,0.0,0.0166,0.0,0.0441,0.054000000000000006,0.0,0.0,0.0764,0.0238,0.0,0.0412,0.0104,0.0,0.0,0.0504,0.0,0.0,0.0108,0.0196,0.0258,0.0,0.0019,0.0,0.0001,0.0,0.0122,0.0535,0.0295,0.0353,0.0283,0.0753,0.0151,0.0313,0.0,0.0,0.0191,0.0,0.0,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0656,0.0,0.0069,0.0,0.0211,0.0,0.0324,0.0,0.0102,0.013999999999999999,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.0207,0.0102,0.0,0.0101,0.0122,0.0564,0.0,0.0,0.0779,0.0,0.02,0.0,0.0,0.0,0.0,0.0498,0.0,0.0504,0.0221,0.0064,0.034,0.0,0.0,0.0019,0.0
12635,0.0498,0.0541,0.0,1.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.084,0.0,0.0,0.0,0.0112,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0379,0.0,0.0036,0.0107,0.0,0.0,0.0158,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868,0.0,0.0,0.0,0.0328,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0259,0.0792,0.0082,0.0,0.018000000000000002,0.0,0.0,0.044000000000000004,0.0,0.0,0.0405,0.0082,0.0281,0.0,0.0598,0.0415,0.005,0.0,0.0174,0.0,0.0749,0.0007,0.0192,0.0095,0.0,0.0,0.0022,0.0,0.0331,0.0493,0.0,0.0134,0.0981,0.019,0.0,0.0,0.0,0.0,0.0294,0.0014,0.0,0.0,0.0,0.0,0.0,0.0211,0.0,0.0733,0.0336,0.0542,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0816,0.0011,0.0072,0.2066
12850,0.1052,0.0,0.0,0.0073,1.0,0.0,0.0,0.0319,0.0124,0.0,0.0,0.0,0.0305,0.0,0.0,0.0,0.0178,0.0,0.0186,0.0697,0.0318,0.0,0.0,0.0216,0.002,0.0038,0.0,0.0,0.0,0.0,0.0036,0.0,0.0288,0.0,0.0422,0.0,0.0,0.0356,0.0,0.0024,0.0029,0.0,0.0,0.0088,0.0235,0.0102,0.0289,0.0,0.011000000000000001,0.0108,0.0,0.0,0.0035,0.0,0.0119,0.0,0.0,0.0,0.0119,0.0374,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0695,0.0,0.0,0.0,0.0,0.0,0.0085,0.0362,0.0,0.0481,0.0,0.0127,0.0383,0.0067,0.0889,0.0,0.0416,0.0026,0.0039,0.0485,0.0184,0.0,0.0184,0.0,0.0,0.0386,0.0191,0.0108,0.0015,0.0113,0.0327,0.0052,0.0,0.0,0.0085,0.0251,0.0045,0.0,0.0,0.0,0.0079,0.0172,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.051,0.0289,0.0227,0.0237,0.0267,0.0,0.0104,0.0,0.0,0.0,0.0054,0.0101,0.0355
3144,0.0,0.0008,0.087,0.0,0.0,1.0,0.0005,0.006999999999999999,0.0486,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,0.0275,0.1933,0.0462,0.049,0.0,0.0068,0.0,0.0,0.0643,0.0051,0.0,0.0107,0.016,0.0,0.0709,0.0327,0.0241,0.0,0.0,0.0057,0.0196,0.0345,0.0,0.0195,0.0,0.062,0.0,0.0,0.0156,0.0048,0.0,0.0,0.0,0.0037,0.0247,0.0072,0.0,0.0127,0.055,0.0,0.0,0.0208,0.0587,0.0079,0.0149,0.0,0.0,0.0095,0.0,0.0135,0.0,0.002,0.0,0.0074,0.0,0.0,0.0224,0.0103,0.0,0.0804,0.0374,0.0,0.0,0.0,0.0,0.0426,0.0232,0.015,0.0,0.0,0.0033,0.002,0.018000000000000002,0.0,0.0,0.009000000000000001,0.0,0.0186,0.0032,0.0051,0.0,0.0476,0.021,0.0123,0.0226,0.0,0.0,0.0193,0.0,0.0803,0.0,0.0,0.0,0.0047,0.0204,0.0,0.0411,0.0,0.0,0.0204,0.0,0.0,0.0,0.0196,0.0066,0.0,0.0122,0.0,0.0214,0.0,0.0034,0.0,0.0,0.0331,0.0,0.0149,0.0007,0.0084,0.0,0.0,0.0315,0.0,0.0
3413,0.0,0.0,0.0237,0.0,0.0,0.0005,1.0,0.0,0.0296,0.1018,0.0,0.0144,0.0192,0.0,0.0437,0.0,0.0379,0.0118,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747,0.0,0.0497,0.0,0.0495,0.0192,0.0,0.0,0.0,0.0412,0.0251,0.0,0.0,0.0377,0.1819,0.0,0.0211,0.1675,0.0491,0.0869,0.0205,0.2522,0.057999999999999996,0.2201,0.0078,0.1173,0.0,0.0091,0.0094,0.0044,0.0,0.0,0.192,0.055,0.0,0.0378,0.0996,0.0165,0.037000000000000005,0.0,0.0,0.0,0.0,0.0228,0.0919,0.1072,0.0334,0.0515,0.0,0.024,0.0,0.0646,0.0,0.0,0.0134,0.0,0.0,0.0185,0.0,0.0,0.0074,0.0,0.0613,0.0376,0.046,0.0,0.0667,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0507,0.0,0.0,0.0249,0.0362,0.0704,0.0252,0.0751,0.0282,0.0,0.0,0.0369,0.0,0.0,0.0,0.0,0.0,0.0174,0.0042,0.0007,0.0684,0.0178,0.2072,0.0566,0.0176,0.0417,0.0594,0.0358,0.0371,0.192,0.0038,0.0,0.0654,0.0404,0.0,0.0212,0.0021
13700,0.0,0.0182,0.0,0.0,0.0319,0.006999999999999999,0.0,1.0,0.0173,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0389,0.0,0.0026,0.0,0.0,0.0108,0.0,0.0,0.0102,0.0,0.0,0.0136,0.0081,0.02,0.0,0.0257,0.0,0.0,0.0197,0.0106,0.0327,0.0062,0.0074,0.0,0.0631,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.018000000000000002,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.0081,0.0,0.0,0.0144,0.0187,0.0062,0.0295,0.0,0.0003,0.0,0.039,0.035,0.0,0.0026,0.0,0.0,0.002,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0033,0.0299,0.0149,0.0,0.0427,0.0,0.0057,0.0,0.0,0.0,0.0,0.0247,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.027000000000000003,0.0
14225,0.0272,0.0,0.0109,0.0,0.0124,0.0486,0.0296,0.0173,1.0,0.0,0.0,0.0,0.0555,0.006999999999999999,0.0,0.0,0.0,0.0027,0.086,0.025,0.0,0.0226,0.0012,0.0,0.0533,0.0,0.0,0.0028,0.0,0.0119,0.0486,0.0,0.0028,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0101,0.038,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0449,0.0,0.0182,0.0,0.0153,0.0222,0.0,0.0272,0.0216,0.0085,0.0,0.0377,0.0,0.0,0.0061,0.0,0.0,0.0035,0.0431,0.0,0.0,0.0,0.0,0.0154,0.0393,0.0,0.022000000000000002,0.0104,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0151,0.0184,0.017,0.0,0.0531,0.0054,0.0216,0.0,0.0,0.0177,0.0,0.0,0.0098,0.0,0.0268,0.0038,0.044000000000000004,0.0185,0.0,0.0404,0.0,0.0231,0.039,0.0,0.0,0.0,0.0057,0.0127,0.0012,0.0384,0.0194,0.0419,0.0,0.0186,0.0,0.0,0.0017,0.0,0.0,0.0046,0.0,0.0213,0.0,0.0,0.0006,0.0,0.0,0.0,0.0377,0.0039,0.0,0.0,0.0,0.0199,0.0107,0.0013
