,12141,12138,12635,12850,3144,3413,13700,14225,3897,4199,17120,5046,5047,16245,6066,6335,8479,8551,1602,9465,1690,11228,10499,5597,6502,6435,8762,9850,2817,3170,4510,2403,2285,1078,7881,6104,8530,4321,6266,3532,8247,8455,7435,7257,3439,14824,11550,10519,8810,5439,7366,1440,7985,8151,11465,4839,4058,3980,6375,2086,4093,1075,1209,11220,1230,4383,7085,4640,8030,9225,9667,4885,4973,11506,7974,1678,2111,11456,6078,8358,5783,5786,10016,7154,11060,10407,1913,7065,3121,5125,6304,6565,27914,10867,6742,2019,3735,6730,10453,10247,4423,5256,5518,6136,8823,3362,5878,1988,1449,7982,4605,9882,1447,6008,9778,8245,8253,6649,7875,1161,2220,10530,2574,11376,2547,7923,13341,4029,9783,11399,1487,8898,4213,12726,13510,15267,15414,16478,11687,2184,4494,11811
12141,1.0,0.0134,0.0858,0.047,0.006999999999999999,0.0,0.0001,0.0423,0.0,0.0,0.0,0.0353,0.0,0.0,0.1618,0.0,0.0034,0.0314,0.0037,0.036000000000000004,0.1023,0.0,0.0285,0.0208,0.0,0.0084,0.027999999999999997,0.009000000000000001,0.0079,0.0,0.0,0.0056,0.0281,0.0,0.0,0.0,0.0036,0.0212,0.0177,0.046,0.0,0.0,0.0344,0.0006,0.0,0.0,0.0,0.0377,0.0,0.0,0.0,0.0,0.0137,0.0,0.022000000000000002,0.0244,0.0,0.0662,0.0327,0.0045,0.0,0.0,0.0171,0.0,0.0135,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,0.0041,0.0,0.0,0.0,0.0367,0.0,0.0239,0.0,0.0,0.0,0.0,0.0036,0.0241,0.0,0.0044,0.0546,0.0064,0.0112,0.0391,0.017,0.0,0.0,0.0,0.0,0.0216,0.006,0.067,0.0009,0.0303,0.0173,0.0677,0.0708,0.0,0.0,0.0008,0.009000000000000001,0.0,0.0,0.0,0.0166,0.0525,0.1152,0.0732,0.0,0.0,0.0049,0.0317,0.1261,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.1099,0.0202,0.0005,0.0137,0.0,0.0,0.0008,0.0238,0.0189,0.0,0.0874,0.0042,0.027999999999999997
12138,0.0134,1.0,0.0558,0.0,0.0,0.0002,0.0247,0.0,0.0,0.0,0.0839,0.0,0.0203,0.0314,0.0148,0.0,0.0,0.0124,0.0,0.0,0.0041,0.0,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0174,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0279,0.0,0.0044,0.0008,0.0,0.0,0.0383,0.0,0.0106,0.0172,0.0123,0.0,0.0213,0.0,0.0,0.0,0.0136,0.0,0.0528,0.0,0.0,0.0,0.0797,0.0426,0.0,0.0,0.0351,0.0395,0.0,0.0,0.0,0.0,0.067,0.0,0.0237,0.0121,0.0,0.0,0.0805,0.0,0.0,0.0199,0.0,0.0116,0.0,0.1028,0.0812,0.004,0.023,0.0,0.0,0.0128,0.0,0.0209,0.0155,0.0,0.0,0.0,0.0,0.0491,0.091,0.0002,0.0,0.0589,0.0,0.0228,0.0741,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0475,0.0,0.0351,0.0096,0.0667,0.0,0.0616,0.1188,0.0,0.0276,0.0078,0.0,0.0,0.0,0.0469,0.0,0.0065,0.0328
12635,0.0858,0.0558,1.0,0.0226,0.0,0.0,0.0,0.0205,0.0,0.0,0.0706,0.0216,0.0473,0.0534,0.059000000000000004,0.0,0.0,0.0041,0.0,0.0,0.0461,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0474,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0788,0.0139,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.003,0.0,0.0,0.0,0.0035,0.0,0.0,0.0467,0.0,0.0,0.0,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0293,0.0358,0.0087,0.0,0.0073,0.0,0.0,0.0357,0.0,0.0194,0.0426,0.0052,0.0,0.0,0.0761,0.0465,0.031,0.0074,0.0247,0.0,0.0707,0.0124,0.0381,0.0,0.0108,0.0,0.0151,0.0,0.0423,0.0351,0.0,0.001,0.0965,0.0358,0.0,0.0781,0.0,0.0,0.0298,0.051,0.0,0.0024,0.0,0.0,0.0475,0.0,0.0,0.0,0.0847,0.021,0.0657,0.0424,0.0,0.0049,0.0,0.0,0.0,0.0,0.057999999999999996,0.0315,0.0,0.1563
12850,0.047,0.0,0.0226,1.0,0.0,0.0,0.0265,0.0,0.0,0.0,0.0,0.0284,0.0,0.0,0.0773,0.0017,0.0,0.0,0.0527,0.0026,0.0021,0.0017,0.018000000000000002,0.0103,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0369,0.0,0.0,0.0129,0.0,0.0,0.0041,0.0,0.0,0.0,0.0024,0.0,0.0156,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0027,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0025,0.0,0.0411,0.0,0.0,0.0,0.0045,0.0,0.0025,0.0262,0.0,0.0154,0.0,0.0,0.0094,0.0,0.0477,0.0,0.0,0.0,0.0306,0.0279,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0068,0.0276,0.0,0.0174,0.0,0.0,0.0,0.0152,0.0544,0.0,0.0144,0.0,0.0,0.0,0.0069,0.0277,0.0,0.0,0.0257,0.0682,0.0,0.0,0.0,0.0013,0.0,0.0,0.0012,0.0018,0.0119,0.0,0.0056,0.0,0.0,0.0,0.0247,0.004,0.0504
3144,0.006999999999999999,0.0,0.0,0.0,1.0,0.0,0.0283,0.0451,0.013000000000000001,0.0161,0.0,0.0,0.0,0.0,0.0238,0.0359,0.1793,0.0404,0.0289,0.0,0.0018,0.0052,0.0,0.0597,0.0114,0.0,0.0026,0.0,0.0,0.0168,0.0529,0.0324,0.0,0.0,0.0,0.0016,0.0243,0.0104,0.0544,0.0,0.0489,0.0103,0.0,0.0298,0.0058,0.0,0.0,0.0,0.0,0.0051,0.0162,0.0037,0.0,0.0,0.0737,0.0784,0.0086,0.0112,0.0313,0.0495,0.0082,0.0042,0.0294,0.0,0.0,0.0122,0.0,0.0,0.0,0.0019,0.0006,0.0,0.0,0.013000000000000001,0.0,0.0,0.0752,0.0,0.0331,0.0,0.0,0.0,0.0,0.0367,0.0039,0.0269,0.0,0.0,0.0314,0.0072,0.0051,0.0,0.0,0.0133,0.0,0.0219,0.0028,0.0103,0.0,0.0409,0.0279,0.02,0.0292,0.0041,0.0,0.0037,0.0,0.0744,0.0,0.0,0.0,0.0,0.0429,0.0211,0.0482,0.0,0.0,0.0,0.0313,0.0,0.0,0.0205,0.0137,0.0193,0.0,0.0211,0.0,0.0014,0.0,0.0,0.0053,0.0,0.0348,0.0,0.0,0.0,0.003,0.0,0.0,0.0206,0.0,0.0
3413,0.0,0.0002,0.0,0.0,0.0,1.0,0.0,0.0,0.1637,0.0,0.0499,0.0,0.0367,0.0728,0.0,0.0232,0.0,0.0009,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602,0.0,0.0,0.0,0.0561,0.0107,0.0,0.0,0.0,0.0097,0.0272,0.0,0.0,0.0456,0.1908,0.0,0.0,0.1203,0.0515,0.1693,0.003,0.2301,0.0343,0.2012,0.1714,0.0,0.1207,0.0,0.0372,0.0,0.0,0.0,0.0,0.1629,0.1633,0.0,0.0,0.0197,0.0997,0.0,0.0028,0.0,0.0,0.0,0.0,0.0301,0.0838,0.0982,0.0108,0.0634,0.0,0.0,0.01,0.0,0.07400000000000001,0.0188,0.0,0.0,0.0,0.0,0.0094,0.0,0.0049,0.0053,0.0,0.0526,0.0365,0.0524,0.0,0.0,0.0,0.0,0.0,0.0071,0.0009,0.0,0.0,0.0286,0.0,0.0,0.0142,0.0289,0.0864,0.0243,0.0462,0.0586,0.0232,0.0,0.0832,0.0371,0.0,0.0,0.0,0.0,0.0218,0.0456,0.006999999999999999,0.0405,0.0624,0.0045,0.2055,0.0588,0.0,0.0354,0.0737,0.02,0.0364,0.0063,0.0,0.0,0.0465,0.0283,0.0,0.0098,0.0
13700,0.0001,0.0247,0.0,0.0265,0.0283,0.0,1.0,0.0088,0.0,0.0,0.0214,0.0158,0.0208,0.0088,0.0164,0.0,0.0124,0.0154,0.0571,0.0,0.0146,0.0,0.0,0.0225,0.0,0.0096,0.0394,0.0,0.0,0.0,0.0,0.0416,0.0,0.0618,0.0051,0.0,0.1047,0.0053,0.0516,0.0049,0.0105,0.0,0.0277,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0249,0.0,0.0,0.0168,0.083,0.0,0.0,0.0131,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.032,0.0026,0.0,0.0,0.0,0.0047,0.0,0.1119,0.0,0.0,0.0,0.0009,0.0464,0.0051,0.0426,0.0,0.0539,0.0,0.1222,0.0541,0.0,0.0159,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0463,0.0062,0.0,0.0238,0.0079,0.0,0.0629,0.0088,0.0,0.0574,0.046,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0325,0.0083,0.0,0.0062,0.0085,0.0,0.0,0.0,0.0059,0.0045
14225,0.0423,0.0,0.0205,0.0,0.0451,0.0,0.0088,1.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0114,0.0,0.0,0.0819,0.0,0.0105,0.0148,0.0132,0.0,0.0233,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0051,0.0058,0.0005,0.0234,0.0,0.0,0.0,0.0,0.0,0.035,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0528,0.0149,0.0524,0.0,0.0241,0.0,0.0,0.039,0.0,0.0,0.0,0.0085,0.0,0.0027,0.0,0.0,0.0,0.0,0.0007,0.0009,0.0,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.1024,0.0124,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0744,0.0075,0.0,0.0273,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.0419,0.0215,0.0731,0.0,0.0079,0.0355,0.0,0.006,0.0,0.0,0.006999999999999999,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.0026,0.0,0.0,0.0005,0.0,0.0218,0.0036,0.0,0.0052,0.0,0.0422,0.0016,0.0027
3897,0.0,0.0,0.0,0.0,0.013000000000000001,0.1637,0.0,0.0,1.0,0.0031,0.0,0.0223,0.0505,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.1096,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0131,0.0,0.0,0.0654,0.1237,0.0005,0.0,0.3081,0.0,0.1681,0.0011,0.1781,0.0143,0.1813,0.1843,0.0,0.1004,0.009000000000000001,0.0361,0.0,0.0,0.0,0.0,0.1773,0.1527,0.0,0.0,0.0204,0.0912,0.0097,0.0072,0.0,0.0,0.0,0.0,0.07200000000000001,0.0692,0.139,0.0323,0.0,0.0153,0.0,0.0333,0.0113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0691,0.0,0.0,0.0014,0.0,0.001,0.013000000000000001,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0507,0.0,0.0,0.0357,0.0,0.1325,0.0076,0.0,0.0,0.0061,0.0165,0.0,0.0,0.0074,0.0,0.0398,0.0,0.0,0.0069,0.0
