,CUSIP,date,PERMNO,TICKER,gvkey
199,00130H10,3/31/03,76712,AES,24216
200,00130H10,6/30/03,76712,AES,24216
201,00130H10,9/30/03,76712,AES,24216
202,00130H10,12/31/03,76712,AES,24216
203,00130H10,3/31/04,76712,AES,24216
204,00130H10,6/30/04,76712,AES,24216
205,00130H10,9/30/04,76712,AES,24216
206,00130H10,12/31/04,76712,AES,24216
207,00130H10,3/31/05,76712,AES,24216
208,00130H10,6/30/05,76712,AES,24216
209,00130H10,9/30/05,76712,AES,24216
210,00130H10,12/31/05,76712,AES,24216
211,00130H10,3/31/06,76712,AES,24216
212,00130H10,6/30/06,76712,AES,24216
213,00130H10,9/30/06,76712,AES,24216
214,00130H10,12/31/06,76712,AES,24216
215,00130H10,3/31/07,76712,AES,24216
216,00130H10,6/30/07,76712,AES,24216
217,00130H10,9/30/07,76712,AES,24216
218,00130H10,12/31/07,76712,AES,24216
219,00130H10,3/31/08,76712,AES,24216
220,00130H10,6/30/08,76712,AES,24216
221,00130H10,9/30/08,76712,AES,24216
222,00130H10,12/31/08,76712,AES,24216
223,00130H10,3/31/09,76712,AES,24216
224,00130H10,6/30/09,76712,AES,24216
225,00130H10,9/30/09,76712,AES,24216
226,00130H10,12/31/09,76712,AES,24216
227,00130H10,3/31/10,76712,AES,24216
228,00130H10,6/30/10,76712,AES,24216
229,00130H10,9/30/10,76712,AES,24216
230,00130H10,12/31/10,76712,AES,24216
231,00130H10,3/31/11,76712,AES,24216
232,00130H10,6/30/11,76712,AES,24216
233,00130H10,9/30/11,76712,AES,24216
234,00130H10,12/31/11,76712,AES,24216
235,00130H10,3/31/12,76712,AES,24216
236,00130H10,6/30/12,76712,AES,24216
237,00130H10,9/30/12,76712,AES,24216
238,00130H10,12/31/12,76712,AES,24216
239,00130H10,3/31/13,76712,AES,24216
240,00130H10,6/30/13,76712,AES,24216
241,00130H10,9/30/13,76712,AES,24216
242,00130H10,12/31/13,76712,AES,24216
243,00130H10,3/31/14,76712,AES,24216
244,00130H10,6/30/14,76712,AES,24216
245,00130H10,9/30/14,76712,AES,24216
246,00130H10,12/31/14,76712,AES,24216
247,00130H10,3/31/15,76712,AES,24216
248,00130H10,6/30/15,76712,AES,24216
249,00130H10,9/30/15,76712,AES,24216
250,00130H10,12/31/15,76712,AES,24216
251,00130H10,3/31/16,76712,AES,24216
252,00130H10,6/30/16,76712,AES,24216
253,00130H10,9/30/16,76712,AES,24216
254,00130H10,12/31/16,76712,AES,24216
255,00130H10,3/31/17,76712,AES,24216
256,00130H10,6/30/17,76712,AES,24216
257,00130H10,9/30/17,76712,AES,24216
258,00130H10,12/31/17,76712,AES,24216
259,00130H10,3/31/18,76712,AES,24216
260,00130H10,6/30/18,76712,AES,24216
261,00130H10,9/30/18,76712,AES,24216
262,00130H10,12/31/18,76712,AES,24216
263,00130H10,3/31/19,76712,AES,24216
264,00130H10,6/30/19,76712,AES,24216
265,00130H10,9/30/19,76712,AES,24216
266,00130H10,12/31/19,76712,AES,24216
267,195750,3/31/83,10401,T,1581
268,195750,6/30/83,10401,T,1581
269,195750,9/30/83,10401,T,1581
270,195750,12/31/83,10401,T,1581
271,195750,3/31/84,10401,T,1581
272,195750,6/30/84,10401,T,1581
273,195750,9/30/84,10401,T,1581
274,195750,12/31/84,10401,T,1581
275,195750,3/31/85,10401,T,1581
276,195750,6/30/85,10401,T,1581
277,195750,9/30/85,10401,T,1581
278,195750,12/31/85,10401,T,1581
279,195750,3/31/86,10401,T,1581
280,195750,6/30/86,10401,T,1581
281,195750,9/30/86,10401,T,1581
282,195750,12/31/86,10401,T,1581
283,195750,3/31/87,10401,T,1581
284,195750,6/30/87,10401,T,1581
285,195750,9/30/87,10401,T,1581
286,195750,12/31/87,10401,T,1581
287,195750,3/31/88,10401,T,1581
288,195750,6/30/88,10401,T,1581
289,195750,9/30/88,10401,T,1581
290,195750,12/31/88,10401,T,1581
291,195750,3/31/89,10401,T,1581
292,195750,6/30/89,10401,T,1581
293,195750,9/30/89,10401,T,1581
294,195750,12/31/89,10401,T,1581
295,195750,3/31/90,10401,T,1581
296,195750,6/30/90,10401,T,1581
297,195750,9/30/90,10401,T,1581
298,195750,12/31/90,10401,T,1581
299,195750,3/31/91,10401,T,1581
300,195750,6/30/91,10401,T,1581
301,195750,9/30/91,10401,T,1581
302,195750,12/31/91,10401,T,1581
303,195750,3/31/92,10401,T,1581
304,195750,6/30/92,10401,T,1581
305,195750,9/30/92,10401,T,1581
306,195750,12/31/92,10401,T,1581
307,195750,3/31/93,10401,T,1581
308,195750,6/30/93,10401,T,1581
309,195750,9/30/93,10401,T,1581
310,195750,12/31/93,10401,T,1581
311,195750,3/31/94,10401,T,1581
312,195750,6/30/94,10401,T,1581
313,195750,9/30/94,10401,T,1581
314,195750,12/31/94,10401,T,1581
315,195750,3/31/95,10401,T,1581
316,195750,6/30/95,10401,T,1581
317,195750,9/30/95,10401,T,1581
318,195750,12/31/95,10401,T,1581
319,195750,3/31/96,10401,T,1581
320,195750,6/30/96,10401,T,1581
321,195750,9/30/96,10401,T,1581
322,195750,12/31/96,10401,T,1581
323,195750,3/31/97,10401,T,1581
324,195750,6/30/97,10401,T,1581
325,195750,9/30/97,10401,T,1581
326,195750,12/31/97,10401,T,1581
327,195750,3/31/98,10401,T,1581
328,195750,6/30/98,10401,T,1581
329,195750,9/30/98,10401,T,1581
330,195750,12/31/98,10401,T,1581
331,195750,3/31/99,10401,T,1581
332,195750,6/30/99,10401,T,1581
333,195750,9/30/99,10401,T,1581
334,195750,12/31/99,10401,T,1581
335,195750,3/31/00,10401,T,1581
336,195750,6/30/00,10401,T,1581
337,195750,9/30/00,10401,T,1581
338,195750,12/31/00,10401,T,1581
339,195750,3/31/01,10401,T,1581
340,195750,6/30/01,10401,T,1581
341,195750,9/30/01,10401,T,1581
342,195750,12/31/01,10401,T,1581
343,195750,3/31/02,10401,T,1581
344,195750,6/30/02,10401,T,1581
345,195750,9/30/02,10401,T,1581
346,195750,12/31/02,10401,T,1581
347,195750,3/31/03,10401,T,1581
348,195750,6/30/03,10401,T,1581
349,195750,9/30/03,10401,T,1581
350,195750,12/31/03,10401,T,1581
351,195750,3/31/04,10401,T,1581
352,195750,6/30/04,10401,T,1581
353,195750,9/30/04,10401,T,1581
354,195750,12/31/04,10401,T,1581
355,195750,3/31/05,10401,T,1581
356,195750,6/30/05,10401,T,1581
357,195750,9/30/05,10401,T,1581
358,00206R10,12/31/05,66093,T,9899
359,00206R10,3/31/06,66093,T,9899
360,00206R10,6/30/06,66093,T,9899
361,00206R10,9/30/06,66093,T,9899
362,00206R10,12/31/06,66093,T,9899
363,00206R10,3/31/07,66093,T,9899
364,00206R10,6/30/07,66093,T,9899
365,00206R10,9/30/07,66093,T,9899
366,00206R10,12/31/07,66093,T,9899
367,00206R10,3/31/08,66093,T,9899
368,00206R10,6/30/08,66093,T,9899
369,00206R10,9/30/08,66093,T,9899
370,00206R10,12/31/08,66093,T,9899
371,00206R10,3/31/09,66093,T,9899
372,00206R10,6/30/09,66093,T,9899
373,00206R10,9/30/09,66093,T,9899
374,00206R10,12/31/09,66093,T,9899
375,00206R10,3/31/10,66093,T,9899
376,00206R10,6/30/10,66093,T,9899
377,00206R10,9/30/10,66093,T,9899
378,00206R10,12/31/10,66093,T,9899
379,00206R10,3/31/11,66093,T,9899
380,00206R10,6/30/11,66093,T,9899
381,00206R10,9/30/11,66093,T,9899
382,00206R10,12/31/11,66093,T,9899
383,00206R10,3/31/12,66093,T,9899
384,00206R10,6/30/12,66093,T,9899
385,00206R10,9/30/12,66093,T,9899
386,00206R10,12/31/12,66093,T,9899
387,00206R10,3/31/13,66093,T,9899
388,00206R10,6/30/13,66093,T,9899
389,00206R10,9/30/13,66093,T,9899
390,00206R10,12/31/13,66093,T,9899
391,00206R10,3/31/14,66093,T,9899
392,00206R10,6/30/14,66093,T,9899
393,00206R10,9/30/14,66093,T,9899
394,00206R10,12/31/14,66093,T,9899
395,00206R10,3/31/15,66093,T,9899
396,00206R10,6/30/15,66093,T,9899
397,00206R10,9/30/15,66093,T,9899
398,00206R10,12/31/15,66093,T,9899
399,00206R10,3/31/16,66093,T,9899
400,00206R10,6/30/16,66093,T,9899
401,00206R10,9/30/16,66093,T,9899
402,00206R10,12/31/16,66093,T,9899
403,00206R10,3/31/17,66093,T,9899
404,00206R10,6/30/17,66093,T,9899
405,00206R10,9/30/17,66093,T,9899
406,00206R10,12/31/17,66093,T,9899
407,00206R10,3/31/18,66093,T,9899
408,00206R10,6/30/18,66093,T,9899
409,00206R10,9/30/18,66093,T,9899
410,00206R10,12/31/18,66093,T,9899
411,00206R10,3/31/19,66093,T,9899
412,00206R10,6/30/19,66093,T,9899
413,00206R10,9/30/19,66093,T,9899
414,00206R10,12/31/19,66093,T,9899
415,282410,9/30/62,20482,ABT,1078
416,282410,12/31/62,20482,ABT,1078
417,282410,3/31/63,20482,ABT,1078
418,282410,6/30/63,20482,ABT,1078
419,282410,9/30/63,20482,ABT,1078
420,282410,12/31/63,20482,ABT,1078
421,282410,3/31/64,20482,ABT,1078
422,282410,6/30/64,20482,ABT,1078
423,282410,9/30/64,20482,ABT,1078
424,282410,12/31/64,20482,ABT,1078
425,282410,3/31/65,20482,ABT,1078
426,282410,6/30/65,20482,ABT,1078
427,282410,9/30/65,20482,ABT,1078
428,282410,12/31/65,20482,ABT,1078
429,282410,3/31/66,20482,ABT,1078
430,282410,6/30/66,20482,ABT,1078
431,282410,9/30/66,20482,ABT,1078
432,282410,12/31/66,20482,ABT,1078
433,282410,3/31/67,20482,ABT,1078
434,282410,6/30/67,20482,ABT,1078
435,282410,9/30/67,20482,ABT,1078
436,282410,12/31/67,20482,ABT,1078
437,282410,3/31/68,20482,ABT,1078
438,282410,6/30/68,20482,ABT,1078
439,282410,9/30/68,20482,ABT,1078
440,282410,12/31/68,20482,ABT,1078
441,282410,3/31/69,20482,ABT,1078
442,282410,6/30/69,20482,ABT,1078
443,282410,9/30/69,20482,ABT,1078
444,282410,12/31/69,20482,ABT,1078
445,282410,3/31/70,20482,ABT,1078
446,282410,6/30/70,20482,ABT,1078
447,282410,9/30/70,20482,ABT,1078
448,282410,12/31/70,20482,ABT,1078
449,282410,3/31/71,20482,ABT,1078
450,282410,6/30/71,20482,ABT,1078
451,282410,9/30/71,20482,ABT,1078
452,282410,12/31/71,20482,ABT,1078
453,282410,3/31/72,20482,ABT,1078
454,282410,6/30/72,20482,ABT,1078
455,282410,9/30/72,20482,ABT,1078
456,282410,12/31/72,20482,ABT,1078
457,282410,3/31/73,20482,ABT,1078
458,282410,6/30/73,20482,ABT,1078
459,282410,9/30/73,20482,ABT,1078
460,282410,12/31/73,20482,ABT,1078
461,282410,3/31/74,20482,ABT,1078
462,282410,6/30/74,20482,ABT,1078
463,282410,9/30/74,20482,ABT,1078
464,282410,12/31/74,20482,ABT,1078
465,282410,3/31/75,20482,ABT,1078
466,282410,6/30/75,20482,ABT,1078
467,282410,9/30/75,20482,ABT,1078
468,282410,12/31/75,20482,ABT,1078
469,282410,3/31/76,20482,ABT,1078
470,282410,6/30/76,20482,ABT,1078
471,282410,9/30/76,20482,ABT,1078
472,282410,12/31/76,20482,ABT,1078
473,282410,3/31/77,20482,ABT,1078
474,282410,6/30/77,20482,ABT,1078
475,282410,9/30/77,20482,ABT,1078
476,282410,12/31/77,20482,ABT,1078
477,282410,3/31/78,20482,ABT,1078
478,282410,6/30/78,20482,ABT,1078
479,282410,9/30/78,20482,ABT,1078
480,282410,12/31/78,20482,ABT,1078
481,282410,3/31/79,20482,ABT,1078
482,282410,6/30/79,20482,ABT,1078
483,282410,9/30/79,20482,ABT,1078
484,282410,12/31/79,20482,ABT,1078
485,282410,3/31/80,20482,ABT,1078
486,282410,6/30/80,20482,ABT,1078
487,282410,9/30/80,20482,ABT,1078
488,282410,12/31/80,20482,ABT,1078
489,282410,3/31/81,20482,ABT,1078
490,282410,6/30/81,20482,ABT,1078
491,282410,9/30/81,20482,ABT,1078
492,282410,12/31/81,20482,ABT,1078
493,282410,3/31/82,20482,ABT,1078
494,282410,6/30/82,20482,ABT,1078
495,282410,9/30/82,20482,ABT,1078
496,282410,12/31/82,20482,ABT,1078
497,282410,3/31/83,20482,ABT,1078
498,282410,6/30/83,20482,ABT,1078
499,282410,9/30/83,20482,ABT,1078
500,282410,12/31/83,20482,ABT,1078
501,282410,3/31/84,20482,ABT,1078
502,282410,6/30/84,20482,ABT,1078
503,282410,9/30/84,20482,ABT,1078
504,282410,12/31/84,20482,ABT,1078
505,282410,3/31/85,20482,ABT,1078
506,282410,6/30/85,20482,ABT,1078
507,282410,9/30/85,20482,ABT,1078
508,282410,12/31/85,20482,ABT,1078
509,282410,3/31/86,20482,ABT,1078
510,282410,6/30/86,20482,ABT,1078
511,282410,9/30/86,20482,ABT,1078
512,282410,12/31/86,20482,ABT,1078
513,282410,3/31/87,20482,ABT,1078
514,282410,6/30/87,20482,ABT,1078
515,282410,9/30/87,20482,ABT,1078
516,282410,12/31/87,20482,ABT,1078
517,282410,3/31/88,20482,ABT,1078
518,282410,6/30/88,20482,ABT,1078
519,282410,9/30/88,20482,ABT,1078
520,282410,12/31/88,20482,ABT,1078
521,282410,3/31/89,20482,ABT,1078
522,282410,6/30/89,20482,ABT,1078
523,282410,9/30/89,20482,ABT,1078
524,282410,12/31/89,20482,ABT,1078
525,282410,3/31/90,20482,ABT,1078
526,282410,6/30/90,20482,ABT,1078
527,282410,9/30/90,20482,ABT,1078
528,282410,12/31/90,20482,ABT,1078
529,282410,3/31/91,20482,ABT,1078
530,282410,6/30/91,20482,ABT,1078
531,282410,9/30/91,20482,ABT,1078
532,282410,12/31/91,20482,ABT,1078
533,282410,3/31/92,20482,ABT,1078
534,282410,6/30/92,20482,ABT,1078
535,282410,9/30/92,20482,ABT,1078
536,282410,12/31/92,20482,ABT,1078
537,282410,3/31/93,20482,ABT,1078
538,282410,6/30/93,20482,ABT,1078
539,282410,9/30/93,20482,ABT,1078
540,282410,12/31/93,20482,ABT,1078
541,282410,3/31/94,20482,ABT,1078
542,282410,6/30/94,20482,ABT,1078
543,282410,9/30/94,20482,ABT,1078
544,282410,12/31/94,20482,ABT,1078
545,282410,3/31/95,20482,ABT,1078
546,282410,6/30/95,20482,ABT,1078
547,282410,9/30/95,20482,ABT,1078
548,282410,12/31/95,20482,ABT,1078
549,282410,3/31/96,20482,ABT,1078
550,282410,6/30/96,20482,ABT,1078
551,282410,9/30/96,20482,ABT,1078
552,282410,12/31/96,20482,ABT,1078
553,282410,3/31/97,20482,ABT,1078
554,282410,6/30/97,20482,ABT,1078
555,282410,9/30/97,20482,ABT,1078
556,282410,12/31/97,20482,ABT,1078
557,282410,3/31/98,20482,ABT,1078
558,282410,6/30/98,20482,ABT,1078
559,282410,9/30/98,20482,ABT,1078
560,282410,12/31/98,20482,ABT,1078
561,282410,3/31/99,20482,ABT,1078
562,282410,6/30/99,20482,ABT,1078
563,282410,9/30/99,20482,ABT,1078
564,282410,12/31/99,20482,ABT,1078
565,282410,3/31/00,20482,ABT,1078
566,282410,6/30/00,20482,ABT,1078
567,282410,9/30/00,20482,ABT,1078
568,282410,12/31/00,20482,ABT,1078
569,282410,3/31/01,20482,ABT,1078
570,282410,6/30/01,20482,ABT,1078
571,282410,9/30/01,20482,ABT,1078
572,282410,12/31/01,20482,ABT,1078
573,282410,3/31/02,20482,ABT,1078
574,282410,6/30/02,20482,ABT,1078
575,282410,9/30/02,20482,ABT,1078
576,282410,12/31/02,20482,ABT,1078
577,282410,3/31/03,20482,ABT,1078
578,282410,6/30/03,20482,ABT,1078
579,282410,9/30/03,20482,ABT,1078
580,282410,12/31/03,20482,ABT,1078
581,282410,3/31/04,20482,ABT,1078
582,282410,6/30/04,20482,ABT,1078
583,282410,9/30/04,20482,ABT,1078
584,282410,12/31/04,20482,ABT,1078
585,282410,3/31/05,20482,ABT,1078
586,282410,6/30/05,20482,ABT,1078
587,282410,9/30/05,20482,ABT,1078
588,282410,12/31/05,20482,ABT,1078
589,282410,3/31/06,20482,ABT,1078
590,282410,6/30/06,20482,ABT,1078
591,282410,9/30/06,20482,ABT,1078
592,282410,12/31/06,20482,ABT,1078
593,282410,3/31/07,20482,ABT,1078
594,282410,6/30/07,20482,ABT,1078
595,282410,9/30/07,20482,ABT,1078
596,282410,12/31/07,20482,ABT,1078
597,282410,3/31/08,20482,ABT,1078
598,282410,6/30/08,20482,ABT,1078
599,282410,9/30/08,20482,ABT,1078
600,282410,12/31/08,20482,ABT,1078
601,282410,3/31/09,20482,ABT,1078
602,282410,6/30/09,20482,ABT,1078
603,282410,9/30/09,20482,ABT,1078
604,282410,12/31/09,20482,ABT,1078
605,282410,3/31/10,20482,ABT,1078
606,282410,6/30/10,20482,ABT,1078
607,282410,9/30/10,20482,ABT,1078
608,282410,12/31/10,20482,ABT,1078
609,282410,3/31/11,20482,ABT,1078
610,282410,6/30/11,20482,ABT,1078
611,282410,9/30/11,20482,ABT,1078
612,282410,12/31/11,20482,ABT,1078
613,282410,3/31/12,20482,ABT,1078
614,282410,6/30/12,20482,ABT,1078
615,282410,9/30/12,20482,ABT,1078
616,282410,12/31/12,20482,ABT,1078
617,282410,3/31/13,20482,ABT,1078
618,282410,6/30/13,20482,ABT,1078
619,282410,9/30/13,20482,ABT,1078
620,282410,12/31/13,20482,ABT,1078
621,282410,3/31/14,20482,ABT,1078
622,282410,6/30/14,20482,ABT,1078
623,282410,9/30/14,20482,ABT,1078
624,282410,12/31/14,20482,ABT,1078
625,282410,3/31/15,20482,ABT,1078
626,282410,6/30/15,20482,ABT,1078
627,282410,9/30/15,20482,ABT,1078
628,282410,12/31/15,20482,ABT,1078
629,282410,3/31/16,20482,ABT,1078
630,282410,6/30/16,20482,ABT,1078
631,282410,9/30/16,20482,ABT,1078
632,282410,12/31/16,20482,ABT,1078
633,282410,3/31/17,20482,ABT,1078
634,282410,6/30/17,20482,ABT,1078
635,282410,9/30/17,20482,ABT,1078
636,282410,12/31/17,20482,ABT,1078
637,282410,3/31/18,20482,ABT,1078
638,282410,6/30/18,20482,ABT,1078
639,282410,9/30/18,20482,ABT,1078
640,282410,12/31/18,20482,ABT,1078
641,282410,3/31/19,20482,ABT,1078
642,282410,6/30/19,20482,ABT,1078
643,282410,9/30/19,20482,ABT,1078
644,282410,12/31/19,20482,ABT,1078
645,00287Y10,3/31/13,13721,ABBV,16101
646,00287Y10,6/30/13,13721,ABBV,16101
647,00287Y10,9/30/13,13721,ABBV,16101
648,00287Y10,12/31/13,13721,ABBV,16101
649,00287Y10,3/31/14,13721,ABBV,16101
650,00287Y10,6/30/14,13721,ABBV,16101
651,00287Y10,9/30/14,13721,ABBV,16101
652,00287Y10,12/31/14,13721,ABBV,16101
653,00287Y10,3/31/15,13721,ABBV,16101
654,00287Y10,6/30/15,13721,ABBV,16101
655,00287Y10,9/30/15,13721,ABBV,16101
656,00287Y10,12/31/15,13721,ABBV,16101
657,00287Y10,3/31/16,13721,ABBV,16101
658,00287Y10,6/30/16,13721,ABBV,16101
659,00287Y10,9/30/16,13721,ABBV,16101
660,00287Y10,12/31/16,13721,ABBV,16101
661,00287Y10,3/31/17,13721,ABBV,16101
662,00287Y10,6/30/17,13721,ABBV,16101
663,00287Y10,9/30/17,13721,ABBV,16101
664,00287Y10,12/31/17,13721,ABBV,16101
